passenger1,passenger2,Number of flights together
615,7346,4
3216,9592,4
7636,9333,4
10315,6813,4
10358,7662,5
10325,6813,4
10418,10496,5
10418,10428,4
10428,10452,4
10429,10478,4
10442,10449,6
5775,9885,4
10087,10415,4
2973,8048,5
3356,6805,10
4606,9703,6
2226,5283,4
4004,7668,4
486,5233,4
6136,6896,5
3611,9282,4
3588,4541,4
3064,3618,6
2841,5330,5
2012,7898,5
191,497,5
10726,10799,6
10770,10780,4
10701,10791,4
10712,10720,4
5153,8003,5
10880,10890,4
10654,9238,4
269,9383,6
11046,11049,6
11111,11142,4
11135,11180,4
11143,11196,4
11121,11183,4
11109,11157,4
11153,11196,4
1831,75,4
5459,9063,8
10764,3064,5
10779,9645,4
7726,9433,4
11311,11327,4
11404,11435,4
4056,7185,4
10440,525,6
7658,8861,5
5533,8257,5
10535,10644,4
1762,6053,5
1703,8752,4
288,8444,4
5669,5734,4
2718,7507,4
1024,9441,6
10420,3492,4
7638,7890,4
11332,9111,5
11311,9840,4
11878,11883,5
11856,11898,4
11243,5775,4
2325,3905,4
4774,5071,4
2861,7209,5
10899,9376,6
10806,8299,4
1263,6165,4
2000,582,5
5132,6987,4
10017,1404,4
10083,4580,4
10083,1064,4
4336,4584,4
4364,5031,4
4364,5132,4
10058,4823,4
1283,4689,4
4318,4580,6
10722,3522,4
11939,4955,4
11987,4235,4
11408,11972,4
11007,7579,7
11201,7677,4
6743,7924,6
11067,5162,5
4675,4713,6
4816,6286,4
10541,9376,5
258,9777,4
3416,9777,5
2825,8838,5
10022,9389,4
1079,7656,4
10024,9495,4
10097,9725,4
5748,9385,5
1142,5235,5
1142,4792,4
1900,2410,4
12121,12181,5
1562,9828,5
11957,7737,4
2851,7801,5
10862,92,5
7636,9049,4
11871,8851,4
10716,11948,5
11855,9280,4
11874,8406,4
10719,8574,4
11067,9955,4
10024,5943,4
10015,7983,4
10460,9385,4
7902,9369,11
12316,12334,4
5540,9511,4
3309,3720,4
12408,12411,4
10270,1057,5
5027,8514,4
10196,2097,4
11876,5438,5
10731,3896,4
7777,7832,4
3462,9053,4
11644,11712,4
11690,6136,4
11378,9712,5
6349,8400,4
10837,12018,4
5418,6143,4
12530,12584,4
10757,4147,5
10975,3921,4
391,6084,4
12515,9421,4
11858,7904,4
10771,2467,4
12232,7864,5
1085,7036,4
12014,996,4
1954,4551,4
2690,86,4
1057,5560,4
10975,5775,4
11211,12338,6
1555,8365,4
4917,9862,4
12050,12428,4
12727,12794,6
5044,8371,4
5886,7080,5
1537,318,4
6434,8566,4
11957,2560,4
3491,7243,4
12403,7121,4
10629,3622,5
11676,3524,6
11746,7645,4
7643,9442,4
13107,13173,6
6864,8038,4
4420,9858,4
2068,9858,6
13471,13477,5
13510,13542,4
1142,6001,4
13618,13680,5
6072,905,5
11214,3181,4
10015,482,4
10467,6220,4
11515,6258,5
2857,6733,5
11879,2910,4
3524,9725,4
10909,13623,4
4335,7877,4
13640,4335,4
10066,12192,4
11034,6731,4
1138,4827,4
11695,8519,4
11593,4972,5
2685,5240,6
10760,7508,4
1829,9653,5
12389,9171,5
13668,1977,4
3977,5836,5
3608,3953,5
1151,8664,6
12800,3662,4
11307,311,5
3632,6616,4
10627,10908,4
10627,4711,4
2717,9033,4
3405,7350,4
14051,14082,4
628,7846,4
3065,8674,4
2468,9355,5
3872,9285,4
5867,8385,5
13541,13822,5
18,6526,5
6293,6323,5
13249,6591,5
13264,13564,4
4957,7721,5
10585,3880,4
10685,12940,4
4212,9351,4
1558,1611,4
1739,2844,4
13218,7194,4
4685,5101,7
11587,2106,4
1591,2994,4
7114,8057,6
12551,7727,4
13564,6733,4
13163,2588,4
11577,8767,4
12146,2426,4
12146,2868,5
3235,3910,4
2005,9039,4
14751,14776,4
14782,14786,4
14759,14769,4
14705,14754,4
15115,15160,4
187,199,5
360,382,5
397,399,5
638,683,4
712,797,5
772,797,6
910,940,7
903,997,4
1013,1029,7
1007,1025,5
1313,1321,5
309,751,4
1760,1761,4
1904,1937,4
1940,1950,4
2131,2188,4
2201,2231,4
2261,2262,5
2207,2268,5
2235,2300,4
2414,2440,4
2560,2570,5
2734,2773,5
1,38,4
249,276,4
415,419,4
615,658,4
615,670,4
727,764,5
747,750,5
721,793,5
724,766,6
843,879,4
915,928,8
1023,1045,5
1045,362,4
382,758,4
1029,760,5
1002,778,4
1603,1606,4
1855,1893,4
1905,1954,5
1917,1937,4
2140,2155,4
2153,2186,6
2116,2140,4
2145,2179,4
2136,2189,4
2266,2267,4
2226,2276,6
2225,2249,4
2408,2433,7
2457,2465,6
2004,2332,4
2617,2664,4
391,459,4
1299,431,4
3104,3146,6
3112,3178,5
3133,3181,4
3114,3151,5
3317,3396,5
293,3180,6
276,650,4
3410,3477,6
3411,3476,4
3426,3434,4
2655,314,4
1506,2608,5
3516,3599,5
3516,3592,4
3518,3598,5
2116,664,4
3653,3691,5
3413,739,6
4042,4066,7
2178,281,4
263,3198,5
2186,690,4
221,3114,4
1456,1848,4
2570,606,4
2600,275,4
2699,3913,5
2248,3552,4
4211,4252,4
4213,4221,5
4208,4229,4
4217,4219,6
3174,374,5
2123,3479,4
1243,3104,5
4316,4388,9
4340,4377,5
4324,4394,4
3147,629,4
1337,2939,10
1323,2968,5
1310,930,4
2930,932,4
1598,440,4
1598,331,5
2273,3537,5
2300,3541,4
4409,4491,4
4425,4491,4
2458,3679,4
4546,4556,4
4075,4336,5
4040,4376,6
4032,4321,4
276,3440,4
4633,4667,4
4630,4668,4
4655,4700,4
2754,3046,5
1482,2776,4
2743,2972,5
4200,544,4
1976,3225,4
2486,3689,4
119,3677,4
1884,4674,9
1842,4696,4
4332,901,4
2969,4066,5
2959,4373,5
2759,4388,7
3524,4415,4
5001,5022,5
3539,3661,4
5331,5343,6
2458,2924,4
2335,912,4
2904,3569,5
1384,2405,5
1208,1302,4
5150,899,4
3752,5156,4
3709,773,6
5446,5466,4
5436,5500,4
5421,5477,4
5410,5421,4
5411,5482,7
5431,5483,4
5438,5486,4
5438,5478,4
1428,5350,4
3071,4307,4
5602,5696,5
4066,5431,5
1482,5410,4
2941,5436,6
2941,5439,5
1314,5410,4
1314,5459,4
5113,91,4
2437,831,4
4223,5092,5
5716,5735,4
2143,942,4
1612,2229,4
4542,5455,5
4630,4980,4
4630,4927,4
1853,4980,4
321,4495,4
2623,3707,4
399,752,5
311,3999,4
1070,624,4
1261,752,4
1077,1528,5
5944,5976,4
5905,5970,4
1982,5127,4
1982,291,4
3289,3307,4
6052,6084,5
6049,6096,7
6024,6080,4
5800,5927,4
1375,5718,4
4682,6087,6
4607,6075,6
2545,4059,5
4927,5419,5
3861,3998,5
1617,4554,5
4988,5434,4
3991,5450,4
6555,6591,5
6560,6595,4
6726,6749,4
6874,6897,6
6847,6872,5
6830,6854,5
6827,6889,5
6858,6893,7
3295,3920,6
4205,4430,4
2775,6092,4
5041,6673,4
2556,5775,6
2905,7550,4
4121,7034,5
3928,7671,4
3642,4874,4
3971,5116,5
2249,4260,4
1528,4827,5
5977,6408,5
7861,7869,4
7851,7859,4
7803,7846,4
3867,7246,5
2268,3858,4
8011,8058,4
8255,8291,5
7770,8353,6
1155,5393,4
4321,4983,4
7030,8228,4
1613,1789,6
2162,6585,4
2031,2515,4
1005,478,4
7580,7814,6
2143,4919,4
3463,4221,4
2143,3642,5
5769,6814,4
324,5494,4
5494,6897,4
4373,4990,4
5443,6836,4
6001,6830,4
6063,6827,4
4674,6836,4
5500,6854,4
6008,6853,4
4316,6833,4
5720,6864,4
2773,6874,4
4942,6872,4
4481,6809,4
2759,6880,4
1884,959,4
253,5100,4
4263,7414,4
2425,7900,4
8662,8690,6
4798,8353,4
8703,8786,6
2645,273,4
2857,7601,4
5482,7601,4
1230,3330,4
1646,7618,4
3855,7602,4
1268,4597,5
8926,8955,4
8948,8969,4
8935,8965,4
8934,8935,4
8933,8991,4
7831,8986,4
2776,7082,5
441,7820,5
1734,8127,4
8142,83,4
290,8294,5
3124,8692,4
2432,8013,4
1833,352,5
3147,592,5
4194,5286,5
1173,4786,5
3609,4765,4
6345,8283,5
9010,9015,4
9002,9099,4
9014,9057,4
9136,9177,4
286,3711,4
2458,292,4
2231,8884,5
3330,3418,5
6020,8073,4
6020,8037,6
6020,8093,6
4700,8461,4
4700,8068,4
6486,7034,4
9326,9394,4
3043,7246,4
2446,3660,4
2446,6931,4
5808,8230,4
9418,9434,4
9517,9568,5
4611,6441,5
340,4711,4
3180,4398,5
2732,860,4
2124,760,4
9638,9668,4
9766,9786,5
4092,6857,4
7851,9252,4
212,9223,4
3963,9369,5
8241,9400,4
6777,8563,4
8518,869,4
9944,9957,4
3392,7074,4
782,7859,5
3545,9291,4
10015,10022,7
1386,1956,4
2323,9912,5
159,6396,4
6655,7209,4
4076,9640,5
4076,5652,4
187,5383,4
5383,5652,4
4933,9602,4
4852,9677,5
5572,9602,5
5359,6776,4
2024,61,6
3187,6560,6
182,2945,4
2957,3955,4
4092,4543,4
2231,6622,4
10107,3741,7
1796,8977,4
816,8576,4
5503,9699,6
3275,4217,5
10327,10396,5
10352,10396,6
10320,10335,4
53,6831,4
5799,8044,4
2937,9282,5
2612,9482,4
2656,9562,5
10402,10438,5
6707,7768,5
8836,9995,4
9098,9874,5
8907,9664,4
3286,3590,6
8596,8679,10
4846,8614,4
2234,9258,4
10714,10774,4
10706,10779,4
10762,10786,4
10727,10728,4
9687,9864,4
1930,226,4
10104,10651,4
1248,9619,4
11108,11128,4
11178,11199,4
11127,11175,4
11111,11196,4
11196,11198,4
11148,11193,4
11115,11135,4
11122,11193,4
11151,11164,4
11110,11125,4
11114,11140,4
1831,5957,4
11275,2581,5
11272,5459,4
10788,2345,4
10764,7560,7
10731,6729,4
10791,2354,5
10728,2090,5
10770,191,4
11327,11370,4
3339,8363,4
2378,2857,4
2718,7349,5
1966,932,4
1966,2581,4
5734,8114,4
1464,6783,4
5850,6013,5
10726,6166,4
360,9906,6
11284,7951,5
636,9696,4
11871,5616,4
7240,7590,5
1733,3875,4
11744,5361,4
3749,6213,4
7919,9282,4
5594,8228,4
237,4728,4
3275,4337,4
5132,7579,4
10017,7706,4
10083,728,4
1404,2503,4
1404,3432,4
1138,2479,4
1670,888,5
4364,5209,4
5530,6024,4
10058,5132,4
4728,8424,4
2503,4728,4
1283,6987,4
4217,7098,6
2423,5380,4
2138,7679,4
1064,5358,4
10541,10833,5
10267,3117,5
258,5056,5
258,4056,5
10899,3117,5
10644,9522,6
3837,4641,5
8299,8519,4
5056,8006,4
10806,7373,4
4137,6166,5
2291,4649,4
11886,6171,5
1521,8659,4
12144,12173,6
12123,12157,4
1678,7801,6
11954,8579,4
2851,8040,4
1189,6084,5
11871,6464,4
11883,7837,4
5277,9951,4
10785,8574,4
11266,11660,4
10173,615,4
2489,9451,4
12175,3968,4
1157,5295,5
1079,5116,4
1079,628,5
11057,9629,4
10690,8511,5
262,2734,4
1115,4335,5
4462,859,4
517,5702,4
2225,919,5
12405,12427,4
10604,6205,4
1462,5997,4
7327,8036,6
11883,5438,5
10046,6372,5
781,9862,4
7222,9281,4
7948,9798,4
1096,5803,4
10190,8594,4
12069,12173,4
11535,7744,4
10975,9954,4
12557,5121,4
10024,12581,4
11308,3631,4
8036,8132,6
10329,10767,4
10795,6372,4
2949,611,4
1327,6066,4
10569,264,4
5201,6733,7
10667,2306,4
10795,6003,4
2306,3542,4
12916,12940,4
12323,5623,4
3030,8989,4
10493,2488,4
12439,2669,4
1449,5235,4
11745,2408,4
12385,2545,4
12301,3665,4
2112,6293,6
10308,12648,4
9202,9858,5
489,6382,4
2043,9707,4
2197,4247,4
565,9653,4
1769,5491,4
3560,6874,7
4940,905,6
12298,1689,4
10784,12910,5
3528,7200,4
10871,7593,4
2857,5634,5
12326,9256,4
11879,12371,4
13265,13560,5
8765,9725,4
11034,1225,5
3880,9238,4
13746,13748,4
13788,13795,4
6460,8551,4
4410,926,4
1981,3953,4
13846,7228,4
12088,12940,5
11834,13734,4
3874,4645,5
9121,9846,4
11300,5246,4
11179,4844,4
10747,11186,4
501,741,4
8268,9822,4
10496,8732,4
12516,3615,5
12570,9171,4
11198,5836,4
12354,5836,4
13644,3977,4
1151,12354,4
4450,8661,4
6616,9369,4
13462,2065,4
13378,435,4
13943,5319,5
4037,8258,4
1099,4543,4
13753,8529,6
7288,8664,4
12948,14018,4
6293,6591,5
5754,7099,5
13221,13564,8
6323,9974,5
356,6591,5
13564,7721,8
1769,6293,5
10808,4562,4
1138,8015,4
5259,810,4
13937,8117,4
14011,4118,4
11872,8196,4
11889,6803,4
4685,6067,4
1591,5101,6
12552,13329,5
10167,12563,4
3777,7727,4
2041,2868,4
10214,4755,4
13296,6085,4
10248,13221,5
14288,3809,4
1057,5480,4
1342,5278,4
11290,6764,5
10652,11353,5
1740,3962,5
6050,7112,4
14644,14673,4
14739,14776,4
14702,14727,4
14725,14731,4
14786,14793,4
14750,14756,4
15126,15193,4
10652,15112,4
165,175,4
551,590,4
704,709,6
712,785,5
712,786,6
778,799,5
805,899,6
948,980,4
1044,1073,5
1013,1038,5
1034,1272,7
1463,1489,4
382,773,4
395,768,4
360,759,4
1548,1598,7
1961,1969,4
2115,2162,4
2119,2179,4
2164,2194,4
2129,2144,4
2072,53,6
1,37,4
545,595,4
546,574,5
546,568,4
610,688,6
724,792,6
739,773,5
719,749,6
701,759,8
831,867,4
941,972,5
1044,1051,6
1041,1064,9
1007,334,8
1073,382,6
1073,330,4
1302,1315,4
374,766,4
395,764,5
362,763,4
1261,363,4
1501,1558,5
1542,1581,5
1645,1693,6
1971,1986,4
2026,2082,5
2126,2154,4
2141,2173,4
2249,2277,4
2440,2486,9
2418,2432,4
2413,2496,4
2434,2457,4
2928,2932,6
1662,430,4
3174,3182,4
3162,3180,6
3167,3193,5
3146,3192,4
232,677,6
204,660,5
255,610,6
205,3104,6
3413,3463,4
1581,2655,4
3528,3560,5
3602,3696,4
1490,2772,4
3402,751,4
3702,3729,4
3827,3859,4
3904,3974,4
3916,3980,4
4025,4029,4
4032,4072,4
4017,4053,7
4007,4044,4
3155,649,6
2197,3198,4
2186,295,4
1853,2792,6
1498,2767,4
1891,2709,4
4165,4197,5
2570,490,6
1677,230,4
1508,2689,4
1228,3930,4
2298,3556,4
2801,461,4
4233,4283,5
4254,4261,5
4243,4267,4
4217,4260,4
205,2514,4
2801,3184,4
4321,4329,5
4316,4353,7
4313,4317,4
2957,935,4
1369,975,8
1337,930,7
2939,961,4
1310,2906,4
1673,2655,5
2699,440,5
2263,3547,5
2293,3510,4
4423,4460,4
4407,4418,5
4414,4464,4
4414,4484,4
4425,4499,4
4411,4429,4
130,3639,5
2425,3694,6
4551,4552,4
4057,4384,4
4633,4650,4
4637,4647,4
2556,2869,6
1074,2759,4
1484,2867,10
2769,962,4
2537,905,4
407,915,6
2789,915,6
4752,4761,4
4726,4779,4
4728,4764,4
1427,4668,4
4016,975,5
4373,915,6
4309,915,7
1818,4395,6
4869,4880,4
4942,4946,5
4923,4986,4
1252,2672,5
5118,5160,4
5101,5111,10
1960,4068,4
3585,3682,4
2226,3657,4
2464,3599,4
5321,5354,4
2928,912,4
2334,2935,5
141,946,4
1027,3635,6
1250,2914,4
5448,5486,4
5468,5496,4
5456,5484,7
5416,5451,4
5423,5476,4
5486,5490,6
5419,5479,6
5419,5436,6
5402,5438,4
4441,4556,4
1453,5313,4
3317,5112,4
5550,5560,4
5508,5589,4
5525,5589,7
4376,910,4
4344,945,4
1082,4071,5
5612,5662,4
5628,5650,6
5602,5606,5
2939,5486,5
2759,5446,5
2511,5456,5
4059,5406,4
4083,5479,5
1337,5416,5
147,3295,5
288,3695,4
2408,3688,4
1499,4084,4
1033,4032,4
5001,5390,4
5702,5757,4
2036,2575,4
1592,3670,4
3930,4957,4
1219,419,4
2068,226,4
226,5143,4
5913,5991,4
5961,5963,4
6054,6097,5
6042,6068,4
6007,6046,4
2760,5718,4
5443,6071,6
1337,6084,6
4674,6069,6
5440,6075,6
3979,6040,4
2941,4927,6
4933,6032,4
1586,3861,4
4945,5467,4
443,4914,5
3940,6092,4
3975,6475,5
6754,6800,4
6777,6783,5
4295,4430,4
5084,6004,4
3670,3998,4
6956,6974,4
7141,7149,6
7353,7394,4
1452,876,5
5706,5966,6
1012,3102,8
3694,4260,4
1762,4010,5
2225,4610,7
3297,5027,4
3093,5911,4
5777,5989,5
7802,7832,4
8078,8084,4
2247,5037,5
6020,6876,6
5456,935,4
4900,7759,4
4827,8326,6
7331,7733,4
8513,8529,6
8552,8566,7
8510,8542,4
8546,8596,5
262,3905,4
1554,888,4
1554,7550,4
347,8375,5
6176,7996,4
2527,6080,4
4280,6921,5
6071,6874,4
324,6878,4
5798,6836,4
1817,6872,4
1619,6839,4
1619,6064,4
4373,6884,4
5443,997,4
4674,5993,4
6069,6853,4
6077,6844,5
6008,6827,4
4607,6844,4
3120,6063,5
184,5500,4
2294,6814,4
6049,6870,4
5771,6869,4
5771,6064,4
378,8450,4
3177,5668,5
6294,8450,5
1903,4814,4
5707,7191,4
3798,5303,6
3650,8307,5
1351,6735,4
8710,8775,4
509,7643,5
901,95,7
2906,5482,7
8993,9000,5
8963,8983,5
8946,8947,5
8920,8948,4
8931,8995,4
8960,8965,6
8960,8968,5
5361,7111,4
6580,853,4
2928,8078,4
3963,8019,4
8128,8684,8
1493,8024,5
8024,8690,4
1183,1730,4
4786,5289,4
9032,9073,4
9006,9084,5
9058,9083,4
9076,9100,4
9040,9072,4
1729,1913,4
5249,569,5
4862,7822,4
6484,8618,4
3734,5867,4
7761,8732,4
3284,8786,5
6365,9028,5
6703,7602,5
6796,6813,5
5505,6703,4
3418,3735,4
4249,4468,4
4249,5423,6
5789,6796,5
1646,6745,4
4550,5594,6
6512,8078,4
9201,9237,5
451,8089,4
1569,5596,4
8007,8461,7
5668,5795,7
9342,9382,4
7508,8837,6
6208,701,4
9728,9753,5
5027,5547,5
8509,9271,4
2586,8509,4
5620,8777,4
3483,7700,6
4854,5418,5
10000,9568,4
2340,8251,4
3465,57,5
1386,5547,4
6294,7820,7
1208,6020,4
4449,5683,7
8824,9634,4
4329,9622,4
388,9619,4
3844,5359,4
8350,9586,4
10116,10184,4
7898,9682,4
382,9014,4
7327,8348,4
7506,9704,8
3536,3998,4
8128,9955,5
10115,9366,7
10384,211,5
10356,1677,5
10420,10474,4
10415,10476,4
10402,10425,4
10414,10486,4
10430,10449,4
10401,10482,4
10453,10483,5
10425,10445,4
10459,10478,4
5799,9430,4
1078,3418,4
10322,398,4
10516,10592,4
10562,10584,4
10198,9768,4
6067,905,4
7860,9410,4
3802,8363,4
3741,8048,6
7122,9940,4
1677,2973,4
10394,7505,5
5696,6827,4
9258,9540,4
7153,9282,4
2937,8234,4
4202,8729,5
2012,5330,6
484,5503,5
3829,5611,4
10742,10751,4
10741,10774,4
10701,10767,7
10705,10741,4
10778,10780,4
10858,10875,4
10967,10988,6
10328,11073,4
11119,11132,4
11106,11115,4
11130,11141,4
11161,11178,4
11131,11193,4
11135,11136,4
11135,11188,4
11121,11136,4
11105,11126,4
11187,11189,4
11102,11150,4
11136,11191,4
2262,6256,4
11256,6777,4
3029,4591,4
10727,6560,4
10712,6560,4
10762,2354,5
10770,2945,4
1106,8268,4
11311,11353,4
211,8515,4
5007,5233,4
17,9111,4
10550,3802,4
1762,5696,5
1158,6912,4
288,7349,5
1966,4650,4
10873,8803,4
11025,1703,4
1464,8114,6
1927,8114,4
11272,1464,5
1678,5850,6
11614,11652,4
3612,8513,5
6833,8650,5
7582,9987,4
6338,8351,4
1030,7068,6
11360,17,5
10177,5538,4
8784,9413,4
2785,3735,4
2785,8289,4
1992,6575,4
10954,6706,5
2957,7937,5
2696,947,4
2194,2625,4
2000,7336,4
10812,5513,4
10017,8912,4
1138,7809,4
10016,4580,4
1041,4010,4
10058,7706,4
6522,728,4
4728,5031,5
2503,4318,4
1283,6024,5
6987,728,4
4010,9659,6
4137,4712,4
2851,5416,4
10758,11923,5
2108,6810,5
12043,12073,4
7629,8240,4
10541,3880,5
10497,8257,4
10899,8679,6
3112,3416,5
4945,75,4
10219,9247,4
3855,5219,4
11225,7881,5
10089,11221,4
8128,9385,5
3315,4792,4
1710,1888,4
11917,3677,5
11276,4451,6
11898,4945,4
3322,9951,4
5277,6777,4
10714,11817,4
10310,8163,4
8245,878,4
2054,2458,4
1079,5943,4
11221,335,5
6114,9493,4
11798,7645,5
10478,8078,4
10196,10382,5
4610,919,4
10616,4497,4
10250,5997,4
1678,7444,4
10596,11808,7
10329,10597,4
11522,300,5
2669,7429,4
264,6622,5
1032,10716,4
11876,213,5
2437,741,4
7951,9906,5
1266,2895,4
11767,350,5
10427,10515,4
4972,8036,6
11909,5603,5
10303,6749,4
7862,9623,4
11274,12052,5
11534,2221,4
12541,12583,4
11687,953,4
11687,2185,4
12505,7924,4
10244,1769,4
10945,6523,5
12073,7653,6
11035,478,4
1994,2776,4
10463,9942,4
10315,10847,4
1327,611,4
1327,8901,4
1954,3889,4
6452,9577,5
12358,1555,4
10809,4483,4
12428,1982,4
2191,7823,4
12841,12850,5
2930,8025,4
1651,9238,4
10357,9922,4
12088,12859,4
4082,5332,5
4393,860,4
12815,698,5
10196,9816,4
10684,4953,4
1276,1850,4
13407,13432,4
1225,3768,5
13627,13636,6
13644,13657,6
10154,5319,4
2810,8642,4
2160,8317,4
156,3036,4
2522,8594,4
6060,8594,4
6251,9524,5
8196,9077,6
10306,6860,4
1363,6485,4
13647,2274,4
5332,7877,6
10507,1651,5
10507,13636,5
10507,5332,4
4410,6099,5
7533,9280,4
13808,13822,4
3382,8218,4
10083,1770,5
5132,7625,5
5021,565,4
1033,9152,4
1033,12594,5
5240,7451,4
12539,3257,4
1064,8348,4
12389,8036,5
13668,7395,7
10507,5769,4
12497,6743,5
6335,9217,4
2565,6138,4
9366,9507,4
281,4796,4
3380,6553,4
3549,9366,4
1132,3624,4
5760,9535,4
3907,5487,6
1723,2713,6
3194,3206,4
13669,4969,4
12947,2702,4
7555,8057,5
10067,12323,9
13215,3364,4
13803,9991,5
12401,603,4
2994,7555,4
8556,9994,4
14367,14374,4
11089,5516,4
