passenger1,passenger2,Number of flights together
3164,3356,4
3912,602,4
5949,5960,5
5917,5984,4
1943,844,4
3260,4148,4
291,5865,4
6044,6100,4
2625,3926,4
1158,5204,6
4058,5278,4
337,4068,4
1884,6096,6
5464,6067,4
1337,4972,4
4316,6077,6
4059,6066,4
4903,5420,5
5404,6059,6
1617,4346,5
1617,4552,4
1586,5434,4
1651,3998,5
391,4542,4
3492,3572,4
4646,4914,5
3991,4632,4
6749,6763,4
6773,6796,4
6813,6894,4
6801,6863,4
6844,6898,5
6864,6884,6
6854,6896,5
4285,4554,7
4903,5053,4
4212,6092,4
1476,2560,4
7062,7067,4
7149,7188,4
7307,7380,4
2196,7549,4
5522,6725,4
1622,3349,4
7602,7606,5
6598,7073,5
3935,7623,4
167,5743,6
5731,5920,4
4876,878,6
5993,997,6
5767,5923,4
5966,6008,5
5761,6008,5
438,6008,5
438,997,5
1392,7585,5
1994,3668,4
494,5952,4
1012,5907,4
8152,8169,4
8165,8200,5
8157,8200,4
8235,8277,5
8270,8280,6
4398,5564,4
8320,8390,4
7379,8338,5
7741,8375,4
3932,7172,4
1382,7833,4
3665,8387,4
8518,8545,5
1209,2433,5
1960,4440,4
202,4150,4
439,8232,5
2035,7575,4
3796,873,4
3413,821,4
324,6001,4
5494,5798,4
438,6854,4
6063,6855,5
4674,5966,4
6069,6817,4
5500,6830,4
5500,6893,4
5744,6832,4
3120,6880,4
2294,6008,4
1865,5724,4
5491,6824,4
4969,6854,5
2802,3368,5
5546,905,6
5912,6932,4
5912,6986,4
2916,4832,4
7623,7853,4
1315,3935,5
4851,7734,4
3950,5411,4
7629,901,4
2326,4497,4
1432,3898,4
1432,5482,5
3735,3898,4
8966,8985,4
8909,8961,5
8970,8973,4
8928,8983,4
8931,8970,4
8957,8987,4
8965,8995,8
8961,8963,5
2285,5978,4
3140,757,4
3963,4675,4
258,8019,5
7868,95,5
3278,8158,10
7618,8289,4
3330,7866,6
3937,83,4
1747,8128,7
1246,1831,9
1917,574,5
3802,594,5
1730,3931,4
1669,5246,4
3180,3275,4
117,5746,4
2660,760,4
7457,815,4
468,4764,5
1268,6003,5
2202,7864,4
5584,7662,6
5509,6750,5
663,6703,4
258,8299,9
9270,9294,4
4395,8073,4
6294,6810,4
6807,8403,4
3177,5490,5
4190,4399,4
1613,2886,5
5596,6418,10
5404,7033,4
5067,6783,4
9353,9373,5
9366,9394,5
5586,8135,4
4611,8986,4
5740,8121,4
1413,3071,4
9635,9668,4
9679,9684,5
9713,9793,5
9586,979,4
4586,9532,4
8589,8887,4
3589,9223,6
8598,9212,5
8509,8895,4
8563,9263,4
6050,9266,4
9922,9927,4
8777,9072,4
5007,9562,5
3466,3820,5
4611,6668,4
9364,9985,6
4449,9642,5
4553,9601,5
9775,9999,4
7209,9066,8
437,866,4
4774,61,6
484,61,6
1343,6777,6
5742,9255,4
6668,9682,4
4391,7556,4
3112,4543,4
4713,7772,5
2150,8558,4
315,5538,5
8884,9645,4
1715,5330,6
191,4202,6
683,8446,4
5966,7996,4
6176,8642,4
8137,8614,4
10325,10373,7
10373,10377,5
10115,1223,4
10199,5048,4
7948,8270,4
8591,9498,5
9482,9859,5
8078,8846,4
211,2625,4
10349,1641,4
10325,3760,4
10384,8961,5
10407,10476,4
10435,10460,4
10439,10485,4
10401,10486,4
10449,10458,4
2653,5249,4
4634,9002,4
1078,4249,4
10389,398,7
10535,10576,6
3153,8158,6
1321,1454,4
7896,9466,6
8036,9940,4
6304,7551,4
8907,9684,4
1833,8599,5
3802,8961,4
2960,8048,5
10565,1916,4
2534,8171,4
1325,2773,4
529,6741,4
2841,5522,5
1715,6560,7
2856,2967,4
191,484,5
1822,2090,5
10731,10772,4
10702,10741,4
10726,10753,4
10726,10766,4
10701,10709,4
10701,10795,6
10703,10716,4
10805,10814,4
11005,11095,4
11060,11069,5
11118,11189,4
11141,11174,4
11138,11194,4
11143,11148,4
11114,11173,5
10252,6256,4
10432,10937,6
718,9410,4
2701,5459,4
783,9621,4
4453,9997,5
2581,5957,4
10714,4451,7
10753,9066,4
11324,11370,4
11435,11469,4
10368,8735,4
11017,1403,4
2065,3223,5
10449,896,5
5997,6246,4
10253,9057,4
1189,4444,6
10644,1475,6
288,556,5
2457,6468,6
2162,9997,4
1024,9770,5
4121,5209,5
1511,3573,4
11359,3573,4
11327,3486,4
6050,9465,4
391,6050,5
2284,8295,4
4749,8595,6
3332,9696,4
11957,12000,5
2346,730,4
9524,9714,4
237,5530,4
1753,6987,4
4336,7706,5
1041,4337,5
4689,7098,4
3432,8424,7
1283,237,4
5031,6522,4
7076,8266,5
4121,6987,4
5207,9500,5
3522,4814,4
10613,11914,4
2423,4955,4
11176,11958,4
7510,7902,4
10576,9376,5
10267,9522,5
3837,8714,4
1490,3243,4
9068,9977,4
3243,7919,6
2180,8268,4
4745,6093,4
11225,5623,4
4917,9395,5
10089,10328,5
3867,7881,4
10328,3867,4
5459,8595,4
2000,382,4
11880,5093,4
7825,8163,4
382,8030,4
1378,7364,4
8383,9745,4
1528,9495,4
1673,4713,5
7191,9127,4
4917,5116,5
4737,6208,7
3894,5356,4
3894,4502,4
11438,11719,6
1315,1812,4
5201,9101,8
2171,4735,5
12408,12458,4
1383,6987,4
7502,855,5
10484,11883,6
4853,760,4
1994,5016,4
1178,368,4
1096,5374,5
3065,6622,4
10261,6394,5
10179,9954,5
11784,9992,4
11239,9742,5
11215,2046,6
11418,5094,4
11332,350,4
7319,763,4
1858,7340,4
4070,9466,5
10670,1812,4
11046,4854,4
10837,12002,4
10837,5136,4
10261,6143,4
10862,4514,4
10975,8024,5
8197,8595,4
12170,9956,4
11267,9996,4
1860,2964,4
12273,4399,4
6066,9544,4
10525,5963,4
2258,86,5
4415,7812,4
11699,8427,4
4731,9873,4
5436,7955,4
11808,7975,4
435,4827,4
12772,12797,4
2306,9523,4
7850,9402,5
5526,9600,4
2258,8529,6
12230,9791,4
3269,6860,4
6080,8286,4
2626,3292,4
11542,1726,4
12298,5963,5
4957,6293,6
7166,8025,5
13554,13565,4
13492,2408,6
5212,5491,4
13608,13642,4
13648,13683,4
13603,13616,5
13614,13657,4
8687,9919,4
2857,8446,5
2500,4209,5
11676,9725,4
12555,8326,6
11430,9532,4
264,6485,4
12085,6944,4
12299,2656,4
13710,13754,4
13746,13795,4
10857,12968,4
11742,6905,4
13414,7820,4
1465,2200,4
12492,13663,4
4463,8882,4
10204,4333,4
10955,1715,4
10340,10767,4
2685,3615,5
10767,10812,4
4070,9653,5
11483,12653,4
10652,13378,4
13365,3078,4
1099,8263,4
6519,9991,5
12497,3380,5
14008,14096,4
12841,3065,4
13753,6731,4
3065,9355,6
139,628,4
135,3092,4
8167,8929,4
4746,8929,4
8650,8702,4
5081,5560,4
10533,437,4
1491,4989,4
11513,1972,5
6323,9994,5
5212,6591,5
5259,5863,4
13842,4497,4
14018,4118,4
10447,9480,4
5516,7433,4
5319,6060,4
2994,9974,4
13218,2994,4
12552,6043,5
14094,6307,4
1196,311,4
13295,4899,5
14631,14673,4
14701,14727,4
14770,14786,5
14787,14795,4
14707,14730,4
15114,15173,4
15126,15167,4
15115,15126,4
15176,15180,4
374,385,5
384,393,4
360,395,6
568,574,6
763,768,6
743,771,5
852,873,5
907,962,4
1029,355,6
1808,1865,7
1823,1883,5
2160,2179,4
2148,2189,4
2261,2268,4
2249,2291,5
2440,2457,6
2472,2478,4
126,2334,5
2570,2586,5
204,229,4
264,299,4
633,636,4
607,693,4
703,727,5
727,755,5
716,751,9
741,767,5
725,798,4
728,736,8
734,781,5
832,845,4
807,821,5
1023,1053,9
1149,1180,4
1255,1258,4
1029,751,4
1095,768,4
330,703,4
1548,1586,7
1651,1692,5
2140,2185,4
2120,2162,4
2109,2122,4
2168,2169,4
2122,2182,5
2104,2132,4
2145,2168,4
2145,2187,5
2129,2135,4
2107,2124,6
2110,2162,5
2234,2275,4
2235,2290,4
2363,2381,4
2432,2486,5
2413,2436,4
2415,2489,4
2641,2665,4
2746,2798,6
2809,2830,4
3104,3137,4
3329,3349,4
255,3180,6
3436,3440,5
3461,3483,5
1269,1506,4
2667,333,4
3541,3597,4
3510,3536,5
3164,662,4
288,631,7
3413,740,4
3471,740,7
3493,763,4
4051,4080,4
4059,4069,4
4011,4017,7
4002,4090,5
4002,4083,4
4078,4088,4
4007,4080,4
4007,4025,4
4007,4052,5
2197,3122,4
292,3188,4
2152,3167,5
2183,609,4
1481,2742,4
4146,4184,4
4195,4197,4
1300,274,4
1066,3933,4
1696,2867,8
4249,4261,5
4227,4277,4
4201,4291,5
4237,4251,4
246,724,4
211,440,5
2988,993,5
1323,930,4
1310,2959,4
1370,2906,4
2681,3123,6
2255,3509,4
2271,3597,4
4478,4496,4
4429,4466,4
4414,4465,4
4425,4466,4
4474,4493,4
4474,4484,4
2404,3682,5
2328,2429,5
4531,4569,4
4017,4399,6
4009,4364,8
4057,4331,4
4615,4650,4
4609,4674,5
4618,4628,4
4650,4670,4
1439,2511,4
1432,204,4
1482,2816,4
1371,1432,4
1082,1377,4
2486,3604,4
121,3689,4
2759,4012,5
2717,4052,5
4012,975,5
4803,4889,5
4840,4883,4
4927,4991,5
4980,4998,5
2554,4418,4
5122,5138,4
5243,5278,4
5243,5289,4
2268,53,4
5377,5379,4
5315,5319,4
5308,5394,4
2068,2965,4
2458,3571,4
3547,3675,4
1384,2951,4
2963,3603,4
3858,5333,6
3871,5313,4
5471,5484,4
5482,5490,6
5496,5499,4
5426,5463,5
5420,5478,4
5459,5486,4
5459,5484,4
5406,5483,5
5419,5458,6
3173,4556,4
1005,2719,8
2710,5053,4
1476,5084,4
3401,4357,4
5556,5596,4
1837,4071,4
2992,4032,4
1813,4020,4
5630,5641,4
4083,5432,6
3454,5694,4
1332,1798,5
2143,2911,4
4032,780,4
1351,780,6
5026,5333,4
4200,4237,6
4217,5026,4
5744,5766,4
5705,5793,4
5740,5742,8
5717,5719,4
2665,3174,4
2565,338,4
1545,226,4
2998,624,5
1261,727,4
1350,380,5
1963,4076,4
6037,6040,5
6025,6059,4
6010,6043,4
4942,6075,6
4990,5500,6
4990,6069,7
4316,6096,6
4903,6027,5
1828,6051,4
157,507,5
6401,6456,5
3920,4523,4
1586,1643,4
443,4554,4
3527,4988,4
3572,5434,4
4656,5450,5
3963,5455,4
6530,6556,4
6507,6584,5
6872,6896,5
6869,6884,5
6829,6855,5
6833,6864,5
6833,6870,5
6836,6889,5
6836,6847,5
1586,4082,4
4647,4903,4
2560,3385,7
1538,1662,4
3208,443,4
1662,4647,4
7065,7078,4
5041,6613,4
7110,7180,6
7378,7400,4
7421,7477,4
5708,5918,4
1608,5934,6
4814,5116,5
2516,6159,7
1252,3453,5
4876,700,5
4849,6121,4
2620,878,4
3260,3694,4
7706,7713,4
7774,7800,4
2790,4470,5
5755,5949,4
1940,4249,6
1963,5076,4
8045,8084,4
1946,2905,5
2254,7139,4
3569,479,4
8159,8188,4
411,5867,4
4237,4971,4
8328,8368,4
7363,7790,4
7793,8386,4
683,7120,4
1084,4569,4
7866,8353,7
3590,7770,5
1242,468,4
1618,420,4
5100,7608,5
2231,2528,4
6146,8233,4
4744,7635,4
2088,2988,4
6580,7180,4
2518,3078,4
6531,7180,4
368,866,4
7162,7590,5
2504,7162,8
1858,7151,4
4916,5012,5
2143,5073,5
5033,7571,4
6071,6866,4
5993,6039,4
1619,6874,4
6408,6844,4
2717,324,4
6063,959,4
6075,6839,4
5440,5769,5
5788,6827,4
6878,950,5
4412,5706,4
4627,8411,7
2620,7437,4
4626,8375,5
7082,975,4
2211,565,4
3950,625,4
3950,4035,6
1677,901,7
7662,95,7
1646,4550,4
4421,7605,4
8833,8837,4
8956,8970,4
8928,8936,4
8914,8969,4
8968,8979,5
8965,8986,6
3734,7111,4
2446,877,5
1291,5529,4
2162,6468,4
2526,8135,4
7831,9000,4
7881,8985,4
1368,711,4
1169,4126,4
1221,4389,4
1677,3503,8
2326,7770,4
1329,8132,5
3820,4223,4
1368,8142,4
1106,3615,4
165,3106,4
2745,4772,5
3106,3345,5
1128,4815,4
3357,3931,4
3043,5007,4
6093,8232,5
6051,8803,7
2973,7768,4
6475,8121,5
3773,648,5
5873,9063,4
5051,7185,4
1800,8724,5
2926,6703,4
3950,5513,4
5509,8353,4
5505,8190,5
2776,5509,6
5787,6418,7
1613,5490,4
1053,5795,4
1735,2262,4
2247,4171,4
3466,432,4
6915,8732,5
3472,8704,4
9330,9353,8
5867,6752,4
5592,8837,5
9626,9645,4
9619,9690,6
1078,5876,5
2550,6805,4
4541,7162,11
3820,9505,4
4502,9532,6
2294,9166,4
349,8777,4
3766,8949,4
1070,8956,4
6020,8190,4
2926,6100,5
2857,8411,5
5137,9347,5
1982,9660,4
1089,9660,4
4541,9753,4
2599,9525,4
3176,7126,4
3028,6560,6
3741,5662,4
6293,9950,5
1860,5623,4
618,7510,4
10227,10250,4
10267,10271,6
10110,8591,4
7909,9517,4
4451,9699,6
2336,5330,6
6289,8112,4
6886,7308,4
9166,9822,4
10415,10418,4
10438,10482,4
10424,10445,5
10432,10435,4
2346,8169,6
8078,9822,6
5356,7520,7
5238,6515,7
10349,1389,5
10373,5876,4
7951,9992,6
2578,2776,5
3802,4552,5
760,9903,4
10371,5668,4
2937,5538,4
8803,9258,4
2012,9700,6
1822,2354,5
10760,10779,4
10714,10776,5
10741,10798,4
10718,10780,4
10706,10774,4
10727,10770,5
10719,10785,8
10818,10843,4
10910,10940,4
1858,8510,4
11049,11069,5
11041,11074,6
11124,11148,4
11111,11199,5
11164,11178,4
11173,11193,5
11102,11200,4
10908,1451,4
2701,932,5
1246,2701,4
4453,6783,4
4467,6777,4
10772,484,4
10712,4774,4
10795,6560,4
10175,6344,5
11331,11395,4
10346,3975,6
10960,11070,4
1791,2910,4
8546,9935,4
3409,9744,5
7381,896,5
8836,9151,4
5923,7591,4
3361,4650,4
10975,8475,4
2662,8687,4
5080,9824,4
2689,399,5
4811,7427,4
11871,11874,6
8427,9906,5
3735,5167,4
1240,8030,5
10356,7240,4
6706,9653,4
2392,7094,4
10910,2957,4
11014,2869,5
11939,11965,7
3589,4632,4
7098,728,5
1762,4188,4
10058,6053,4
2489,5696,7
4728,6053,4
1283,371,4
5031,8194,4
4188,557,4
10037,5132,4
7579,863,5
1149,1300,4
1820,3522,4
10758,4955,4
2514,7679,5
2744,3432,4
10229,4020,4
1475,167,5
10616,9522,5
3090,9386,5
4694,7850,4
3407,3648,4
2859,4420,5
11206,9931,4
11327,2580,4
4917,9331,5
10024,11400,4
11280,4827,6
5215,939,4
11914,1343,5
10767,6777,6
11276,5277,5
11880,2000,4
10234,7837,4
2437,5096,7
10714,8406,4
4451,9951,4
82,839,4
1041,7364,4
2062,8128,4
10328,7191,4
11793,1417,4
10440,2653,4
12387,12400,5
12302,12334,4
11285,4735,5
1074,4462,4
4335,6385,4
12405,12454,4
1232,9862,5
1462,603,4
2681,9232,4
2097,8544,4
10597,6663,5
10731,9548,4
6006,9701,5
9357,9615,4
11637,9499,4
11649,11784,5
11214,79,4
11730,12047,5
12340,2766,4
10130,7654,4
11727,12002,4
11561,2378,4
11561,12018,4
10465,9063,4
1189,1218,4
10465,7068,4
2964,4675,4
6059,7653,5
12381,9942,4
10365,4927,5
3238,6027,5
2640,8095,4
435,9862,5
12377,1418,4
12355,5120,4
4106,8161,4
10168,1099,4
524,9620,5
8529,9922,4
10406,6899,4
10056,12868,4
9033,9247,5
10837,1889,4
11714,12938,4
697,7324,4
12301,4393,4
10614,4391,4
13215,13277,6
2522,5147,4
13506,13574,4
10398,5054,4
119,1225,5
10760,6987,4
3597,5054,4
3513,3889,4
2380,7353,4
12906,8375,4
3599,5686,4
10467,4209,4
12097,6251,4
13160,1637,4
6616,6882,6
7064,7866,4
8106,8551,4
10857,2597,4
1977,4234,5
13847,13874,4
13046,3565,4
1611,649,4
11847,7547,4
5731,8243,4
10663,4027,4
2844,4433,4
12540,1772,4
12594,1829,4
3615,3875,4
12516,2549,4
1772,3663,4
12389,12516,4
13620,4021,4
2068,7053,4
3632,5769,5
4460,5867,5
8562,8631,4
10507,9599,4
13940,5319,4
13251,1723,4
2251,8091,4
10858,12582,5
12170,13644,5
13637,3910,7
2605,8837,4
1282,7417,4
628,6731,5
5843,9362,4
3206,7959,4
1626,7959,5
13876,864,4
12323,7099,6
13571,2588,7
10605,4166,4
7099,9540,6
2610,8196,4
9043,9540,5
2964,7114,4
6857,7194,4
11572,4685,4
8057,9101,4
12311,738,4
2927,9992,4
2092,8556,6
3235,3865,4
11290,4090,5
1850,6764,4
6043,8763,5
11676,5516,4
2951,3923,5
14741,14787,4
14714,14793,4
210,215,4
330,385,5
450,469,4
521,563,4
542,556,4
703,707,5
1111,1165,4
1015,393,5
1045,374,4
1001,759,6
341,752,4
1073,778,4
381,712,5
1014,314,5
1925,1949,4
2126,2148,4
2111,2189,4
2290,2291,4
2256,2270,4
2328,2378,4
2419,2432,4
2082,2392,4
211,226,4
615,650,4
626,653,4
636,699,4
730,766,6
755,758,5
701,792,6
848,882,4
823,876,5
832,850,4
1106,1122,4
1149,1165,4
1072,315,4
1243,1300,5
1208,1273,5
1236,1295,4
1427,1458,4
368,730,4
1031,763,4
1042,340,4
1544,1587,5
1911,1957,4
1923,1998,4
1902,1988,4
2131,2182,8
2106,2112,7
2221,2279,6
2278,2298,5
2254,2279,5
2332,2369,4
2401,2477,4
2451,2497,4
2472,2481,4
2539,2554,4
2551,2571,5
2633,2696,4
2841,2856,4
2929,2993,4
2968,2984,4
391,431,5
3122,3151,5
3169,3192,4
293,3123,6
248,3104,6
3402,3440,5
1544,2655,4
1509,2668,4
3528,3541,4
3687,3689,5
3634,3677,5
3651,3694,7
3742,3754,4
3847,3858,4
3802,3809,4
3921,3994,4
3971,3988,4
3912,3952,4
4060,4083,4
4010,4071,5
4009,4083,10
2199,3188,5
247,3188,9
246,3167,4
246,3159,4
2153,609,4
2175,3188,6
2573,606,4
1300,2539,5
1693,443,4
2560,684,4
2803,398,4
1053,3188,7
1692,601,4
2868,441,5
4322,4324,4
4352,4389,4
4366,4370,4
1352,1563,6
4046,4398,5
2279,3502,4
2260,3568,5
2325,3671,4
2427,3639,5
3117,690,7
4690,4695,4
4673,4682,4
4601,4602,4
4628,4671,5
1465,2511,4
1208,1432,4
1371,2789,6
1248,1322,5
1813,910,4
4194,92,5
2440,3691,4
2392,2446,4
4886,4893,4
4911,4927,5
3529,4415,4
3990,409,4
2678,615,5
1471,4486,4
5025,5053,6
5166,5186,4
5234,5260,4
2425,3512,5
5314,5319,4
2279,2498,4
2222,2928,4
2223,2441,10
3571,912,5
3540,3679,4
3865,5315,6
1043,3716,4
5410,5478,4
5451,5476,5
5409,5421,4
5409,5435,4
1476,4647,5
4610,5095,4
4010,962,4
2769,4071,5
2867,5478,7
4353,5496,4
1337,5436,4
3370,3472,4
3370,721,4
2109,867,4
3642,5116,5
1790,2754,4
1377,780,5
229,4678,4
5746,5774,5
5782,5799,4
5701,5742,4
5736,5797,5
4346,5422,6
1592,4082,4
2575,5148,4
3801,4814,4
4674,4969,9
4614,4969,4
1531,4424,5
1229,2203,4
4412,4969,7
1828,3964,4
1617,4593,5
1651,4593,5
3742,5873,6
1972,5881,4
3223,4363,5
1528,2488,4
1077,419,4
5926,5962,4
5970,5991,4
5974,5999,4
5912,5950,4
5127,5808,4
6052,6080,6
6006,6007,4
6006,6042,4
3752,3847,4
3615,4981,6
1246,3609,6
1568,4673,6
2256,3917,4
5793,5927,7
1960,5204,4
5494,6071,6
5464,6084,4
4607,6077,6
2251,6061,5
4339,6052,5
173,222,4
3861,4903,6
2560,5455,4
1598,4988,4
2509,4967,4
3963,5434,4
2596,443,5
4632,5422,4
6724,6798,4
6869,6885,5
6847,6855,5
6827,6898,5
6833,6854,5
6836,6848,6
6879,6891,6
6825,6827,5
1598,4285,4
4295,443,4
147,5422,4
1651,5367,4
2848,4646,4
6908,6927,7
7006,7062,4
7306,7327,5
7460,7486,4
7450,7477,4
5775,5952,4
2088,3293,7
7604,7636,4
3931,7676,5
5788,5954,6
3688,675,4
5116,700,5
3512,5022,4
4153,937,5
7724,7795,4
6469,959,5
7869,7882,4
7180,7505,5
1329,3590,6
8007,8068,6
3560,4424,4
479,5396,6
8101,8195,4
8343,8355,4
8371,8386,4
1182,7872,5
2926,7770,5
4983,7540,4
1053,732,7
2532,4584,8
1267,2543,5
394,677,4
3312,5204,5
2725,337,4
6416,873,5
3892,7123,5
6951,7433,4
4125,6975,5
6071,6833,4
324,6809,4
5494,6836,5
2734,6885,4
2734,5494,4
6827,950,5
477,6897,6
5761,6077,4
6096,6408,4
3544,5788,5
3544,6870,5
4316,6829,4
4607,6809,4
3120,6866,4
184,6897,4
6039,6830,4
6039,6847,4
4990,6408,4
5720,6077,4
2993,6096,4
2773,6814,4
4969,5771,4
4412,6898,4
6242,8403,5
8047,8470,4
5347,7326,4
7392,7776,5
1078,6891,4
4536,7460,4
22,5800,4
4932,5375,4
2401,883,4
8710,8759,4
1544,8146,7
1677,2776,6
2857,8132,4
2857,3950,4
2776,4550,4
7645,8158,4
1230,4550,4
1230,901,4
1646,2326,4
7606,95,4
3292,5442,5
8901,8917,4
8970,8987,4
8914,8983,4
8931,8969,4
2516,4832,5
2285,6572,4
2636,3242,5
4213,7550,4
4502,7646,5
7872,95,6
3330,8353,5
8127,8654,4
2290,5289,5
3255,4769,5
352,4981,4
5873,6322,5
9027,9097,4
6565,877,4
2518,8546,4
7863,906,4
6931,8843,4
1472,8855,4
4047,8721,4
2303,4109,4
3024,3336,4
7019,9070,5
2906,6786,5
3330,4249,5
1940,2906,5
6750,7082,4
2964,9062,5
258,6304,4
5490,5668,4
6810,8068,4
4339,6010,4
1532,5456,4
6773,732,5
6052,8411,7
4135,7034,4
6259,6486,4
4200,7612,4
1044,3445,4
9331,9359,7
1401,7279,5
9522,9539,4
1752,534,4
5740,701,4
3975,4711,4
3275,7909,4
9672,9693,5
3873,9511,4
3755,4546,5
5518,956,4
4036,5547,4
3459,7418,4
9848,9896,4
9808,9848,4
2586,9271,4
135,8893,4
4827,8518,4
262,8509,4
1444,8545,4
9906,9988,8
4235,6783,5
8213,8558,4
3691,8085,4
5942,7506,7
468,5731,4
4076,9611,4
4076,622,4
622,9634,4
3844,5096,4
2719,9763,4
6656,6725,4
497,8793,4
497,61,6
174,484,7
3616,7179,4
7560,8983,4
382,8983,4
3622,7539,5
4274,5538,6
2336,5522,6
2773,8658,5
10353,10397,5
10306,10329,5
10373,10396,6
1223,2755,4
7298,8037,4
4850,5737,5
211,6441,5
6372,8411,6
10384,4249,4
10428,10494,4
10414,10481,4
10456,10470,4
10419,10442,4
10429,10447,4
1533,7520,4
4113,7026,5
2926,813,4
10570,10592,4
10513,10548,4
7814,9735,4
5447,8048,5
7896,9069,4
3802,9874,5
3356,3741,5
10368,9101,4
745,9058,4
745,8742,4
1089,6154,6
2068,6447,4
2857,9834,4
10107,398,4
167,9258,7
315,9212,4
3002,9066,5
3002,4451,5
182,6892,4
2841,4820,5
3829,9014,4
10756,10798,6
10741,10788,4
10706,10766,4
10713,10795,4
10726,10786,4
10709,10778,4
10720,10779,4
10712,10760,4
10705,10727,4
490,6865,5
10104,9418,4
11073,5584,5
11129,11189,4
11129,11143,4
11103,11157,4
11148,11165,4
11158,11160,4
11173,11200,4
11131,11138,4
11122,11176,4
11143,11187,5
11121,11173,4
11121,11148,4
11136,11183,7
7433,9529,4
10252,7433,4
1831,932,4
10702,3618,4
10703,9645,4
2715,8358,4
157,4113,4
10908,11047,5
10530,17,4
6256,9709,4
10449,953,6
708,9581,4
1321,9757,4
10869,315,4
10943,8101,4
10431,2970,5
4514,8010,5
11714,11739,4
11753,11796,5
1955,9906,6
10833,2100,5
7951,9988,6
1526,9413,4
2185,4749,7
11871,5991,4
10910,7229,4
1044,4774,4
4632,9282,5
10900,1097,4
3851,7809,4
5696,7706,4
10058,400,4
10023,7076,4
10023,1283,4
2108,5209,6
2489,4318,4
4689,7706,4
3432,6987,6
4121,4337,4
10465,3214,4
10446,3409,4
6827,8867,4
265,9209,4
11474,11917,4
3693,5016,5
6111,6317,5
2458,5653,5
10576,8596,6
4363,9777,6
10267,9282,5
10616,8562,5
11888,4732,6
10294,5219,5
2717,9247,4
8684,9127,6
11221,7656,4
12135,12151,4
11965,1678,4
10975,1218,6
11930,1343,5
11276,6464,4
10716,8163,4
2765,2976,4
10714,2000,4
4451,4945,4
1597,3777,5
2117,2746,4
10266,2489,4
6166,9714,4
11729,12157,4
258,3191,4
7191,9369,5
8684,9421,6
10328,4737,4
10095,4713,5
6114,9385,4
11745,4420,5
11793,3755,4
12297,8036,4
11285,3720,4
2171,435,6
8514,9503,4
559,7446,4
5226,8594,5
11315,9427,4
3316,6116,4
10283,1475,5
1974,7259,4
11953,350,5
8818,932,5
3191,8873,4
1386,9094,4
6121,9701,5
4782,6944,5
12408,7429,4
5374,9615,4
11171,1129,4
11897,9357,4
1573,7951,5
1955,7951,5
11450,11687,5
11243,1573,5
11388,11788,4
12537,12590,4
12553,12570,6
10862,1464,4
4514,953,4
10937,7175,4
11274,7175,4
10975,11633,4
10526,1860,4
6902,9025,4
7427,9985,4
7427,7864,4
10795,6731,4
10484,1386,4
4872,5046,4
10315,10512,4
2941,3977,4
