passenger1,passenger2,Number of flights together
10396,4249,5
10394,6447,6
10352,4850,5
10407,10492,5
10430,10492,4
10419,10452,4
10448,10477,6
10422,10474,4
10440,10476,4
10424,10465,5
10406,10446,4
7118,9498,4
3012,7073,4
1533,4275,4
1652,8503,4
10449,1189,4
10377,7810,6
2068,4441,5
2973,3153,5
7243,7810,6
7643,8363,4
2973,7643,4
10107,8775,4
10627,10652,7
4606,9983,4
3924,4165,6
2220,9601,4
2226,3339,4
5260,8294,4
4170,479,8
2841,7560,5
1715,2090,5
2231,2945,6
191,3028,5
1822,8729,5
10776,10798,4
10714,10760,4
10718,10767,4
10720,10776,4
10805,10896,5
10832,10850,5
10812,10815,4
10833,10899,8
3149,9498,4
11017,11040,4
10010,5873,4
7236,8539,5
11106,11109,4
11106,11169,4
11190,11196,4
11129,11157,4
11193,11198,4
11163,11189,4
11115,11153,4
11150,11164,4
11140,11148,4
11109,11124,4
11102,11145,4
11114,11163,4
11265,11279,4
10937,4113,4
1189,92,7
2701,9828,4
11271,932,4
11256,4591,5
1343,9621,4
3616,5957,5
5459,8165,7
10710,7209,4
10716,4451,7
10798,8262,4
10798,2345,4
10795,2345,4
11407,11408,4
4715,8961,5
525,8515,4
1791,9840,4
4492,6198,4
10442,5015,4
10535,8714,4
3243,6529,4
3361,4130,4
10927,2642,4
10163,3798,4
11721,11725,6
3968,6507,4
10334,11355,4
11011,9111,5
11884,11895,4
10899,5056,5
10350,10833,5
10833,3880,5
5227,9513,6
7844,8163,5
6706,7418,4
4632,8290,4
10083,8266,4
4337,557,4
1670,4121,5
1670,2503,4
1041,2532,6
1041,5530,4
5530,736,4
2108,4364,4
4728,5209,4
4728,5696,4
1283,557,4
4217,7809,4
2117,2503,4
421,664,5
2180,501,4
11930,9383,4
11478,2423,4
4789,7679,4
4737,8653,5
1617,7510,4
6114,8653,5
2634,7836,4
8714,9539,5
10576,8584,5
3021,3117,5
10235,512,5
3894,4420,5
2146,3894,5
11126,5047,4
17,4088,4
1673,2054,5
10095,9395,5
10095,8684,6
10015,6208,6
5760,9599,4
11898,7825,4
10203,8353,4
11876,7560,4
1240,4945,4
10785,7825,4
11610,7364,5
1154,5692,4
10318,8831,4
7579,8006,6
1079,7950,4
7881,9421,4
10097,7191,5
3309,4462,4
10352,10899,4
10227,6591,5
1462,2412,5
1462,2681,4
1431,2097,4
2758,5027,4
6865,7654,5
12210,12371,4
10212,6701,4
1410,4572,4
230,7726,5
10691,8830,4
12057,7007,6
11267,350,4
1871,4058,4
4854,5798,4
11600,12052,5
4514,6823,4
10465,1573,4
12552,3820,4
12233,8836,4
7716,8173,4
11035,7653,7
4016,8901,5
10365,993,7
3665,4016,4
1911,6066,4
1470,4927,5
10067,6067,6
3889,4478,6
5710,7956,4
2185,5775,4
11381,8015,4
4827,7832,4
12727,12775,5
11687,5073,5
1863,2930,4
2930,407,4
10809,11422,4
5010,8664,4
12411,6900,4
1342,1762,6
3466,8252,5
11214,1526,5
11239,8642,4
13163,13173,4
2112,4957,6
13221,13272,7
13218,13221,6
2504,4362,4
2522,3149,6
13411,7660,4
13456,7338,4
11527,6001,5
1591,1769,6
12841,9355,5
1689,2160,4
11,5609,4
11572,5201,6
12097,9875,4
11508,952,5
13163,7823,5
1050,6255,4
1050,6364,4
1050,7038,4
6255,6364,4
7866,9576,4
13791,13795,4
10857,6434,4
13579,9441,4
6019,9478,4
3431,8131,4
7877,8017,4
11290,9919,4
11871,8036,4
8132,9466,4
1064,456,4
12389,7995,5
8732,9703,4
3041,3257,4
6626,9713,4
12669,4410,4
13246,505,4
1466,8271,4
137,6519,5
3680,6335,4
10802,6336,5
1626,1723,5
14012,14097,4
13941,3847,4
2666,9441,4
11846,8621,4
11846,2512,4
2055,9535,4
7288,7917,4
10802,12195,5
1465,6400,5
11496,1947,4
6067,7661,5
11587,13284,5
13731,8234,4
10795,13731,4
10837,170,4
11394,3690,4
10447,10653,4
10595,2610,4
2966,4875,4
13657,3307,4
7060,712,4
2069,7060,4
5212,7194,6
11587,712,4
6733,7661,6
14209,14261,4
10214,7099,4
11572,7712,4
10248,2639,5
14069,2966,4
11353,11416,5
3962,9445,5
12301,14071,4
14626,14651,4
14751,14782,4
14726,14771,5
14701,14741,5
14738,14791,4
14778,14779,4
14744,14787,4
14705,14744,4
14716,14757,4
305,376,5
738,772,4
706,739,6
703,734,5
709,785,5
739,761,6
767,768,4
750,778,6
1347,1398,7
1053,724,9
1753,1772,5
1761,1776,4
371,736,5
1916,1987,4
2154,2158,4
2154,2160,5
2419,2480,4
2033,2378,5
2560,2567,5
211,293,6
313,395,5
328,376,5
408,450,4
575,588,4
727,751,5
716,732,4
721,799,5
719,771,5
750,786,6
952,994,4
930,961,5
1026,1045,5
1263,1268,4
1314,1322,5
1403,1452,4
1029,755,4
1057,763,4
362,772,4
1904,1979,4
1947,1972,4
1975,1976,4
2124,2145,4
2122,2154,4
2250,2292,4
2214,2257,4
2221,2236,6
2219,2256,4
2345,2381,4
2409,2446,4
2545,2568,5
2528,2537,4
2621,2697,4
2821,2841,4
2901,2910,8
3151,3159,5
3171,3184,5
3336,3359,4
3361,3369,5
210,3186,5
1236,2663,4
3513,3546,4
3510,3563,5
2130,3119,4
3632,3644,4
3491,751,4
3414,760,4
3712,3739,4
3814,3821,4
3901,3914,5
4073,4089,4
4011,4025,7
4035,4037,4
4044,4063,4
2183,3182,4
1498,2781,6
2522,443,4
1208,1636,4
3120,477,10
4248,4297,6
4285,4300,5
3198,740,4
289,364,4
1255,1649,4
2567,3162,4
1240,456,5
1677,2801,4
4359,4398,8
4331,4396,5
4331,4359,5
1008,947,5
2176,298,5
1320,2997,4
1351,940,6
2969,933,4
2939,951,4
1247,2563,7
1269,2600,4
2255,3563,4
2223,3571,4
4465,4475,4
4418,4475,4
4418,4425,4
126,3624,4
4523,4593,7
1214,455,6
3871,4575,4
4611,4665,8
4643,4686,4
2857,3152,5
1432,407,4
1666,915,6
1659,4677,4
3153,3286,7
3385,631,7
3266,4091,4
2789,4364,7
4012,915,5
2939,4012,5
1818,4052,6
4941,4979,4
2573,4444,4
2310,4444,4
5002,5032,4
2122,3323,4
3588,3611,5
5356,5367,6
3603,923,4
3678,941,4
135,2909,4
2977,3571,4
2910,3678,4
1028,2212,5
1028,2951,4
1035,3441,4
1025,3486,4
5494,5496,4
5410,5426,4
5443,5464,6
5423,5499,4
5409,5458,4
2769,4344,5
5605,5647,6
4042,5408,4
1371,5456,5
4017,5409,4
4017,5459,4
2783,5476,4
1818,5409,4
1818,5408,4
1818,5476,4
3239,3658,4
1734,4106,4
5779,5789,6
5724,5788,8
5727,5793,6
1612,3453,4
1942,2273,4
4346,5450,5
4852,5383,5
2793,4927,4
1573,3544,4
2454,419,4
132,338,4
2700,366,5
5938,5941,4
5996,5998,4
5978,5997,7
5936,5975,4
2182,5885,5
6005,6057,4
6020,6052,5
3981,688,4
4969,6017,8
5481,6069,6
4607,6039,6
2759,3576,8
6418,6446,4
1643,4945,5
3998,5467,5
1617,3861,4
1586,5467,4
1651,5455,5
3572,6027,4
3572,3920,4
1444,5420,4
2509,443,4
4346,6092,4
6551,6575,4
6814,6872,5
6813,6831,4
6869,6878,5
6833,6893,5
4554,5042,4
391,4205,4
1538,4300,4
2596,2775,4
7327,7384,5
7471,7487,4
7406,7433,4
7406,7439,4
7509,7549,5
3016,3242,5
4260,5842,4
2206,3739,4
3093,5795,4
5795,5949,5
7718,7789,7
7768,7771,4
5771,5966,5
4407,5910,4
7801,7825,4
7803,7811,4
3947,7344,4
4248,5885,4
2062,5370,4
4866,5302,4
1252,5946,4
8128,8142,5
8119,8198,4
8212,8254,5
7363,7778,6
235,2905,5
1024,669,4
4223,6748,4
3230,5344,4
210,2532,6
4660,739,4
1769,3928,5
5216,7638,4
4150,5100,5
157,5962,4
4440,7613,4
5095,918,4
1858,2504,4
4278,5074,6
6100,8037,6
3151,5448,5
3102,6930,7
6071,6848,4
5769,6017,4
324,4990,4
324,6829,4
5706,6049,4
5706,6893,4
4373,6848,4
438,5494,4
477,5440,4
3544,5977,4
3544,950,4
6008,6870,4
6017,6872,5
2294,6827,4
4990,6830,4
5481,6858,4
5788,6817,5
5734,6825,4
5771,6878,4
5746,6093,4
3024,3930,5
1078,5731,5
3169,7685,4
1677,3950,4
4468,5482,6
3855,7601,4
8935,8969,4
5375,7616,4
233,711,4
3590,441,5
2776,7820,5
7605,7868,5
3898,8216,4
3937,8686,4
5796,7616,4
7532,8471,6
1183,1531,4
1126,239,4
1173,4742,4
3883,6166,4
5695,8250,4
9064,9074,4
9039,9082,6
4761,5746,6
5012,7172,4
6475,860,4
1321,8117,4
4099,886,4
1752,7457,4
4854,8293,4
6931,8837,4
6786,7868,4
3418,4468,4
1940,3278,4
8288,9066,5
5876,8277,4
9204,9298,4
9237,9267,4
1569,6052,4
5596,6100,4
2861,5707,6
9326,9392,4
9306,9348,4
6565,8358,4
1335,3409,4
5865,8230,4
6834,8995,4
3859,8920,4
3180,6293,5
467,4711,4
9619,9642,6
9648,9665,6
9659,9679,4
9718,9763,4
64,9288,4
1042,3703,4
9951,9993,4
2472,5869,4
2412,9232,6
1335,4404,4
7162,9999,5
1668,8945,5
5668,7039,5
1635,6418,5
6720,9930,4
5683,9601,4
187,9693,5
4329,4860,4
5096,9686,4
2024,8262,7
2012,4774,6
10073,9392,4
5113,8510,4
9014,9626,4
4955,7718,4
382,9626,4
589,8747,4
10243,10267,5
5233,8137,4
2773,8197,4
10358,10368,5
10354,10356,4
6831,7696,4
1190,2755,4
5867,9958,4
4404,9388,6
7076,760,5
10427,10497,4
10481,10483,4
10416,10449,4
4275,5356,7
4280,9061,4
4769,7951,4
6441,7799,5
2960,7220,4
5544,8775,5
7243,9069,6
3253,8461,4
6805,92,5
6588,8509,4
1337,9324,7
262,9562,4
10025,2208,5
1389,4552,4
3588,8887,4
2336,2856,5
2354,4202,5
1849,8260,5
10756,10778,4
10702,10742,4
10704,10795,5
10778,10798,4
4917,5748,7
2851,4955,6
10328,11074,4
11145,11151,4
11150,11156,4
11137,11199,5
11139,11190,4
11102,11139,4
11156,11158,6
4496,9621,4
1343,4453,4
2097,288,9
11276,3029,5
10744,2945,4
11324,11353,4
1863,3245,4
1164,288,5
11080,8961,4
3677,5850,4
5459,8445,4
10985,2162,5
8704,9969,6
1490,4056,6
2262,7059,4
11360,2910,6
1029,5325,4
10819,2100,5
6456,9954,4
1024,4749,5
6305,8889,4
1429,6706,5
10938,921,5
10731,11808,9
1357,8228,4
10017,4689,4
10017,7679,7
1404,7098,4
1138,5016,4
4584,5016,7
10058,4010,4
6522,736,4
4689,7076,4
2503,4689,5
10037,371,4
11474,11919,4
11007,5696,5
12028,12073,4
10083,8827,4
2138,6548,4
4188,8879,4
5414,7451,5
4737,7910,4
10460,8653,5
6111,7772,4
7191,9421,5
2062,7950,5
4713,7950,6
7902,8653,5
6447,9522,5
11472,4745,4
11274,11324,4
6001,8721,6
1079,9369,6
1673,8684,6
10089,1079,5
10024,5748,7
10024,1860,6
1747,3867,4
5748,9359,6
1710,3982,4
12120,12166,4
11275,8595,5
9063,9441,6
2185,3677,5
10767,2437,6
11876,8851,4
10702,5277,5
10719,11871,4
10310,5096,4
7627,9738,6
1911,4810,4
1378,9977,4
1041,4781,6
3663,7579,5
4020,4712,4
10596,4781,5
2054,5116,4
4917,8653,4
4827,6114,4
11753,7520,5
1343,9500,4
10516,4784,4
8541,9062,6
12413,12452,4
10243,10394,5
2358,6591,5
4784,8579,4
7187,8039,4
6591,9062,5
5982,6860,4
10945,6089,4
1403,3462,4
12204,7777,4
11315,350,4
11729,3290,4
1021,12358,4
12004,3573,4
11827,7340,4
12569,12584,4
2185,8197,4
12197,9864,5
6924,8368,4
5253,7975,5
10024,12512,5
12233,9233,4
5219,6805,4
12328,3956,4
4285,7812,4
5955,8901,4
11253,4871,4
1482,4285,4
2640,3513,4
12275,64,4
1031,8197,4
1982,6006,4
4791,5238,4
6357,843,4
4939,6460,7
12801,12897,4
12844,12883,5
5998,8944,4
11527,12389,6
11324,12897,4
12844,5418,4
10294,2511,6
4921,5850,4
11456,7453,4
3524,8566,4
11253,1954,4
10591,9033,6
12918,8376,4
12982,5788,4
7338,8355,5
10043,8642,4
461,6762,4
4502,9435,4
2043,4362,4
10880,2522,4
2731,5471,4
11502,601,4
10264,9821,4
1677,9474,4
3410,4209,5
12371,2500,5
1133,9420,4
2597,6434,4
10435,3560,4
13119,3382,5
12555,3317,4
1033,5240,5
12354,13657,5
2408,8661,4
2626,4365,4
10595,11192,5
10591,8892,4
3405,6335,4
1482,6758,4
14059,14070,5
14020,14042,4
12530,1825,5
11450,12600,6
13235,2685,4
11846,2055,4
12195,3123,5
13851,4136,5
13896,4353,4
11513,2035,7
13221,13571,6
13571,2548,7
10605,2588,4
10067,7099,6
10067,2548,6
13753,8015,4
1138,12088,4
7877,9280,4
13948,5246,4
13842,469,4
12477,1641,4
3319,5111,4
8383,9043,4
1591,3319,4
12578,3777,4
13163,42,5
7624,9992,4
12299,13950,4
13295,5487,5
12144,14070,4
12301,12908,4
14636,14642,4
14712,14720,4
14731,14750,5
14786,14795,4
14713,14730,4
15126,15188,5
367,384,4
394,398,4
797,799,5
763,772,9
758,764,5
768,792,6
739,762,6
749,799,5
740,778,5
740,771,8
888,894,4
975,994,5
1035,1038,5
1015,1020,4
1422,1484,5
1439,1482,5
313,749,4
395,746,4
366,792,4
1827,1883,4
1914,1970,4
2262,2291,5
2562,2577,4
2697,2699,5
139,157,4
211,215,6
215,293,7
605,695,5
645,677,4
601,622,4
703,716,5
755,772,8
810,899,5
1051,315,4
1337,1369,6
1265,394,4
1029,764,4
1254,350,4
1014,1247,5
1557,1589,4
1542,1587,5
1638,1691,5
1868,1884,4
1828,1864,4
2122,2144,4
2154,2168,4
2236,2263,6
2222,2273,6
2434,2480,4
2415,2440,4
2412,2437,5
3104,3107,4
3225,3230,4
226,606,4
293,670,4
215,3169,5
3472,3482,4
3525,3568,6
3579,3593,5
3524,3600,5
3161,618,4
3654,3678,6
1833,2702,6
3702,3706,4
3936,4000,5
3981,3996,4
3971,3994,8
4061,4072,5
4035,4042,4
4016,4090,4
286,3195,4
2570,3104,6
2592,3109,5
248,2522,4
248,443,4
2244,3548,4
2248,3598,4
2248,3579,4
2229,3518,4
2400,3041,6
281,3413,5
1001,3193,4
1293,681,4
4321,4384,5
4321,4344,5
4350,4383,4
4353,4387,4
4301,4331,4
3106,629,6
1377,2911,5
2912,940,5
1287,248,4
2681,610,4
1503,2570,5
2263,3589,4
2212,3547,4
4415,4499,4
4475,4493,4
2315,3678,4
2062,2429,5
4516,4522,5
4504,4531,4
4083,4353,6
4668,4695,5
4632,4650,4
4640,4646,4
4617,4671,4
1288,2752,4
1082,2802,5
1082,2905,5
1659,4643,4
1508,544,4
4728,4798,5
1479,4675,4
2767,4609,4
1314,4009,5
4316,928,7
3924,4484,5
2245,497,4
1401,4200,4
5161,5194,5
5336,5394,4
1358,2427,4
2335,972,4
2996,3536,6
130,2910,4
2437,3571,4
3639,920,4
1321,920,4
2901,3578,4
1524,2325,4
3401,827,4
5479,5483,4
5414,5490,6
5414,5477,4
5459,5464,5
5404,5463,4
5466,5481,4
5402,5408,5
5557,5558,4
1288,4398,5
2789,5499,5
1464,5439,5
4319,811,4
4091,774,5
4167,4384,5
5026,5310,4
5711,5746,4
5718,5726,4
4671,4980,4
3920,4609,7
1572,3527,5
1651,4512,4
344,3912,4
2586,2665,4
5920,5924,4
5904,5951,4
5939,5955,6
2107,2834,4
2131,291,4
6073,6090,4
6019,6032,4
6049,6077,7
6022,6090,4
6017,6077,7
6106,6168,4
6117,6131,4
1639,3677,5
5775,5982,4
2869,5718,4
5486,6067,4
4990,6071,6
2759,6039,7
1692,5434,4
1692,4554,4
1046,4552,11
1046,6004,4
1617,5460,4
3962,5497,4
6689,6694,4
6747,6774,5
6830,6889,5
6844,6847,5
2403,3861,4
2848,4295,4
3208,5455,4
7054,7099,4
7201,7291,4
7424,7485,4
375,7513,4
170,618,4
184,5769,6
3642,4876,4
7726,7772,4
7704,7746,4
4373,5788,6
1208,1369,4
2993,5720,5
324,959,5
1569,5787,6
5949,935,5
7837,7885,4
1994,4248,4
1982,4208,5
1282,5307,4
2601,5759,4
3688,5997,5
4900,7793,4
7756,8327,6
5944,7616,4
1097,6446,4
1789,2571,4
1452,7550,4
1774,2035,6
2713,5094,4
3171,5015,4
1244,8068,6
5426,7540,4
5015,6951,6
1326,5738,7
4125,7439,5
324,6075,4
5494,5720,4
5494,5954,4
5993,6884,4
5798,6827,4
4373,6063,5
6880,950,4
438,6866,4
438,6880,4
5440,6839,4
6096,6817,4
3544,6836,7
4990,5798,4
5720,6063,4
2993,6874,4
2773,6855,4
5771,6830,4
2759,5954,4
2759,6896,4
7776,8320,5
7384,8390,4
2867,6838,5
1265,2437,5
2277,7892,4
6097,8216,5
5991,7560,4
4497,8158,6
4035,8158,4
2868,5442,5
8904,8950,4
1028,7172,4
3642,4889,4
7120,7433,5
1554,7463,4
3891,7657,4
1752,2392,5
2326,7318,4
1833,5286,5
3012,7650,4
1933,4492,4
9007,9068,4
2732,3180,4
2446,6565,4
6524,7776,6
6731,7645,4
3418,7685,4
3278,6786,4
4249,5411,4
2857,3418,8
2776,6786,4
1646,5566,4
6166,9076,4
1624,9092,4
9201,9298,7
1613,8093,5
5795,6294,4
2939,8068,7
6773,8089,4
4700,732,4
4121,6293,4
2018,2124,4
9368,9374,4
9345,9392,4
393,8358,5
283,393,4
4384,8837,5
1430,5138,5
5808,6102,4
9648,9686,5
3820,9517,4
5012,6299,4
3275,3432,8
1045,7909,5
2723,5109,5
8545,9255,4
8558,9279,4
8582,9247,4
1430,8810,4
2541,9921,4
5518,9999,5
9586,9968,6
5509,5989,4
4076,9684,5
4449,9610,4
187,5672,5
4553,9672,5
4329,9679,5
5572,9664,6
4541,9793,4
392,8983,5
6802,9050,4
1434,61,4
1434,2841,4
7625,8988,5
10216,10229,4
8237,8576,5
3970,7996,4
4004,6176,4
4004,8642,4
10353,10373,5
10368,10396,4
1190,6831,4
6694,9340,4
4850,7605,4
8662,9934,4
10412,10425,4
10408,10497,4
10404,10457,4
10452,10494,4
6033,9152,5
10570,10596,4
2068,5423,5
5509,7278,4
10325,8048,6
7243,7860,5
9336,9991,5
1917,8158,5
10377,3741,6
1214,2747,4
10619,10640,4
10612,10613,6
3021,8519,6
8036,8742,5
8006,8519,7
5544,7220,4
1352,2773,4
3837,9068,6
4541,9258,4
1849,497,5
1822,8262,5
10767,10780,4
10702,10778,8
10702,10706,4
10770,10788,5
4397,8351,4
10814,10819,4
1782,3921,6
11106,11199,4
11101,11118,4
11108,11121,4
11140,11190,4
11121,11122,4
11137,11176,8
662,7656,5
10252,7656,4
11256,783,4
10716,382,7
10744,8262,4
10770,6560,4
2656,6478,4
3112,9758,5
10697,6180,4
10509,633,4
11276,1966,8
4453,4778,4
4130,4496,4
3677,6783,5
6013,8444,4
11633,11686,7
8411,8511,5
6541,8149,5
2970,9751,5
11738,11750,4
6655,8260,5
6228,7039,5
11062,7656,5
11817,11871,6
1024,1218,5
2196,8919,4
3531,9770,4
2976,9280,5
10356,10910,4
11895,5071,4
4550,8228,4
2479,7098,4
1064,4121,4
3851,400,4
614,8266,5
371,6987,4
2174,4269,5
2174,2489,6
3432,3851,4
1283,8912,5
4121,7706,4
10037,4318,4
6053,7809,4
2117,9659,4
2117,5016,5
1505,9386,6
1434,421,4
1820,4787,4
11418,4623,4
11987,2423,4
12077,12091,4
6111,9421,5
4713,5943,5
4816,8390,4
2201,6529,5
4056,6180,4
11948,620,4
3963,6471,4
12105,12196,4
1562,2097,7
1562,5850,5
10206,6165,5
6777,7682,4
11880,1966,4
5277,8406,4
11652,7364,4
10218,3367,4
1079,4737,4
10095,7950,5
4737,8128,4
12297,6701,4
8375,8922,4
1016,7446,4
12401,12483,4
5787,9489,4
10016,6205,5
1057,873,4
1867,8644,4
11896,4903,5
10432,10837,5
11450,9992,4
11322,917,4
11070,5216,4
10149,10596,5
11224,11535,4
10975,1573,4
11280,7445,6
9280,9804,4
6523,9721,4
10069,1845,4
10463,7904,4
3665,9544,4
12298,2684,5
2684,4329,5
2258,4415,4
1115,1555,5
11285,4903,4
11422,12355,4
11335,12542,4
12515,9294,4
517,7043,4
11304,1263,4
11326,3997,4
363,3997,4
10786,407,4
10446,4816,5
11812,12358,4
12230,3513,4
10357,12230,4
8390,9794,4
4953,798,6
1333,8988,4
210,4543,6
11753,8501,4
9174,9435,5
13154,13166,4
1342,2835,4
10684,12604,4
2043,2214,4
13442,13456,4
7079,8696,4
13121,8224,4
13610,13613,4
13657,13671,4
8674,9355,5
3847,5483,4
2810,3466,4
7643,8590,9
4209,7956,5
11290,8326,6
3768,7341,4
10001,1050,4
11779,12935,4
10548,4637,4
12244,1981,4
9366,9713,5
1992,6027,5
13900,4045,4
3173,4772,4
2626,4772,4
2468,7846,6
5635,9017,4
13842,649,4
4433,6155,4
11716,9077,4
4810,5815,4
4460,5355,4
10652,1850,5
13492,4237,4
13365,9217,5
2251,4037,4
1772,9441,4
14009,14056,4
12600,139,4
12600,8529,4
2274,2717,4
2055,9877,4
10653,2610,5
4460,8385,4
7710,7959,4
12787,5632,4
13240,270,5
14018,2702,4
5754,6067,5
13249,9994,6
13218,13561,5
13296,13556,4
10067,2964,5
13564,4770,5
5259,7643,4
4069,8821,4
12906,974,4
14023,6981,4
2069,42,4
2112,7194,4
183,5111,5
13571,42,5
2106,7721,4
12552,6633,5
5101,8446,4
13296,8446,4
10938,7099,5
3586,9910,4
3592,6778,4
10214,7194,4
10214,2588,4
2814,9039,4
2005,3484,4
11208,11957,4
11676,13950,4
15115,15188,4
15186,9445,4
292,295,5
272,292,5
729,766,5
706,747,5
733,778,5
1035,374,4
1035,305,4
1023,360,5
1073,376,6
1413,1453,4
1001,733,6
366,797,4
1066,1228,5
1942,1961,5
1904,1938,4
2179,2188,4
2189,2190,4
2303,2323,4
2326,2378,4
2414,2432,4
2480,2486,4
2978,2981,4
266,294,4
271,283,5
313,334,5
650,684,8
703,786,5
747,755,5
707,749,5
712,740,5
778,786,6
761,786,5
833,844,5
