passenger1,passenger2,Number of flights together
438,6855,4
4674,5720,4
4674,6817,5
6096,6897,4
6096,6880,4
5954,6077,4
184,6889,4
2294,5769,4
5720,6839,4
5720,6829,4
2773,6893,4
4481,5481,4
4969,6855,7
1884,6853,4
5514,7638,4
5912,6938,4
6986,7431,5
2031,420,5
3777,5015,4
8624,8690,4
8614,8679,5
1182,8216,4
1076,6908,4
7601,8190,4
8888,8893,4
8960,8983,7
8935,8987,4
3278,5411,6
7602,8289,5
6720,8120,4
8200,8497,5
1734,814,4
1734,8692,4
1160,511,4
2032,592,4
165,352,4
1378,2519,5
9031,9089,4
3297,4036,4
6940,8146,4
348,7470,4
292,3749,4
292,4105,4
3483,3607,4
4178,701,7
3735,5505,4
3477,6810,4
5766,8093,5
6020,8403,5
5911,8037,6
1053,8461,4
6259,7612,4
1343,6208,6
9367,9382,4
9367,9394,4
9332,9391,4
4483,6293,5
3709,6898,4
1343,5027,7
135,9255,4
9950,9997,5
2811,6365,4
1215,9039,4
1265,920,4
5518,7162,6
5137,6720,4
4226,7914,4
1325,1769,4
2269,4034,4
1635,6447,4
6052,6813,5
4933,9619,5
4329,9618,4
1089,9690,5
6802,9347,5
2063,2505,4
2415,3754,5
3002,3187,6
10085,4816,4
4391,6668,4
191,8884,4
191,7209,8
7811,8702,4
2974,6591,4
1849,9700,6
6765,9014,5
4217,6053,5
10349,10373,6
10315,10371,5
4000,7696,4
2937,9267,5
2423,4235,6
2423,5873,5
4969,9864,4
6706,9296,5
6020,6357,4
10371,5737,4
10428,10451,4
10407,10483,4
10415,10433,4
10409,10470,4
10414,10425,4
10401,10414,5
10469,10471,4
10461,10478,6
154,5636,4
5775,7951,6
10440,3975,4
281,7220,4
2068,8363,5
7243,9466,5
5266,8735,4
10523,9709,4
10509,9833,8
10624,9689,4
7162,9223,4
1637,7560,5
382,4774,5
10756,10776,4
10742,10762,4
10788,10791,5
10786,10795,4
10718,10766,4
10704,10796,4
3958,5957,5
4397,9661,4
11011,11074,6
3847,3910,4
11119,11128,4
11101,11180,4
11101,11137,6
11178,11198,4
11103,11200,4
11158,11164,4
11158,11174,4
11132,11174,4
11131,11189,4
11146,11181,4
11109,11143,4
11120,11191,4
11156,11190,4
11271,6783,4
11275,3958,4
11275,5957,4
11276,4453,5
4359,5957,4
10779,6729,4
10703,6560,4
11327,11355,5
11156,3875,4
11143,7515,4
1631,92,5
10697,9758,4
11272,4778,4
7671,9751,6
11716,11781,4
10328,9709,5
7590,7937,4
3411,8832,4
1044,11863,4
5093,7825,5
237,4188,4
3275,4689,6
1064,6987,6
10017,2503,4
10017,6522,6
1138,4336,4
1670,863,4
1670,237,4
10016,1283,4
10016,6522,6
1296,6522,4
6024,7677,4
4584,5696,5
557,728,4
1378,371,4
4217,728,5
10048,8867,5
265,379,4
11922,199,4
11466,11930,4
11408,4235,4
11965,269,4
12018,12088,4
10479,3459,4
10460,6286,5
2458,8653,5
1617,7983,6
47,7950,4
47,8368,4
7950,8653,5
4675,7902,5
10541,3117,5
10497,7919,5
10661,7162,6
6447,8679,6
11011,9723,4
3839,4623,4
4497,8659,4
11225,9495,4
1079,9955,4
11280,9395,5
3507,9305,4
1142,6086,4
1609,939,4
11939,9513,5
11407,4514,4
2185,556,4
10778,11876,6
10778,5096,4
11817,5093,4
11876,8163,4
1966,4451,4
10234,582,4
11874,11948,5
10702,5096,4
10719,4945,4
10785,5096,4
10365,2949,5
5690,6369,4
10024,6114,4
10089,7983,4
11147,1417,4
11793,694,4
12338,12355,4
10104,7236,5
10478,12243,4
11211,5201,5
2676,4793,4
1004,6246,4
2412,4993,6
10484,10716,5
10478,4335,4
1340,2012,4
2358,7832,4
5374,6622,4
12100,2869,4
10515,1473,4
420,8084,5
11046,4227,4
12517,12576,4
12517,12600,4
12558,12563,4
12558,12568,4
10294,5530,4
3912,4529,4
12574,5096,6
11858,3178,4
139,8339,4
3065,5711,4
10398,12057,4
11211,12374,4
10871,9524,4
11262,12074,4
1030,1288,4
10713,1288,4
10181,8389,5
4939,6434,6
12862,12891,6
10786,1351,4
2930,9596,4
12323,2964,7
11542,12230,4
10016,11456,4
8286,9676,4
10136,2908,4
7135,9205,4
1526,5072,4
4854,7220,4
11352,3907,4
4871,9355,4
7099,9897,4
13639,13640,4
4243,9443,4
11627,3226,4
482,5464,5
582,6860,4
12587,2333,4
9305,9904,4
12189,13557,5
13848,13894,4
1947,4129,6
12173,8562,5
1950,7547,4
7590,8336,4
10663,12049,4
10340,11593,4
11871,2549,4
1033,5414,4
4972,9653,4
3615,5240,5
12539,6915,4
12586,1753,5
12669,6099,4
12244,12669,4
7053,7556,5
12286,726,5
13365,3405,5
363,9991,5
9252,9777,4
11213,3977,4
14022,14044,6
5164,6642,4
13957,4673,4
5380,8529,4
3889,6731,4
13753,8674,4
13731,9035,5
11846,9535,4
11334,13900,4
3194,7288,4
13221,8810,5
5212,9994,7
11211,7099,5
13284,9974,5
13284,8810,5
13215,4516,4
12476,7502,4
11211,42,4
183,9994,5
2106,7099,4
10212,9820,4
532,6089,4
12212,6041,4
1597,6041,4
11699,12146,4
5693,9992,4
13163,2092,6
14082,1774,4
1196,13276,4
8243,954,4
12144,7094,4
14716,14761,4
10274,12552,4
3923,5959,4
15160,4090,4
15158,4711,4
551,568,4
627,682,4
726,750,5
712,729,5
940,979,7
1007,1031,5
1038,368,4
1045,330,4
392,701,4
362,797,4
1668,1699,4
1823,1897,4
1967,1979,4
1940,1994,5
2474,2481,4
2004,6,4
58,86,4
175,186,4
205,275,8
315,341,5
338,363,5
403,471,4
505,574,5
624,645,4
716,766,6
730,791,7
737,749,5
721,737,5
752,755,8
801,805,4
845,848,4
1031,1095,6
1057,334,5
1287,1293,4
1044,793,5
1056,764,4
1057,792,4
1013,764,6
1009,333,5
1544,1598,5
1833,1876,4
1960,1979,4
1957,1970,4
1941,1974,4
2148,2168,4
2248,2278,5
2281,2282,5
2229,2285,6
2318,2369,4
2426,2472,4
2514,2531,4
2664,2700,4
2601,2672,4
2691,2700,4
3034,3086,4
3049,3063,4
3122,3159,5
3135,3183,4
3307,3315,4
3180,624,4
271,682,4
293,601,6
1247,1544,4
3578,3586,4
2162,228,4
3607,3677,4
3735,3739,4
3754,3794,4
3908,3978,4
3902,3990,4
4082,4091,5
4060,4069,5
4025,4080,7
4016,4021,4
2199,289,4
2197,603,5
246,603,5
246,3182,4
1481,1830,6
1300,3180,4
2545,684,4
2243,3532,4
2243,3524,4
2258,3513,8
2251,3576,4
4252,4289,4
4207,4296,4
246,3410,4
3446,655,5
272,3413,5
247,724,5
2186,701,4
2927,938,6
4377,4394,5
4331,4398,7
1396,2943,4
1351,2912,5
2939,975,9
274,3931,4
2276,3534,4
2236,3502,4
2271,3528,7
4449,4475,4
2062,2458,6
4044,4353,6
1651,2518,4
3889,4574,4
4607,4657,6
1813,2743,5
1696,1844,4
1288,2912,4
2743,962,4
2411,3691,4
1855,4640,4
4069,437,4
4078,961,4
1108,2848,5
2075,3517,4
2264,3682,4
3675,920,4
2405,923,4
3578,3654,4
1321,2335,4
2407,941,4
1313,972,4
3707,5143,4
3415,867,4
309,5122,4
3408,5138,4
5448,5476,4
5421,5500,4
5401,5499,6
5478,5490,6
5486,5496,4
5459,5495,4
5476,5498,4
5402,5466,4
395,457,4
1801,5084,4
1999,773,4
5509,5579,6
3294,5175,5
4042,5486,5
4017,5406,5
2867,5500,5
5421,928,4
2969,5456,6
132,3415,5
1984,5156,4
1167,2911,4
5755,5757,5
5775,5800,6
5744,5788,8
5722,5793,5
5757,5779,4
5705,5740,4
5707,5758,5
5727,5800,6
5768,5771,5
4330,782,4
3102,362,4
1643,4552,5
2544,5434,6
4845,5331,4
4675,4995,5
2728,4911,4
3979,4998,4
1287,4611,4
1046,4593,5
1528,2909,4
5907,5996,5
5941,5962,4
5949,5979,4
5930,5975,4
6065,6089,4
6032,6088,4
6003,6067,4
3637,455,5
3981,4487,4
5793,5976,4
5232,551,5
5490,6020,9
4431,6003,5
1643,4988,4
5455,6027,4
1046,1643,4
1651,4646,6
1651,2560,5
443,4593,4
4523,5455,4
2544,3920,4
4967,5455,4
4914,6027,4
6866,6889,5
6872,6880,5
6870,6874,6
6849,6891,4
4551,5042,4
4205,443,4
4300,4646,4
5025,5367,4
2596,5053,4
7114,7194,8
7363,7389,5
7407,7454,4
7505,794,5
6356,7070,5
3453,6111,4
4850,700,7
1252,3801,4
187,4270,6
3261,3528,4
7792,7799,5
4481,5788,5
5977,6008,5
3120,6408,5
167,5979,4
4827,7347,4
7902,7983,7
3148,4297,4
3041,4089,4
2869,6111,4
5919,6121,4
8102,8180,4
1472,5867,5
5711,6865,4
5755,6823,4
1569,6810,5
8331,8362,4
7798,8355,4
7790,8384,4
2224,7752,4
3367,7540,7
1330,6410,4
1253,4858,4
1267,1691,4
3368,7680,5
202,5100,4
6565,8230,5
2437,3762,4
2323,7590,4
4279,7162,4
4182,4221,5
3421,4339,4
3472,3642,5
4125,7495,5
3102,6927,6
1619,3576,4
4373,6874,5
4373,6017,5
6408,6893,4
6001,6889,4
438,6817,4
6824,997,4
6075,6874,4
4674,6847,4
5761,6853,5
3120,4990,4
4990,5744,4
4990,6827,4
5481,6008,4
6049,6839,4
2773,5744,4
1865,5788,4
5491,6817,5
6047,6864,4
4969,6827,4
4627,8403,6
2874,5549,4
6084,6813,6
2620,7442,4
5707,7414,4
6938,7410,4
364,7406,5
364,7484,4
3734,4919,4
398,6930,4
8609,8661,4
7082,7820,7
1419,4454,4
2714,5252,4
273,7433,4
5442,606,5
606,8132,4
3855,4497,6
2868,7605,4
2868,4035,5
8831,8887,4
8902,8981,4
8968,8973,4
8968,8993,5
8965,9000,5
1028,7120,4
1169,1747,4
3147,564,5
4772,511,4
1917,2745,5
1077,5080,4
9014,9019,4
3297,7636,4
4142,4483,4
1158,8276,5
8544,8825,4
1794,7811,4
7172,7430,4
1581,6299,4
1525,5166,4
6486,8146,5
8117,942,4
3405,8843,4
4435,8555,4
7509,8390,5
3330,6750,4
1208,4249,7
4247,9042,4
5246,9019,4
1244,5795,4
5596,5755,4
3743,6259,4
3665,9007,4
9336,9393,4
5586,8245,4
3346,8108,4
529,7001,6
7068,860,4
534,860,4
9613,9649,4
9611,9672,5
9687,9688,5
9682,9699,4
9723,9764,4
9752,9761,5
1641,6805,4
1684,9517,5
669,8373,4
8862,9234,4
3223,9058,5
8742,9058,6
1265,9259,4
4063,5529,4
5560,9944,4
1272,3186,4
3851,6987,5
4178,7636,4
1045,4556,4
6447,7872,4
1677,8411,9
3503,6020,4
187,9660,4
4852,9628,4
4553,9665,4
5359,9619,4
2472,7279,4
2945,8260,7
2090,2841,6
61,6560,6
7789,8745,5
7636,8590,4
82,8784,4
4391,8983,4
4824,694,4
7162,8105,4
7568,8137,4
4004,6912,4
3608,8658,4
3249,6878,4
10377,10396,5
10334,10373,6
10352,10397,6
3798,8565,4
9196,9864,4
9388,9977,4
3172,9995,4
7076,9977,4
760,9983,5
2323,6036,5
10397,211,4
10418,10442,5
10415,10453,5
10415,10431,4
10409,10456,4
10409,10486,4
10477,10489,4
10439,10481,4
10440,10452,4
8552,9865,4
10416,5048,4
4850,6707,4
2926,4850,4
10507,10573,6
5423,5544,5
6588,8036,4
3025,8895,4
1107,8714,4
4249,7505,7
10713,10780,5
10704,10766,4
10785,10788,4
10737,10770,5
10744,10785,4
10703,10762,5
11002,11054,5
11106,11173,4
11106,11111,4
11194,11196,4
11108,11180,4
11108,11165,4
11141,11196,4
11138,11191,4
11103,11135,4
11145,11148,4
11115,11176,4
2926,5253,6
11256,5459,4
1678,6783,7
10712,1715,4
10175,9446,4
11327,11393,4
11001,1423,4
10541,10644,6
633,9833,4
10411,9418,4
4130,6777,4
3677,5459,7
1464,7507,7
11660,11683,4
10431,8040,4
10315,4872,5
10379,5080,5
11756,11781,4
3799,839,4
10179,2292,4
11353,2910,5
4978,9954,5
11922,11938,7
3589,7919,4
10900,9376,4
10306,8736,5
736,8194,5
4823,8266,4
1064,4010,4
7098,7706,4
1138,2108,4
1670,7679,4
10016,8266,4
210,4269,4
4689,5209,6
5031,8424,4
5209,7809,4
1411,4137,5
11939,4235,4
1532,8240,4
5943,6286,4
5943,9421,5
1617,5116,5
2062,628,5
628,7772,4
6827,7162,4
10541,1505,6
10661,8006,5
1268,7850,5
10731,11886,5
1747,7656,4
11221,3867,4
3032,581,4
11957,4514,5
10975,3531,4
11919,8114,4
10203,2000,4
11817,7560,4
1966,8574,4
2976,5616,4
382,6777,4
4781,8299,5
11683,7579,4
1860,2062,4
2458,9331,4
5116,8128,4
7810,9752,6
10104,3934,4
10382,9501,5
1009,1608,4
12486,12497,5
1449,6368,4
1737,2153,4
1687,2412,5
2681,603,6
5027,7481,4
10596,4287,4
7187,7393,4
11105,7579,4
2468,3243,4
3959,760,4
10461,5009,5
6246,781,4
6591,781,4
10240,9600,4
10691,3065,4
10945,4552,4
1403,7007,4
11649,391,6
1266,4054,5
11239,7948,4
11253,2046,4
11315,5925,4
11267,11767,4
1011,7717,4
11379,7825,5
11534,12173,4
6369,6953,4
10465,23,4
2185,9906,4
12549,8035,4
12220,7864,4
3545,6805,4
12073,478,4
5163,6658,6
10365,10512,7
4415,8095,4
1573,2310,4
12338,2588,6
5120,7724,4
628,9035,6
3065,9035,5
2588,8810,7
10024,8672,4
11198,8664,9
6899,9922,4
12230,8529,4
11552,86,4
2068,4502,5
6516,9442,5
10196,9435,4
13105,8765,5
2613,289,4
13613,13621,4
13693,13694,5
7903,9875,6
2857,8660,5
11879,6733,4
11323,12335,5
4393,9904,4
5574,7866,4
7866,9738,5
4021,5814,4
3953,5757,6
13871,13900,4
1004,2200,4
12492,281,5
13553,3382,4
13842,258,4
2596,6162,4
5610,6155,4
5710,6434,4
3435,3974,5
4822,5259,4
11871,5240,5
3615,741,5
12539,7327,4
12354,4234,4
13253,13477,4
12284,5815,4
10631,311,5
13378,9445,4
13365,2251,4
1099,8892,4
6743,9601,4
7506,9610,4
3297,5539,4
6336,6809,4
270,6526,4
13218,2588,5
5007,5111,5
11587,13218,5
1769,9540,5
1482,7846,4
7773,8117,4
13731,4601,4
12483,4497,4
12477,9351,4
11186,11716,4
12195,3307,4
5516,899,4
7244,7967,4
3897,5212,4
5111,7194,5
2106,6591,4
12212,8990,4
13163,5101,5
10938,5101,4
7584,7742,4
11699,2922,4
5693,738,5
11870,3121,4
11089,3235,5
13276,8211,4
11416,8243,4
3907,6545,4
11911,6050,4
14751,14786,4
14754,14759,4
14718,14728,4
14744,14780,4
14705,14776,4
14705,14718,5
15112,15179,4
138,7112,4
50,6,4
134,139,4
230,283,5
330,366,5
746,758,5
743,759,5
703,730,5
769,789,4
839,884,5
950,959,9
1021,1031,5
1056,1057,6
1072,364,4
1313,1384,4
1322,1369,6
1340,1378,4
1366,1396,5
1447,1472,4
1439,1484,5
324,763,4
1514,1571,4
1904,1922,4
1927,1967,4
1992,2000,5
2038,2072,5
2131,2136,4
2115,2158,4
2155,2168,4
106,186,4
564,590,4
505,546,6
603,628,4
763,797,6
730,792,6
734,758,5
832,833,4
1043,1073,6
1053,1072,5
1057,1073,5
1031,360,7
1001,360,5
1269,1298,5
1260,1280,4
1327,1328,4
1302,1311,6
1427,1442,4
1044,781,4
1031,752,4
362,764,4
1536,1571,6
1803,1835,4
1821,1897,4
1905,1923,6
1923,1986,5
1903,1947,6
1902,1917,4
2150,2185,4
2135,2162,4
2109,2110,4
2128,2151,5
2107,2119,4
2264,2281,7
2241,2290,6
2440,2465,6
2432,2472,5
2413,2500,4
2413,2447,5
2668,2695,5
2714,2762,4
2785,2787,4
2816,2894,4
2963,2965,5
3077,3093,4
3087,3093,7
248,650,6
3439,3444,4
1542,2608,5
1542,2674,4
3557,3574,4
3556,3565,4
2124,288,6
3615,3700,5
3444,364,4
3492,760,5
3471,760,4
3409,366,6
1001,3490,4
3748,3782,5
3828,3885,4
3901,3940,5
3921,3939,4
3930,3933,4
3916,3978,5
3929,3949,4
4029,4060,5
4016,4052,8
2186,609,4
2175,679,5
205,490,4
248,2531,4
402,624,6
1585,2643,4
1247,3914,4
4215,4254,4
4204,4294,4
3479,673,4
4316,4339,8
2196,661,4
2942,911,4
1298,1576,5
2600,3980,5
1576,2573,5
4099,4307,4
2281,3525,5
130,2498,5
4594,682,5
4032,4376,8
4646,4700,4
4671,4673,4
4628,4632,4
1829,613,4
2783,2857,4
1465,2816,5
1432,2717,4
1482,437,5
1288,1315,4
1813,2905,4
387,968,4
4364,930,5
1370,4029,4
1464,4009,7
2939,4059,5
4042,915,5
4933,4980,5
5265,5280,4
2247,3657,4
5332,5351,4
3675,972,4
3509,3679,4
3818,5336,4
5408,5467,5
5408,5410,5
5451,5477,5
5433,5452,4
5419,5456,4
2518,4415,4
4178,4551,4
5522,5572,5
1315,4061,4
2912,4359,4
5612,5620,7
5605,5694,4
5619,5700,6
5443,975,5
4012,5483,6
4012,5419,5
4395,5491,5
4052,5446,4
1337,5486,6
2910,662,4
229,5048,4
5730,5771,5
5773,5800,6
5760,5769,5
2949,3656,4
2229,3453,4
1403,4638,4
2544,5460,5
1538,3208,5
4646,4903,6
4656,4925,4
4421,606,5
2275,3956,4
2258,2690,5
5907,5919,7
5941,5970,4
5911,5995,4
2134,3706,5
5808,652,4
3289,5180,5
6127,6180,4
6159,6160,6
6233,6256,4
2681,4487,5
5775,5912,4
5491,6017,8
5491,6063,7
2251,5464,4
3920,4646,4
1586,5450,5
1586,3404,5
4609,5460,4
1598,3998,4
1548,2596,4
2509,4554,4
6829,6830,5
6827,6854,5
4285,4542,4
147,5434,4
147,4945,4
1108,4346,4
2560,5082,4
1572,4295,4
4988,5053,4
6912,6950,4
6901,6961,4
6924,6947,4
7042,7075,4
7229,7240,8
7266,7273,5
7326,7336,4
7379,7381,6
7436,7437,4
7435,7465,5
2196,942,4
6554,7028,4
1817,5724,6
1353,5995,4
5711,5995,4
2790,5711,8
1739,4153,4
1677,95,8
7713,7765,4
7719,7759,5
7726,7766,4
7724,7797,4
5706,6469,5
8019,8024,4
2780,4534,5
8123,8140,5
8121,8146,5
3396,3748,4
4190,5596,4
2886,6823,4
8328,8371,4
7740,8365,4
4076,5573,5
7810,8387,4
8521,8579,5
8504,8589,4
1320,5095,5
1746,2462,4
6580,7550,5
1005,3873,6
2504,4359,4
1240,721,4
5775,6975,4
5769,6827,5
6016,6869,4
5964,6836,4
2734,6874,4
4674,5771,4
5761,6096,4
5966,6809,4
3544,6827,4
184,6077,4
5481,6898,6
5481,5798,5
5788,6830,4
5788,6855,5
6242,8461,6
4441,5546,8
2492,910,4
7306,7795,5
2227,7442,4
2412,4260,4
3590,8297,4
3278,7866,7
4035,7606,5
5442,7662,4
8931,8965,4
8931,8987,5
8904,8983,7
6774,802,4
468,7597,5
3077,8045,6
1075,3963,4
2776,5423,6
7685,7820,5
4550,8216,4
2326,8297,4
1432,7318,4
1329,4421,5
4897,6030,4
2065,5396,4
233,814,5
1146,1531,6
3147,3637,5
3345,5286,5
1119,352,5
1246,92,4
1531,7676,5
1730,3357,5
4711,536,4
4142,4711,5
9104,9177,4
3519,8546,4
2628,6299,4
276,7418,4
2660,8149,4
5648,6067,4
5764,8557,4
3905,6931,4
8290,8576,4
485,8593,5
6338,9028,4
6753,8297,4
5584,8209,5
1646,5579,4
5411,5505,4
3477,5911,5
4190,6010,5
5668,8007,7
4700,5596,4
6345,6882,5
9303,9313,5
393,485,5
2526,8230,4
5361,6802,5
1700,439,5
1151,1998,4
534,8146,6
9656,9696,4
9628,9650,4
9761,9764,4
2719,9586,8
2949,9561,5
8363,878,4
2862,9258,4
4827,6050,4
1215,3638,4
7741,8889,4
8105,822,5
159,3465,4
5497,8949,4
4611,7209,4
4627,7662,5
1677,8037,5
9313,9970,4
8120,9356,4
4449,9620,7
4852,9619,4
3601,9675,4
5096,9628,5
5096,9665,7
3844,9601,6
6857,9014,5
2030,9532,7
9095,9346,4
148,484,6
6335,9033,4
2345,8729,7
3187,8262,6
332,3754,5
182,8262,4
186,40,5
23,2351,4
2322,5813,4
7560,8884,4
10253,10271,6
5942,9793,4
6474,7568,5
2504,8949,4
10331,10395,4
10357,10373,4
9205,9980,4
8822,9233,4
6769,8552,4
3760,8037,4
8471,8590,4
9703,9983,5
9317,9703,6
10389,3418,5
10346,1677,8
10412,10449,4
10457,10490,6
8189,8351,5
10349,7799,4
1160,9947,4
4441,7505,5
1613,905,4
5867,9991,4
6805,9101,4
5546,9441,4
4441,92,4
352,9883,4
10349,9834,4
3589,3611,4
10110,9362,4
2090,9066,5
6560,9699,5
191,2012,5
10741,10744,4
10706,10799,4
10701,10742,4
10719,10744,4
3420,7582,4
3233,7612,4
4397,8704,6
3071,7403,5
11018,11070,4
11118,11173,4
11108,11191,4
11176,11188,4
11129,11151,4
11142,11191,4
11131,11199,4
11131,11176,4
11109,11169,4
11114,11161,4
11136,11187,4
11136,11141,4
8714,9057,5
2581,9828,4
75,9621,4
10788,9645,4
10726,2354,5
10712,8262,4
10737,8729,4
10704,8260,4
1106,9481,4
7754,8894,4
10536,3112,6
10576,10661,4
4092,9757,4
1863,6777,4
1246,2718,5
10346,6877,4
2097,8445,6
11633,11690,5
11740,11764,4
11734,11798,4
11359,157,6
1266,8964,4
11832,11838,4
11833,11874,5
11420,40,4
7718,9620,5
10900,3880,5
3186,7864,4
1429,6689,4
7094,7240,4
6689,9296,4
3298,6116,4
10354,6706,4
5513,8348,4
237,557,4
237,4336,4
2479,4728,5
4364,8266,5
400,4010,4
4584,728,6
2174,2532,6
4010,7679,7
10048,6310,4
11954,5416,4
400,6810,4
8348,9152,7
5943,7910,4
1617,8653,5
1617,7950,5
10085,5653,4
10576,8679,7
258,9977,6
10644,7747,5
8299,9758,4
3297,4576,4
10241,8397,4
1079,11400,4
2054,9493,5
10024,9389,4
10328,4827,5
5748,8684,7
1710,3507,4
4494,556,4
1678,8511,4
1782,953,4
10767,7825,6
10203,382,4
10716,11276,4
11880,8851,4
11880,11948,4
10234,10716,6
10701,75,5
11642,2476,5
2726,282,4
3112,4217,4
4020,4774,4
12229,12230,4
5748,8653,4
2790,8020,4
1352,5711,5
3409,4717,4
12413,12417,4
12448,12466,4
10833,6987,4
293,4484,4
4484,8587,4
1678,6929,4
10203,5438,5
11028,7770,4
1232,9062,4
1386,4876,4
10227,1555,4
6591,7832,7
3569,7429,4
5982,8679,5
12408,368,4
10945,3067,4
10261,7862,5
11633,9988,5
11784,9988,5
11284,7068,4
10227,12204,4
7319,9114,4
12057,7319,6
11757,5295,4
9542,9749,4
11324,12173,4
10112,4514,4
12069,4476,4
6084,9906,4
10022,2964,5
12532,9094,4
12552,6743,4
12233,7864,4
10665,1134,4
12328,3361,4
10780,3977,4
2941,3665,4
3546,4082,5
3823,86,4
5980,6056,4
1029,8024,4
2964,6591,8
12747,12789,4
10168,363,4
3679,7017,4
12810,12841,5
12826,12886,4
12937,12948,5
11514,4816,6
8529,86,4
697,8871,4
686,9416,4
12032,6438,4
3466,4816,4
3528,860,4
10605,8057,5
11753,6508,4
12841,7166,5
1446,7803,4
7544,7868,4
6526,7086,4
1591,5491,4
2158,7079,4
8224,9474,4
7166,8529,4
12301,6027,7
11041,9512,5
4070,613,4
3629,9465,4
13651,4082,4
13781,13795,4
10960,4637,4
13886,13899,4
13802,9699,5
3702,6903,4
13540,5765,4
10762,1753,5
2274,9505,4
11198,4021,4
13644,1977,4
3632,9321,5
3632,9599,5
3403,9599,4
6138,9252,4
170,2717,4
14014,14021,4
14011,14018,7
5380,6731,5
3065,6731,4
13404,8025,5
12600,2468,4
1218,6363,4
11846,9877,4
12486,8234,5
8332,8881,4
12979,4353,4
13249,13571,6
12486,5802,4
1709,5371,4
12725,4432,4
13221,3897,4
2588,42,5
10205,5754,4
1009,10196,4
10938,8446,4
2426,2868,4
4687,9992,4
738,8178,4
13195,138,4
13163,4973,4
4973,7661,5
14087,5560,4
11353,954,5
6027,7094,4
14759,14795,4
15160,15193,4
15158,15160,5
15135,15176,4
15126,15160,5
15135,3962,4
354,366,6
704,705,5
726,740,5
743,763,5
874,891,4
803,828,4
961,994,5
1002,330,4
1333,1376,4
1429,1470,4
1401,1472,5
