passenger1,passenger2,Number of flights together
9166,9865,4
2625,6813,4
9598,9935,5
10412,10454,4
10407,10452,5
10441,10500,5
10430,10434,4
10458,10461,5
10425,10456,4
10406,10457,4
2441,6694,4
3420,9688,5
10515,10596,5
10558,10569,4
10536,10566,4
3867,9898,4
3286,8775,5
3802,9500,6
9500,9824,4
10626,10659,4
7551,9058,4
8609,8808,7
1627,9944,4
8420,9067,4
10516,511,4
3519,6289,6
5905,7600,4
1325,8546,4
4580,888,6
3608,8294,4
7162,8234,4
3663,7162,5
6729,8260,6
3187,9699,5
10702,10712,4
10771,10785,4
10706,10712,4
10709,10799,4
10744,10779,5
6308,6865,5
6946,7014,4
10873,10899,4
3176,4611,4
3658,9498,4
11063,11085,4
11069,9097,4
11164,11188,4
11140,11143,5
11122,11130,4
11121,11196,4
11151,11193,4
11109,11135,4
11153,11163,4
11153,11193,4
11114,11178,4
1080,9240,4
10322,2033,4
288,9828,7
1246,4453,4
932,9761,4
11276,9621,4
11272,1831,4
10726,5522,5
10762,2945,4
10713,2336,4
8268,9481,4
11331,11393,4
11359,11370,4
11417,11435,4
10440,211,5
479,8562,7
8596,9271,5
10676,1641,4
10909,7913,4
1342,1475,4
1177,3503,4
10535,4293,5
3851,5696,5
1737,1863,4
1863,932,6
1863,2701,4
3677,8165,6
11276,8406,7
5055,8114,4
1904,8529,5
1335,9563,4
11713,11724,4
11736,11781,4
5332,8189,4
5723,6507,4
10346,9581,4
11331,3486,5
11855,11898,5
360,9324,5
5966,839,4
3735,6815,4
141,3551,4
7830,8609,4
1056,5991,4
7590,9653,4
2957,6689,4
11742,9661,4
10168,8371,4
11923,11939,7
11863,4774,4
9653,9714,6
1064,7579,10
1064,4689,4
10017,237,4
1404,6024,4
1404,5132,5
1138,4269,4
1296,5031,4
1296,2108,4
1762,736,4
6548,863,4
4584,7579,6
10058,6548,4
10023,5696,4
2503,6024,4
1283,2503,4
5209,557,5
4318,5031,5
4188,7579,4
2532,4217,7
4217,4318,4
4217,4337,5
10037,2479,4
5016,7579,7
274,375,5
11939,5380,4
11948,5096,6
11919,4494,5
12020,12070,5
2744,736,4
2458,4675,5
2062,6111,5
628,7983,6
7950,8368,6
4293,8363,4
10253,2544,5
1490,7919,4
10535,1490,4
10806,9271,5
1268,4694,4
5787,7877,4
12130,12144,6
11939,5227,5
269,5850,5
2097,5227,4
8501,8735,4
10112,1631,4
10764,6777,4
3361,382,4
1240,4070,7
2765,6165,4
7682,9951,4
10719,5093,6
10785,8406,4
11794,5953,4
11610,760,6
11853,9930,4
10830,4287,4
3191,3660,5
11280,1617,4
10015,10460,5
6471,8653,4
10328,8653,4
5943,6471,4
6184,7520,4
12203,7601,4
6030,9752,5
8539,9225,4
3534,6458,4
10344,2182,4
10196,4784,5
6532,919,4
12411,12439,4
3873,9752,4
12203,12340,6
1263,3542,4
10478,859,10
8818,9548,4
469,5175,4
1021,5374,4
10130,9615,4
1202,7515,5
11215,2895,4
10227,3343,4
11909,6800,4
11600,12005,5
12532,12544,4
12514,12563,4
10862,10975,4
1464,6084,4
12166,5361,4
11593,12594,6
10954,12532,4
12552,1532,4
1911,611,4
7324,8642,4
12111,4731,5
11126,11430,5
12739,12764,4
10667,75,5
1265,6372,4
11211,6591,7
11594,12355,4
11430,3030,5
3491,7453,4
12083,420,4
362,6347,4
11749,11939,4
3524,7823,5
4760,9030,4
8465,9495,5
5963,8317,5
10877,3290,4
3465,8594,5
12173,651,4
2548,8733,4
11652,13195,4
11519,8579,4
13314,13400,4
10403,2504,4
13518,13564,4
3297,8336,5
12614,13456,5
10760,5054,4
3265,8998,4
2574,8252,4
6554,8196,4
10554,6251,4
11323,5201,4
11360,7062,4
13178,8882,4
6303,7387,4
13105,9046,4
10024,12542,4
1710,9707,4
10909,13647,4
1071,9465,4
10507,2065,6
6258,7866,4
6434,8106,4
13124,6074,4
13235,5910,4
412,5721,4
13940,13959,4
4785,6150,4
10653,8995,4
10340,11871,4
11527,4070,4
12540,7508,4
12582,7327,7
12553,4972,4
10762,9171,5
13614,2243,4
1151,1977,6
12284,5769,4
13557,9369,4
10631,1850,5
10023,13378,4
7625,9805,4
137,5451,5
13251,7350,4
1451,2251,4
13215,9777,4
3380,3549,5
3380,9932,4
281,5643,4
14012,14057,4
338,9901,4
3657,5863,5
10458,3953,5
1651,2685,4
1779,9362,4
3367,4326,4
13668,1898,5
1977,9856,5
13244,4129,5
13525,13830,4
14044,798,5
5754,6323,5
2964,7555,5
2964,7721,5
356,8057,6
7099,7721,6
7099,9974,5
1769,7060,5
4562,9355,4
13911,9494,4
6382,8988,4
10458,13803,4
12473,1641,4
2994,7099,4
42,4957,4
10205,4957,4
1688,2922,4
2684,49,4
2388,704,4
1242,8961,5
1399,9683,5
12144,3451,4
12862,14071,4
6633,8763,5
14661,14669,4
14702,14725,4
15042,15049,4
15135,15179,4
15114,15180,4
15176,15179,4
15186,8211,4
221,246,5
324,330,5
314,369,6
726,778,5
763,781,5
762,771,6
768,771,6
937,970,4
1056,1095,8
1001,1073,5
1456,1489,5
1001,755,6
364,772,8
366,751,6
324,701,4
1077,399,4
1566,1590,4
2130,2182,4
2109,2169,4
2148,2155,5
2110,2126,4
2233,2246,6
2268,2272,5
130,2315,5
2004,72,4
232,276,4
303,390,4
601,650,6
763,785,6
730,785,5
719,734,5
705,733,5
701,747,5
815,860,6
853,876,5
1012,1024,4
1056,330,4
1029,308,5
1234,1254,4
1503,1561,5
1097,732,4
1956,1974,4
1922,1956,6
1911,1961,5
1943,1997,4
2067,2088,4
2111,2145,4
2109,2120,4
2168,2189,4
2134,2154,4
2145,2188,4
2107,2145,4
2136,2163,4
2206,2251,4
2203,2231,5
2241,2291,4
2418,2472,4
2534,2551,4
2563,2600,5
2543,2569,4
2522,2554,4
1652,461,5
3162,3192,4
3117,3199,5
3116,3152,4
266,3104,7
3178,627,4
212,3180,4
1066,2655,4
1228,2681,4
1587,2667,4
2667,314,4
3528,3575,7
3553,3556,4
3540,3571,5
3556,3582,4
3517,3539,6
3177,618,4
3477,701,4
1053,3475,4
3711,3749,5
3837,3880,4
3968,3971,4
3925,4000,5
4051,4090,4
4060,4080,4
4042,4059,8
4035,4080,4
4057,4079,4
4014,4028,5
4022,4072,4
2175,286,4
248,2570,6
1677,231,5
1566,317,4
314,3904,4
1236,3932,4
1288,2894,4
4223,4251,4
3476,649,5
1673,2586,5
1298,3162,4
230,2897,4
4359,4376,5
4320,4333,4
4364,4373,7
2138,240,4
1332,962,5
1310,901,4
1298,2699,5
1598,2567,4
4057,4361,5
2263,3578,6
4401,4417,4
1005,4506,4
4626,4628,4
4632,4647,5
4627,4700,6
4674,4696,5
1439,1844,4
2867,3152,4
1288,1377,5
3046,905,4
1818,930,7
2743,940,4
446,4682,7
1947,4073,4
2476,3699,4
2793,4675,4
2941,4013,5
2511,4066,5
4811,4813,4
4902,5000,4
4903,4993,5
4927,4993,5
4957,4972,7
2278,4415,4
5170,5182,4
2429,3535,4
5315,5371,4
5339,5378,4
5332,5394,6
2236,2405,4
1358,2924,4
2901,3635,4
1313,912,5
4685,4973,6
1733,4165,4
3837,5393,4
5103,851,4
5138,719,5
3716,774,4
3115,352,4
5435,5467,8
5408,5436,4
5401,5439,6
5429,5431,7
5431,5484,4
5420,5446,5
5409,5436,4
5530,5560,7
5503,5568,4
5525,5544,4
5626,5664,4
5664,5668,4
4044,5479,6
4011,5499,5
2754,4106,4
4040,780,4
1430,4678,4
4297,5048,4
4522,5026,4
4248,5333,4
5731,5746,5
5707,5717,4
5738,5741,5
5720,5755,4
5815,5850,4
2949,993,6
2229,3470,4
1911,5080,4
4346,4552,5
2781,4977,4
1287,1498,5
3548,4677,4
5811,801,4
2686,3957,4
2651,311,4
2909,4438,4
5939,5981,4
5942,5977,4
5941,5994,4
5905,5959,7
5959,5961,4
5916,5936,4
5901,5996,5
3260,5842,4
1994,5865,5
3148,4076,4
6025,6040,4
6013,6022,4
6007,6013,4
6007,6009,4
2440,954,4
6295,6299,5
1583,4984,5
4957,5491,5
2773,5491,6
2939,6010,5
6051,681,5
6434,6460,7
2560,5422,4
3404,5455,4
3572,4554,4
1548,4632,4
6880,6884,5
6825,6880,5
1548,4292,4
4285,5422,4
1592,4593,4
1538,4903,4
2596,2848,4
6951,6956,5
7001,7048,4
7406,7463,4
7568,7578,5
1272,5738,4
2101,2712,4
170,5051,5
7608,7613,4
7604,7637,5
340,7068,6
3931,7650,4
5724,5977,6
5769,5966,7
4010,7579,6
2993,5993,6
7793,7800,4
5771,6469,5
5706,997,5
2734,5706,5
7832,7872,6
7859,7900,4
7859,7869,4
7910,7950,5
1994,5076,4
53,5370,4
2528,5944,6
8117,8181,4
8140,8174,4
8276,8280,5
2790,6087,4
8312,8343,5
8374,8399,4
683,7149,4
1514,5393,4
1265,5375,4
3191,5375,4
4157,8297,4
2035,7180,4
2713,3961,6
6294,7029,4
3642,6937,7
6408,6884,4
6001,6884,4
438,6848,4
2717,5993,4
6075,6880,4
3120,6844,4
3120,6836,4
184,6824,4
6469,6864,4
4990,6896,4
2773,6809,4
5734,6872,4
4969,6814,4
1538,5183,4
5923,6801,4
1208,6097,5
1078,6805,5
4182,7442,4
6904,7414,4
8654,8692,5
3169,7606,4
1677,5442,4
4468,7602,6
4421,4550,4
8834,8867,4
8969,8987,4
8920,8970,4
1769,4613,4
4213,6572,4
2541,3820,5
2928,4126,4
3295,4389,4
3735,8209,5
3503,4468,5
8078,8200,4
1701,1938,4
239,4765,6
3106,352,5
564,7676,5
6126,8262,5
5869,6365,6
9007,9100,4
2723,4556,5
5421,8374,4
1752,292,5
2458,286,4
7533,7753,5
2861,7327,6
2926,6786,4
5509,5789,6
5509,663,5
3418,5509,6
5081,6588,4
9237,9298,4
3177,6418,5
6020,8411,6
4171,6208,9
2247,4121,4
170,7417,4
3153,7505,8
4764,9009,4
9345,9382,5
9388,9393,4
9575,9592,7
9586,9587,4
4611,5757,4
9628,9640,5
9628,9664,5
9610,9660,6
2443,8228,4
3432,760,4
5855,6365,5
2797,9575,4
1505,3090,7
1030,6365,4
210,6987,5
2488,8979,5
3418,6020,4
5137,8013,5
4502,9969,4
3626,9619,4
3468,6882,4
5869,9969,4
3703,9950,4
10004,846,4
23,4978,6
4034,9626,4
1266,8099,4
5611,6765,5
4202,5503,6
1342,3921,4
6120,9980,5
6886,8044,4
2937,8598,4
8084,8587,5
9482,9822,7
1677,8363,7
5566,615,4
10327,3418,4
10356,6813,4
10440,10467,5
10440,10445,4
10406,10472,4
4634,8398,5
7505,7860,5
2068,2973,5
1917,9874,5
3286,3741,5
10107,5668,5
5007,9974,6
3223,9271,6
3078,5081,7
5612,7023,4
6584,8036,4
10025,5770,5
6295,9457,4
1917,2960,5
10376,7243,4
10568,1607,5
1769,6827,4
6782,8960,4
10128,9223,6
8014,9766,4
2937,8225,4
2937,7162,4
2945,4820,6
2841,9699,5
1715,3002,5
61,6729,5
10766,10767,4
10770,10795,5
10719,10767,8
2250,674,4
11106,11135,4
11106,11190,4
11115,11158,4
11115,11178,4
11122,11178,4
11143,11189,4
11187,11200,4
11120,11127,4
11153,11176,4
11224,11265,4
1831,2701,4
11271,3616,4
8165,9828,6
10751,5503,4
10760,7209,7
11360,11388,4
10541,6447,6
1342,3243,4
3503,4444,4
3626,8941,4
3361,6777,8
2495,6468,4
10975,1927,4
10420,3959,4
6166,7209,4
11368,9259,4
11046,11324,6
2857,2910,5
2857,7064,5
7593,9077,7
1020,10658,4
2261,4348,5
4732,9287,4
7830,9300,4
8030,9280,4
1112,8479,4
10234,1240,5
11947,11962,4
10806,3367,4
10017,1670,4
1404,7677,4
10016,1404,4
4364,5696,5
1762,4318,4
1762,7706,5
1041,2479,4
888,9659,4
2108,400,5
3432,8912,4
4056,6310,4
11930,4235,4
11478,11930,4
10612,11906,4
335,4713,4
47,9421,4
11067,8653,4
11067,7510,5
11067,6014,4
4675,7950,6
2816,7831,4
4070,6777,5
4623,540,5
11858,9942,7
11262,5958,5
3759,9159,6
4781,9451,5
3867,8684,4
5748,9395,5
1024,8114,4
10613,1562,4
10758,9828,5
1056,7837,4
7825,8574,4
11948,5277,4
10173,1351,4
10159,204,4
10216,7327,5
10326,4712,4
11084,908,5
1041,11652,4
9403,9557,4
7273,9019,4
5287,7187,5
1860,7950,5
2076,3955,4
3755,694,4
12341,12371,4
2196,3468,4
3934,5711,4
119,7633,4
11207,4768,4
1687,2681,4
6591,7777,5
10954,12352,4
1352,4735,4
6731,7526,4
3332,4903,5
10661,9942,4
11808,932,8
3178,3820,4
6622,9281,4
11633,9992,4
11267,12057,4
11267,7319,4
11046,12052,4
12002,4227,4
12573,12588,4
12516,12539,4
4444,7951,4
11225,2964,5
12220,8836,4
11562,779,5
11823,9721,4
2191,3524,4
10315,1327,4
10741,11483,4
1085,139,4
3513,4594,4
6843,8896,5
10130,11285,4
10130,1563,5
11450,11686,6
12111,8353,6
1563,4816,4
4335,9252,5
2759,6271,4
1812,8371,4
10395,10515,4
12938,12940,4
5303,5998,4
12298,4816,5
12859,9779,4
11294,4827,4
12982,9800,4
10043,7800,4
13160,13173,4
10684,5416,4
13407,13480,4
13506,13535,4
13552,13592,5
13525,13586,4
11527,613,4
3513,7720,4
13603,13621,4
13647,13671,5
6554,9077,4
12097,1424,4
12371,6220,4
11034,582,5
13746,13777,4
10181,13195,4
11742,8566,4
3601,7612,4
13217,5910,4
6222,6407,4
3926,8562,5
11701,3619,4
13952,13956,4
13846,9364,4
11593,9466,4
11683,12574,4
10496,7825,4
12582,7853,4
1064,2549,4
2549,8348,4
5046,926,4
11359,13268,5
1099,13203,4
13657,6809,4
14044,14092,6
14048,14087,4
14064,14068,4
5560,7851,4
1454,9539,5
4204,9649,4
13894,6400,5
12323,13284,5
5111,7661,8
5212,6323,5
13571,2112,5
6535,9540,5
6857,9540,5
10795,12600,4
7620,9441,4
4771,8474,4
14094,4421,4
11571,2844,4
3319,9974,4
4685,8057,5
10205,13561,4
7114,9994,6
13564,2106,4
6041,8592,4
10205,132,4
4755,8763,5
1779,2035,5
8243,8961,4
11070,3962,4
11070,9890,4
10631,1740,4
10908,3759,4
8358,9480,4
14646,14684,4
14636,14659,4
14703,14757,4
14752,14776,4
12794,7148,4
10652,15160,4
11416,15186,4
1460,8359,4
248,283,4
763,774,5
743,762,5
747,778,5
773,795,7
937,960,4
328,768,4
360,701,4
1581,1587,5
1558,1562,4
1823,1893,4
1941,1989,4
2120,2126,4
2105,2197,5
208,223,4
376,392,6
517,543,5
709,759,6
857,873,4
847,889,6
846,882,4
960,962,4
918,979,4
941,977,5
1414,1456,4
1444,1465,5
1026,795,6
1023,768,6
1228,314,5
1077,338,5
2111,2185,4
2114,2160,4
2247,2272,4
2235,2288,4
2332,2345,4
2447,2460,4
2402,2414,4
2430,2452,5
2944,2984,4
2901,2965,4
3152,3171,4
3260,3267,4
294,3178,4
275,3192,4
211,657,4
3438,3471,4
3439,3463,4
1594,2668,4
1014,1569,4
3502,3578,5
3551,3554,7
2131,3148,6
3414,364,4
3806,3815,4
3955,3957,4
3906,3914,5
3910,3947,4
3959,3967,4
4029,4053,4
4020,4071,5
4017,4075,5
218,3188,4
1445,522,4
1181,521,4
1865,2728,4
1830,2742,4
1808,2767,4
1645,490,4
1645,205,5
4233,4284,5
4287,4288,5
4234,4267,4
2123,3439,4
366,649,5
2600,3162,4
1297,274,4
1677,398,4
4329,4376,7
222,614,5
1287,293,7
2222,3571,6
4441,4486,4
4475,4488,4
141,3624,4
130,3654,5
2303,2496,4
4083,4364,8
272,3905,6
2527,3477,5
1653,421,5
4635,4662,4
4605,4662,4
1696,2758,4
2786,3015,4
1432,1666,4
2802,945,4
2867,928,9
1322,1444,4
1394,204,4
1108,4178,6
4734,4764,4
2415,61,5
4353,928,5
1482,4017,6
5148,5172,4
5160,5183,5
2281,2404,4
5325,5351,4
2236,923,4
2068,955,5
2222,2901,4
135,2998,4
2943,58,5
5436,5483,4
5479,5494,4
5435,5496,4
5468,5494,6
5464,5500,6
5401,5494,4
5412,5458,7
5451,5463,5
5423,5440,6
5426,5498,4
5459,5490,4
5526,5596,4
5549,5590,6
5626,5699,4
5626,5667,4
4017,5410,4
5467,915,4
4059,5467,4
4316,5490,5
4316,5443,10
4053,5440,5
2435,774,4
1499,4092,5
1167,4344,4
1766,2988,6
1722,5076,4
5048,5333,4
1430,5048,4
5734,5782,4
5705,5722,5
5760,5764,5
1288,2976,5
2949,780,5
4849,5343,4
446,4946,5
3930,4690,4
1733,5855,5
1928,2160,4
1649,2635,4
338,649,4
5933,5974,4
5946,5991,4
1943,5127,4
4314,5127,4
3226,5865,4
6050,6051,4
6090,6099,4
6036,6052,4
6121,6169,5
3300,4764,5
5773,5912,4
1158,202,4
5500,6096,6
2100,614,4
142,507,5
4981,592,4
3937,4945,4
2504,4591,4
1692,3920,4
3998,4523,4
1046,443,5
1586,3937,4
4609,4914,4
3492,4656,4
6503,6531,4
6717,6749,4
6869,6898,6
6847,6889,5
6836,6854,5
6836,6898,5
6825,6853,7
6817,6825,6
1548,4551,4
1819,5356,4
1108,4542,4
1108,3991,4
5053,6092,4
6931,6981,4
7002,7094,7
7463,7484,4
7410,7430,5
7437,7496,4
5529,6747,6
2387,798,5
2975,5923,4
3312,6159,5
1012,2523,4
3642,4814,4
2271,4288,4
3120,5964,6
7766,7772,4
1219,4841,4
7850,7896,4
1389,2960,5
2926,3590,12
1381,5372,5
8110,8140,4
1930,3260,4
2939,5766,6
2018,4056,4
3932,683,4
7801,8399,6
7508,7801,4
3191,3896,4
2569,677,4
3127,739,4
2516,3928,5
1898,7682,4
6585,7550,4
2035,6572,4
1436,7463,6
6974,7495,4
2724,899,4
5769,6870,4
5769,6075,4
5798,6830,4
1619,6896,4
6827,997,4
6001,6885,4
6814,997,4
2717,5720,4
5500,6858,4
5966,6096,4
3120,6896,4
5954,6001,4
5481,6885,4
6049,6847,4
2773,6847,5
5734,6049,4
4969,6829,4
5771,6896,4
3177,5596,5
2747,7597,5
4431,6863,6
2251,2975,5
6061,6815,4
4221,7430,4
8609,8696,4
8684,8686,6
8618,8698,4
8662,8684,4
5423,7820,6
3330,7662,7
5418,7699,4
1646,3898,4
3735,5482,7
8974,8989,4
7831,8945,4
1169,3963,4
1050,6486,5
1050,1143,4
4255,5404,5
4421,7832,4
8127,814,4
4147,8180,4
3345,4981,4
3931,4769,4
6166,6560,5
6339,8251,6
5620,6365,5
5873,6127,4
2026,7580,5
3995,8121,4
2251,7680,4
5423,5505,4
3418,5505,5
3278,6707,6
4249,5789,7
2251,9059,4
9278,9288,4
3177,5766,5
3177,8093,5
5549,6010,4
1095,4171,4
6930,9019,4
3665,4097,4
4487,5321,4
4484,7822,4
3660,5586,4
4862,5867,4
434,5361,4
5865,6102,4
529,7909,4
9763,9764,4
5544,6003,4
4502,5094,5
2443,9267,4
5447,7810,5
4483,5027,4
9818,9855,4
8036,8562,4
8563,869,4
3223,5612,5
6583,908,6
8213,8810,4
3772,7661,4
1338,7393,4
6020,6813,4
6020,7662,4
4249,4627,4
4249,8068,5
1613,5423,5
745,9940,5
8824,9620,4
5096,5683,5
388,9660,5
1338,1800,4
10181,10196,4
419,8510,4
1715,9626,4
10202,10229,4
191,3618,6
10129,1135,4
3196,7506,5
10358,10377,5
10325,10332,5
10352,10376,4
9443,9865,4
53,5303,4
1641,6813,4
5566,7346,4
10379,211,4
10389,1677,4
10377,3590,4
10420,10497,4
10402,10461,4
10402,10483,4
10409,10497,4
10433,10492,4
10459,10467,4
10424,10425,4
2693,3844,4
5408,9618,4
1451,590,5
4717,9460,4
5922,8581,5
10561,10573,4
5544,7860,5
10368,2482,7
2973,9069,5
4283,7810,5
9466,9834,6
6588,8742,4
8246,9058,4
3020,760,4
203,4715,5
1917,4850,5
1769,4170,6
7153,9223,4
4881,8598,5
5522,8262,6
3002,9645,5
497,9700,5
8260,9645,6
8262,9699,5
10714,10767,8
10771,10798,4
10706,10741,4
10762,10776,4
10722,10799,6
10701,10704,4
10701,10766,4
10720,10772,4
10746,10794,4
1678,5957,5
10809,10887,4
10814,10899,4
5668,8998,5
5101,7692,4
11174,11190,4
11129,11158,4
11103,11174,4
11115,11140,4
11131,11157,4
11208,11291,4
10267,8835,5
2033,8998,4
11256,4359,4
1246,6777,4
11276,783,4
3029,4359,4
3029,9828,4
75,8165,4
10731,2354,4
10731,4034,4
10712,191,4
11353,11395,4
1392,2683,4
1966,4778,4
4285,7822,4
4285,8529,5
11764,11799,4
11727,11766,5
8172,8256,4
157,9405,4
11398,9709,5
10530,9097,4
11806,11829,4
11855,11876,5
760,8330,5
1573,9906,6
3880,855,6
391,9465,4
4679,8295,4
11089,4348,4
11003,8295,4
3551,8353,5
2002,9790,4
4749,8010,4
1429,7327,6
7229,9653,4
2392,7937,4
11910,11940,4
11923,11987,5
1138,3275,4
1762,7098,4
1041,1670,4
4689,8266,4
4318,6548,4
11964,6093,4
12019,12092,4
4151,7679,4
613,9152,4
2458,4713,5
8519,9777,4
10048,3367,4
1505,8679,5
10350,1769,4
4056,8299,4
10900,9057,4
3367,9977,4
4732,8101,4
10022,9395,5
637,9127,4
4171,9395,4
8149,9383,5
1024,11275,4
4802,5459,4
10975,4749,6
1631,6823,4
1631,953,4
10203,11948,4
5096,7682,4
6777,7336,4
11874,8574,4
10714,8030,4
10702,7837,4
4070,8574,4
3432,4632,4
7910,9725,4
11719,4420,4
10758,8501,5
2851,6030,6
3309,4735,5
2758,8505,4
10352,5479,4
10541,5479,5
344,6575,4
10240,7777,5
10250,9232,4
10250,603,5
5671,7834,4
1041,10640,4
11808,3798,6
1555,7777,4
3805,7121,4
3624,8702,5
2385,3147,5
2719,8964,5
3332,7832,4
11014,12100,4
4796,9472,4
1007,4124,4
6800,8084,5
11727,2378,6
9623,9779,4
10975,11784,4
12515,4737,4
11308,12043,4
10847,45,4
1419,7661,4
2258,6899,5
1482,2244,5
10478,11171,5
1029,1333,5
12514,8167,4
12633,12634,5
4816,9862,4
12358,12512,4
12730,12771,4
12916,12938,6
6843,9649,4
5605,6591,4
6303,8961,4
10394,5603,4
4379,9376,4
420,8007,5
9247,9991,7
10591,4543,6
4659,9470,5
6633,7551,4
12634,13405,4
12633,13405,4
5012,8285,4
1677,9823,4
4645,5319,5
6289,8375,5
13579,4502,5
