passenger1,passenger2,Number of flights together
2713,9864,5
11965,11972,5
11930,11957,4
11884,2346,5
2906,3257,4
5123,6292,4
2868,9072,4
4550,613,5
1064,2532,7
7098,8912,4
1404,400,4
10016,2532,4
4364,557,4
6024,6987,4
2174,3275,4
3432,7076,8
10037,1138,6
1149,1434,4
1320,4730,4
1378,5358,4
2062,9421,5
10025,4147,4
10253,1413,4
1413,6180,5
3117,8679,6
9114,9723,4
2702,2825,4
4917,9385,5
11400,3963,4
11400,9493,4
9331,9725,4
7874,9744,4
12103,12157,4
11923,8511,5
3519,6823,4
3519,6807,4
6084,8024,6
10767,11876,4
1056,10785,4
10206,8644,4
11883,4451,4
11880,382,4
11880,5277,4
11880,7825,4
7393,9930,4
12220,12233,5
10460,9127,6
4917,6111,4
11057,11753,4
11753,2146,4
11592,3934,4
10104,9294,4
5548,8922,4
1185,5270,4
1563,2276,4
2408,9501,4
10394,6080,5
4031,8190,5
3364,6763,4
10270,2049,4
1678,4784,5
10778,969,4
7187,9548,4
1232,1555,4
3569,6071,4
11784,6050,4
10050,7948,4
3269,5094,4
11332,7007,4
10837,11274,4
5798,871,4
10757,1449,4
10465,1218,4
10095,2964,4
12544,1386,4
3977,4272,4
5955,6066,4
4927,5955,5
12014,4478,4
8642,905,7
2244,3546,5
1418,5613,4
11047,11307,5
12695,12697,5
11304,3595,4
10168,11326,4
11542,6899,4
12230,3239,4
11808,2511,4
3107,870,4
10454,6535,4
11537,9742,4
3409,8252,4
13456,13471,4
13438,13480,4
13518,13561,4
13498,7660,4
3875,565,4
5857,9821,4
13603,13610,5
13610,13658,4
1583,7073,4
5201,7064,4
2693,7062,4
12374,2857,5
1050,927,4
1071,10776,4
13663,6843,4
11644,5058,4
12934,7591,4
13233,9179,4
13813,13860,4
13870,13878,4
1399,9061,4
800,8411,4
3974,6036,5
2685,501,4
10496,9703,4
10798,7508,4
4016,446,5
12940,4562,4
4112,4562,4
11483,9441,4
1451,3680,6
5451,9247,5
14022,14100,4
11334,12567,5
10175,545,4
10685,12600,4
10685,628,4
778,8167,4
5867,9156,5
13620,6415,4
3194,6415,4
1898,3123,5
1151,5632,4
5630,9687,4
13876,5684,4
10067,13571,6
12032,7502,4
11394,4190,4
14008,6981,4
14077,3776,4
2069,712,4
2069,6591,4
2994,7194,4
3319,5212,4
13296,2069,4
245,7584,4
5278,8175,4
1688,9992,4
2922,4687,6
11213,5560,4
2761,2814,4
6460,6545,4
12891,6365,4
10963,2092,4
2467,8106,4
14701,14779,4
14731,14786,5
3054,8763,4
15158,15180,4
15158,15173,4
15115,15146,4
69,7,4
249,292,4
364,382,5
309,315,5
746,768,6
746,762,6
751,786,5
737,759,5
804,895,4
920,988,5
1031,1038,5
1134,1149,4
1025,313,5
1336,1356,4
309,727,5
313,773,4
1867,1868,6
1951,1971,6
2178,2197,6
2282,2300,4
2218,2265,4
316,383,7
447,449,4
628,649,4
605,611,4
703,758,6
709,716,6
778,792,5
701,716,9
812,851,4
812,868,4
802,877,5
855,860,5
807,816,5
852,889,6
1036,1100,4
1031,1045,5
1029,704,4
1053,761,4
1053,766,4
1053,762,4
1021,727,5
1561,1581,5
1666,1696,11
1829,1837,4
1928,1998,6
1941,1979,4
2140,2163,4
2142,2155,4
2142,2144,4
2114,2185,4
2129,2130,4
2271,2276,6
2223,2254,5
2236,2295,8
2260,2276,4
2310,2351,5
2452,2478,4
2410,2447,6
2429,2462,4
187,2042,4
2518,2534,5
2617,2700,4
2743,2769,7
2913,2944,4
3011,3019,4
3005,3063,4
3132,3180,4
232,3191,4
3169,681,5
3421,3447,4
1287,1503,4
3508,3568,4
3571,3589,5
3648,3698,6
3451,759,5
3776,3791,4
3851,3896,4
3941,3994,4
3932,3990,4
3940,3961,5
4020,4022,5
272,3122,4
3102,675,5
3198,609,4
2186,272,4
1163,1499,5
4121,4139,6
2573,299,4
2576,275,4
248,2563,4
1693,3104,4
2561,271,4
1598,3916,4
314,3901,4
1569,3916,4
154,2862,4
4249,4251,4
4209,4254,4
289,740,5
2123,3446,4
2528,442,5
2528,494,4
4366,4386,4
2905,993,5
2941,901,4
1673,2667,5
4407,4491,4
2407,3698,4
4575,4595,4
4511,4536,4
4072,4361,4
4010,4336,5
4632,4670,6
4646,4647,6
1608,2786,4
1464,2969,6
1837,940,4
1370,1484,4
1315,2743,4
2509,4641,4
1993,3249,4
2767,4700,6
4025,930,5
2969,4080,5
2759,4044,5
2511,4059,5
4933,4991,5
4933,4998,5
266,3529,4
1433,2893,4
325,3921,4
5204,5269,4
3368,4068,4
5308,5396,5
2325,2924,4
2279,2965,5
2437,2901,6
126,977,4
5480,5487,4
5406,5495,4
1651,3492,6
1889,449,4
1476,5055,5
4662,5041,4
2911,4330,4
4044,5458,6
4012,5410,4
4399,5414,5
4013,5402,4
1696,5448,5
4052,5402,4
147,2403,5
3230,3622,4
3208,719,5
1145,940,4
1430,4223,4
5731,5744,4
5707,5800,6
5712,5744,4
5738,5787,4
5760,5793,4
1351,3656,4
2792,4911,4
4665,4977,4
446,4904,6
3164,813,4
3214,4363,4
1537,3415,4
1261,374,4
1350,2651,4
1528,3957,4
1528,3919,4
226,338,4
2224,3919,4
5966,5977,10
3197,4393,5
4076,5808,4
6043,6087,4
6047,6064,7
6018,6099,4
6013,6079,4
6141,6152,4
1246,165,5
1896,284,4
1608,5978,4
2773,6063,6
3937,4593,6
1617,5455,4
4554,4609,4
4542,4945,5
1444,3527,4
6535,6591,4
6565,6600,5
1452,170,4
6723,6763,4
2471,6177,4
6833,6853,5
6817,6854,6
1617,4285,4
1476,1651,4
6918,6962,4
7003,7042,4
7003,7070,4
7006,7029,5
7385,7394,4
7335,7381,4
7433,7439,4
7421,7450,4
4737,5653,7
5811,7077,4
3923,7611,4
5314,839,4
5782,6000,4
7745,7779,5
7771,7799,4
1569,5755,4
3148,5076,4
3966,7682,4
1059,3943,5
8105,8115,4
8171,8194,4
8301,8400,5
2062,6723,4
8571,8582,4
3421,4321,4
1265,2543,4
2492,7603,4
4734,813,4
4280,5074,4
7170,7499,4
1272,6993,4
324,6855,4
5706,6864,5
4373,6893,4
5443,6847,4
6075,6829,4
5500,6833,4
3576,5966,4
3544,5734,4
4316,5744,4
4607,6836,5
184,6844,4
184,4674,4
5720,6064,4
2993,6858,4
2773,5977,6
2773,6836,4
1865,6896,4
4942,6830,4
6047,6854,5
6047,6814,4
1884,4481,4
7526,7608,4
3766,7153,5
3503,8289,6
135,7396,5
8710,8724,4
4497,7601,4
3330,7685,6
5442,95,4
2868,7645,5
8958,8979,5
8946,8980,5
8911,8926,4
5350,6532,4
1514,920,4
2518,3837,5
1739,7182,4
1504,2802,4
283,8108,4
1221,3963,4
5423,95,5
8190,8209,6
3093,3330,5
2906,8209,6
2644,5370,4
3471,8654,4
1160,3637,5
3615,4492,4
165,4492,5
3331,5289,4
6322,7074,5
1729,3246,4
4862,8270,6
1321,855,4
1769,6067,6
2926,663,4
6786,8190,5
5566,6703,4
2776,3418,4
1635,5509,6
441,5575,4
6522,9059,4
3477,6020,5
1613,8037,4
6418,8461,4
2886,6052,5
1789,5989,4
4700,6242,4
1053,4627,5
9444,9461,5
3657,3975,4
9620,9677,5
9602,9610,5
9628,9672,5
9640,9686,5
9623,9693,4
9610,9619,5
9705,9763,4
5544,9044,4
6580,9101,4
9859,9865,4
8584,9229,4
4827,8810,6
7396,869,4
415,9259,4
10004,10040,4
478,6718,4
1956,3772,4
481,5869,5
7220,8961,4
4552,7220,5
9347,9987,4
4076,8824,5
2529,4329,5
4553,5572,4
4867,5573,4
6776,7131,4
6776,8824,4
1089,4270,5
4092,6882,4
3187,484,6
5116,7510,5
5538,855,5
5058,6478,4
2773,8614,4
8424,888,6
10338,10376,6
10310,10316,4
1055,8044,4
8845,9206,4
272,9296,4
8803,9430,4
9498,9868,5
10407,10430,8
10433,10482,4
10434,10486,6
10423,10473,5
10468,10490,4
187,740,4
8229,8988,4
10377,8048,7
4552,7505,6
7643,8775,4
8557,8895,5
10371,7243,4
6447,7810,4
1769,2544,6
290,4613,4
4881,8228,4
174,9645,5
2090,5330,5
4034,61,5
4774,9699,5
2231,3064,5
10767,10799,4
10714,10788,4
10718,10771,4
10705,10779,4
10728,10798,4
10832,10841,4
10955,10970,4
10658,694,4
11027,9097,6
11169,11174,4
11124,11131,4
11124,11142,4
11101,11163,4
11190,11194,4
11130,11191,4
11103,11153,4
11158,11169,4
11142,11190,4
11122,11140,4
11121,11193,4
11139,11161,4
11276,11296,9
10791,6729,4
11311,11331,4
11353,11359,4
2684,9229,4
8873,968,4
10253,10548,4
10267,1475,6
2867,2996,4
1737,2495,4
10814,9223,4
10814,8234,4
11275,5055,4
8195,9752,5
11727,11743,5
10457,2975,4
10350,5056,5
2310,9988,4
3343,5489,4
4749,5299,4
2976,7844,4
1056,11883,5
11545,6719,4
10954,9714,5
3275,4188,4
3275,8266,4
5132,614,4
1404,210,4
1404,3851,5
1296,4188,4
1041,9659,4
10023,4318,6
10023,728,4
10023,8194,4
614,6987,4
614,7706,4
1283,4336,5
1378,2479,4
7076,728,5
2532,6522,4
2117,4269,5
1309,371,5
3693,4364,5
335,7902,4
7271,8653,4
6114,6317,5
2544,3367,4
10899,2201,5
10535,4363,4
10833,3090,5
10833,6447,6
6184,9629,5
11843,6579,4
4781,9291,4
1860,9369,5
1860,4917,7
10095,9955,4
9389,9495,5
8234,8821,4
10440,2684,5
1218,9063,6
10613,6541,4
8197,92,5
2068,3249,4
11898,1240,4
11817,582,4
11876,8030,7
10714,11874,4
4070,8030,4
4070,7560,5
11695,11737,5
11698,839,5
10837,793,4
1858,8260,4
10536,9291,4
12220,12294,4
1041,5587,4
10085,6471,5
10015,6317,5
4917,8368,6
2062,9395,4
11753,9685,4
11599,6088,4
3913,4220,4
1882,2143,4
10546,7483,4
12431,12488,4
5479,7502,5
4031,7259,4
6141,7627,5
559,7834,5
3041,9777,5
1620,2591,4
1687,2715,4
10130,8830,4
11871,1829,6
11294,157,5
3343,7777,5
10427,1473,4
3336,8400,4
10434,9267,4
11534,9779,4
10937,5136,4
1218,8197,4
953,9988,4
10371,6976,4
11483,2941,4
10315,45,4
11214,5072,5
11807,1323,4
10357,3513,7
11687,3307,4
3798,7975,4
75,9523,5
11807,6409,5
1863,5998,4
4034,8261,4
10406,12230,4
420,7243,5
12430,8988,4
10244,5796,6
10548,6303,4
10326,10512,4
1780,4280,4
13651,13654,4
13612,13693,4
2810,905,4
10326,3992,4
10753,683,4
11577,7657,4
6251,9875,5
2500,9101,4
1133,582,4
12273,4760,4
1417,5355,4
10632,8223,4
12299,4796,4
13869,13900,5
11359,7780,4
6578,891,4
9159,9890,4
10384,8988,5
3875,4972,4
12574,5513,5
11593,9171,4
12594,2549,4
7853,8732,4
1829,8348,5
10798,9777,4
2549,5240,4
13605,6923,4
13623,926,6
12111,3910,4
13462,7902,4
363,5451,5
10458,9247,5
2251,3078,4
10175,11334,5
12152,9867,4
11502,3910,5
1723,1977,4
12170,8881,4
18,2082,5
14008,798,5
2702,6437,4
6323,9540,5
13284,356,5
11587,13221,5
1539,9381,5
13045,9494,4
11767,2966,4
13561,4685,4
6733,9540,4
3880,7286,4
49,6575,4
7624,904,5
10165,49,4
10454,10548,5
10214,5212,4
183,2350,4
13276,6764,4
1850,954,4
11282,12908,4
14626,14659,4
14712,14768,4
14715,14720,4
14702,14716,4
14761,14786,4
2951,5959,4
1728,8160,4
15135,15186,5
15135,15158,5
15160,3962,4
11508,8778,4
61,66,4
119,165,6
280,294,5
313,354,5
660,665,4
609,690,5
733,734,5
730,737,5
737,799,6
701,740,9
821,831,4
1001,1056,8
1007,1023,5
1007,382,5
1391,1394,5
378,750,5
2103,2198,4
2322,2325,5
2450,2459,4
190,2390,4
368,382,5
512,568,4
605,698,4
727,763,6
724,771,8
719,737,5
708,717,4
822,850,4
843,865,5
804,805,4
1023,366,7
1206,1226,4
360,771,4
2123,2153,5
2114,2122,4
2129,2168,4
2240,2278,5
2201,2292,4
2220,2274,4
2262,2281,4
2233,2244,6
2221,2255,7
2234,2292,4
2235,2293,4
2254,2293,4
2370,2396,4
2369,2379,4
2457,2480,4
2539,2560,6
2629,2648,4
2929,2984,4
3016,3051,4
3238,3289,4
3332,3399,5
3180,611,4
211,3146,5
299,3146,5
3152,613,4
248,606,6
3446,3483,4
3440,3475,5
1581,2667,4
3556,3561,5
3402,701,4
3453,760,6
1001,3477,4
3410,724,5
3802,3849,4
3808,3839,6
3904,3941,4
3963,3991,6
3959,3990,4
4029,4042,5
4002,4025,4
4009,4090,4
247,3151,6
247,3193,4
4176,4193,4
205,2510,4
2539,443,5
2521,274,4
1508,2666,4
199,2886,4
4215,4277,5
4269,4295,5
4289,4296,4
4226,4251,4
3155,3439,4
286,763,7
3463,649,4
3151,3477,5
2531,440,6
211,2600,5
4347,4383,4
4309,4339,7
4373,4387,4
4336,4362,4
1376,343,5
2959,951,4
2911,905,5
3706,894,5
4014,4317,4
4423,4488,4
4438,4454,4
4414,4417,5
4405,4491,4
2498,3624,4
2450,3693,4
4504,4564,4
1042,3440,5
1653,455,4
1688,2557,5
1677,4539,5
4646,4656,8
4640,4672,4
4657,4685,4
4675,4695,5
1482,86,4
1209,242,5
2509,4614,4
446,4607,6
4765,4772,4
2026,3634,5
4016,928,5
4035,901,6
2511,4044,5
2511,4025,9
4827,4871,5
4915,4988,4
1453,4441,4
5127,5150,4
5183,5198,4
3588,3663,4
3545,3662,4
2500,3545,5
2247,2478,4
5310,5370,8
3567,955,4
5434,5450,6
5446,5496,5
5439,5468,4
5408,5483,5
5414,5468,4
5426,5477,4
5406,5491,4
5402,5414,4
1598,1617,7
2710,5008,4
4084,910,6
5630,5681,6
4059,5409,4
4395,5414,5
4083,5495,5
4052,5451,4
2320,3415,4
2320,727,4
2021,774,4
1984,2021,4
1156,794,5
1430,5026,4
4297,5370,4
5734,5765,4
5705,5773,4
5701,5759,4
5768,5795,4
5760,5800,4
1398,1872,4
4671,4977,4
369,4435,4
4523,4967,5
2488,3952,4
1219,752,5
1261,2664,4
3587,4438,4
5865,844,4
6020,6089,4
6025,6082,4
6308,6326,4
1616,5797,5
1375,5912,4
2747,5269,4
4058,4717,4
4607,6001,6
4609,5420,6
4656,6027,5
3861,4609,4
2560,4988,4
2544,4632,8
3527,5455,5
3940,5450,4
3492,4903,4
4646,5422,4
2259,6402,4
6618,6694,5
6737,6773,4
6720,6763,4
6730,6769,8
2471,6121,4
6839,6853,5
6853,6866,5
6830,6878,5
6830,6847,5
6844,6874,5
6864,6889,6
6858,6870,5
3527,3670,5
6902,6924,4
6932,6950,5
5803,6385,5
7122,7193,5
7105,7196,4
7103,7189,4
7204,7268,4
7533,7586,6
5708,5934,4
1034,5997,4
5637,6598,4
4171,7033,4
5910,935,5
2433,4845,4
2249,5022,4
674,7562,4
5734,997,6
7779,7793,5
4373,5724,5
117,7508,5
2182,3668,4
3663,5096,4
8172,8181,4
5795,6020,5
8343,8371,4
3284,4215,5
302,6481,4
4199,7616,4
6585,7543,4
3758,917,4
2916,3413,4
2916,821,5
2485,7851,5
2401,4125,4
22,4221,5
5073,6931,4
2143,2645,4
3453,6968,5
6071,6880,4
5798,6884,4
4373,6830,4
6064,6833,5
438,6825,4
477,6858,4
6069,6827,7
3576,6855,5
5744,6817,4
4607,6833,4
6039,6824,4
5788,6844,4
5788,6893,4
6049,6814,4
1865,5771,5
1865,6008,4
6839,959,4
4481,6854,4
4481,6866,4
6242,6773,5
5819,8411,5
4627,5819,7
451,8411,5
5997,721,4
5012,6906,4
1624,281,5
3414,420,4
3573,4260,4
8698,8699,4
7832,8297,4
5423,7039,9
1635,8158,6
5482,8158,6
3898,7645,5
3855,8190,4
8981,8988,7
8928,8957,4
8950,8958,4
1223,7652,4
5435,8180,4
8013,8624,4
5325,6136,6
1214,3802,5
3012,5220,4
1531,4726,5
2745,5644,6
4338,5873,5
9010,9098,5
1158,7551,4
5304,5775,4
4105,763,4
3329,860,4
1341,468,4
7074,9040,4
3590,6745,4
5509,6796,5
6745,7082,4
6786,95,5
663,7872,5
5695,9051,4
6294,8068,5
1244,8411,5
6326,6823,5
6100,6773,4
4427,6706,4
3959,9042,4
9324,9381,5
1337,4514,5
2530,8519,5
5012,8420,4
9626,9700,4
9620,9628,6
9619,9684,5
9601,9690,5
9753,9784,5
83,9369,4
3703,5027,4
9968,9973,4
4338,8705,4
3090,3223,7
187,4449,5
6140,9649,4
1982,9620,7
6776,9622,5
4989,9910,4
2024,8793,4
2505,40,4
2090,2345,6
2345,3028,6
10054,9340,5
10004,4389,5
3491,9373,4
5043,5508,4
10117,10162,5
3029,75,6
8724,9626,4
4820,9682,4
4253,8964,5
7209,9700,6
5233,7600,4
10376,10384,4
10353,10356,5
10330,10359,5
1055,8526,4
8565,8818,4
10128,9362,4
272,2992,4
10334,7298,4
10329,6372,5
10453,10456,5
10466,10469,4
8645,9154,4
10403,7200,4
3506,9002,4
5775,9954,5
2776,7896,4
8158,9098,6
3286,7810,6
9101,9441,5
7837,9473,5
10644,10661,6
2656,9356,4
5668,7220,4
7747,9068,6
7747,8614,4
10128,8078,4
5522,61,5
3064,9699,6
61,9699,5
10756,10779,5
10767,10785,8
10719,10766,4
1561,2953,5
11060,11074,5
11174,11187,4
11161,11189,4
11164,11183,4
11115,11124,4
11187,11194,4
11153,11156,4
11157,11189,4
11221,11234,4
2701,6783,4
10706,4034,5
10737,2345,4
10770,8260,4
4281,9052,4
11382,11387,4
8515,8961,6
2226,5073,4
10440,4715,4
10419,7953,4
2534,6584,4
10536,9977,7
10271,10541,4
10576,1321,4
4051,9703,4
4051,5953,4
4555,8227,4
1678,7349,5
2718,6783,6
11535,11561,5
7507,9828,4
1246,8004,6
8149,8542,5
11224,5798,5
11073,6652,4
11175,7319,5
2207,9551,4
10740,3502,4
2196,6541,4
2437,7711,4
1240,9280,4
5882,7002,4
10962,6445,5
11090,763,4
11090,7007,4
11930,11954,4
11917,11923,4
2906,8732,4
7418,9015,4
3416,4632,5
3459,5594,4
3459,8228,4
1357,5594,4
2479,7579,4
5132,8424,4
1404,5696,4
10016,6024,4
1762,4364,4
210,557,4
241,6987,4
10023,2532,4
557,7098,4
2503,4337,4
1283,5132,4
6987,7706,4
4137,4814,4
11914,269,4
12031,12047,4
2138,3432,4
10460,2458,5
4713,4816,6
7983,9421,5
6529,7747,5
10819,8006,5
3093,4694,4
7877,8111,4
75,8851,4
1079,6208,5
1673,9495,4
10024,6471,5
3956,4529,4
11917,3531,4
11923,1562,4
3677,4514,5
11871,5021,7
11817,7844,4
10702,4945,4
7560,8163,4
7560,8406,4
11642,7364,5
7364,760,4
12233,12250,5
11610,2489,5
1920,5295,5
1673,5943,4
10015,7191,4
10460,6471,4
335,9725,4
10089,6114,4
1747,6114,4
11147,7565,4
5356,6184,4
1562,8501,6
8735,9828,4
3873,7667,5
5336,6532,4
10728,344,4
5997,873,4
2851,3873,4
1678,8544,4
12210,1812,4
1115,9294,7
11858,2591,4
2358,781,4
1681,8541,4
1681,781,4
11378,11953,4
7007,8981,5
3985,6777,4
1030,4978,4
11649,6136,4
3343,4193,4
5260,603,4
109,3451,5
264,5747,4
5374,6978,4
10149,7187,4
12018,4227,4
12018,871,4
11046,871,4
11600,12002,4
5798,707,4
11561,871,4
10261,12130,4
12505,12549,5
8595,953,4
8024,9954,4
1673,8897,4
10439,1338,4
2259,318,4
5204,6658,4
10288,9616,4
1911,4016,4
10720,3665,4
4272,45,4
4272,5046,4
2127,7347,4
10945,1739,4
10705,4482,4
3332,9294,6
10467,12335,4
12614,12617,5
517,6006,4
11330,1260,4
11514,4329,4
1449,4721,4
11714,12916,4
1746,7387,5
11554,12032,4
1281,6293,4
6045,8733,4
11341,4953,4
7200,9242,4
5147,9707,4
139,9355,7
1196,5857,4
3466,6576,4
3036,3409,4
156,2377,4
7913,8359,4
1002,10784,4
2662,4701,4
10467,7956,4
13268,6459,5
11198,13657,5
1120,8075,4
3953,9366,4
2125,5757,4
9381,9610,4
13536,4692,4
13870,13894,4
13933,13939,4
7462,8017,4
13842,1611,5
13194,1399,5
2844,6155,4
11353,12555,4
10340,9466,4
2274,9366,4
3773,446,5
3608,4410,4
12764,135,5
8589,8994,4
3680,9217,4
13365,6335,4
12299,13637,7
10681,7226,4
13781,628,6
1218,5743,4
10573,8348,4
13235,5240,4
8909,954,4
13822,7544,4
12486,3880,4
12940,9410,4
13041,8777,4
5480,974,4
10205,2069,4
6733,9994,4
8446,9994,4
2426,8178,4
5545,8160,4
10214,10938,4
13249,2092,4
8271,8961,4
5919,6056,4
14651,14680,4
14744,14786,4
14705,14770,5
14716,14727,4
15158,6764,4
293,294,4
324,341,5
313,378,6
366,374,12
704,733,6
738,790,4
758,773,7
839,851,5
804,888,7
1177,1189,5
1043,309,8
324,797,5
334,797,4
1532,1581,4
1930,1958,4
2101,2174,4
2147,2191,4
2209,2275,5
208,256,5
429,438,4
409,448,4
508,550,4
745,777,4
725,745,4
734,797,5
1035,1053,5
1160,1183,5
1056,341,4
1043,378,5
1073,366,4
1210,1249,4
1247,1269,6
1363,1396,4
1367,1394,5
1434,1454,4
1025,727,4
1057,762,4
334,733,4
1528,1547,4
1945,1967,4
1911,1922,4
2160,2168,4
2119,2131,4
2134,2160,5
2145,2181,5
2129,2160,4
2141,2155,4
