passenger1,passenger2,Number of flights together
5500,6016,6
4988,6027,5
2767,6021,4
443,4552,5
4554,6004,4
1444,3920,4
2509,4430,4
4430,4593,4
6725,6747,4
5696,6165,4
6848,6854,5
6812,6891,5
6853,6880,5
6889,6896,5
6832,6869,6
6854,6884,5
6854,6893,5
1651,4285,8
3937,5025,4
1801,3991,5
7268,7279,4
7363,7398,4
7356,7394,5
5560,6730,4
2861,833,4
5051,798,4
1016,5671,7
1472,3260,5
2272,3173,5
1311,5925,4
1636,5770,4
5771,5964,6
7707,7768,5
324,5977,5
167,5767,4
670,7327,4
2412,347,4
2459,3522,4
1182,2450,4
2075,3226,4
4213,7120,6
1034,5116,4
8222,8289,6
8208,8269,6
1196,6764,7
2700,8375,5
1766,235,4
7740,7833,5
8548,8593,4
8525,8533,4
2528,7603,4
4770,7635,4
1028,2988,4
1028,6572,5
627,7191,7
1467,3463,5
3171,4896,4
4896,6930,5
3991,6051,4
5993,6824,4
6016,6896,4
1817,5443,4
5964,6869,4
6408,6853,4
2734,6063,4
5977,6830,4
2717,6872,4
3120,5481,5
5954,6844,4
6039,6869,5
4990,5977,4
5720,6016,4
2773,6885,4
5491,5788,5
4412,6897,4
2759,5724,4
1884,2993,4
7326,8397,4
4387,7496,4
7192,7430,5
4294,7859,5
3573,4294,4
7318,8216,5
6813,8269,4
2433,6718,5
8702,8749,5
8777,8788,4
4610,5226,5
7660,8173,4
625,8132,4
3888,5418,5
2857,5442,4
3855,625,4
441,7662,6
8973,8983,4
4199,937,4
3820,4541,6
1406,4255,4
1646,3093,5
441,7866,5
5564,8146,8
383,7663,4
1119,4194,4
2973,7896,6
1581,6295,4
1143,6475,5
1752,8604,4
3749,763,5
5787,8411,4
6294,6418,5
4627,8037,6
5590,8037,5
5414,6867,4
5766,732,5
5571,865,5
8387,9019,5
8246,8557,6
2123,7551,6
756,8837,5
2423,7652,4
2018,3275,4
4142,7001,6
3979,5740,5
2247,3975,4
9672,9676,4
9601,9640,5
9618,9628,5
7590,9586,4
1684,5560,5
3432,529,4
8563,8893,4
8558,9234,4
6050,7369,4
9902,9968,5
9958,9995,4
10000,9957,4
478,9931,4
3466,9988,4
6293,7661,8
6622,7718,6
1208,8411,5
300,388,5
1982,5383,6
4860,9624,4
388,5572,4
4270,9664,4
3844,9622,4
3844,9693,4
9755,9999,4
40,8745,5
2841,8262,6
10085,9055,4
7364,82,4
6857,9626,4
392,8884,4
10205,10244,6
5403,9014,5
10377,10394,4
10315,10327,5
6694,7403,4
6769,8588,4
7636,8045,4
10334,8961,4
10407,10458,4
10419,10449,4
10482,10492,4
1403,4634,4
5005,9053,5
1078,7799,4
5876,7220,4
10397,1078,5
9898,9914,4
3153,3278,5
10331,2910,4
10368,9441,4
3223,8006,7
6584,9598,4
8246,9356,4
5544,7768,4
10397,5544,4
2518,8294,4
9223,9540,5
3002,9700,5
1020,3754,4
10701,10770,4
10779,10796,4
10772,10780,4
3958,4453,5
10814,10843,4
11090,11093,4
11130,11161,4
11108,11190,4
11129,11163,4
11115,11161,4
11139,11175,4
11102,11175,4
10252,662,4
11271,8165,4
11296,4359,4
1343,2097,8
4591,9621,4
75,9828,4
10756,1715,5
10798,8260,4
10791,6560,5
10795,4774,5
3794,5819,4
7381,8834,4
7636,9833,5
10253,10536,5
3243,9057,4
4606,5314,4
4359,7841,4
5669,9828,5
11542,11559,4
10814,4541,4
1198,6084,5
10943,4496,4
1678,5734,5
10975,1678,4
1573,360,5
2284,5167,4
11003,3926,4
10354,10954,5
10899,1254,6
10880,860,4
1064,1296,5
7098,863,5
1138,1378,4
10016,210,4
5696,6024,4
4364,4728,4
1296,7579,5
1762,4823,4
241,5132,4
6024,728,4
5530,7809,4
5530,888,4
2108,4823,7
2174,7076,6
3432,863,5
728,8424,6
2503,728,4
1283,4318,4
1378,7579,6
4318,6053,4
4188,5132,4
2532,7677,4
10613,11930,4
1041,6810,4
2744,4584,4
2062,7910,4
628,857,4
10697,1769,4
1490,3112,4
10833,1505,5
7656,9389,4
7656,8684,4
2054,9955,4
11400,9385,4
1710,2159,6
12119,12170,5
11923,5227,5
4955,8195,4
11972,5850,4
10841,7810,4
5058,9500,4
1056,582,4
5093,8406,4
11817,8030,4
1240,5093,4
1966,5021,4
10234,10714,4
5277,8851,5
10719,11883,4
4810,9561,5
7579,7919,5
3292,6166,4
3292,780,4
4816,9493,5
5748,7191,4
6114,9369,4
6111,8128,4
1747,2458,4
4502,6184,4
11057,11438,4
490,6475,4
10467,8180,5
5803,7654,5
10344,348,4
7481,8505,4
4242,7481,4
5671,7446,4
12432,12454,4
10352,7502,4
2138,8679,5
11823,5163,4
2681,3943,4
5438,969,4
10306,6731,4
10596,8818,5
4287,5375,4
10227,4193,5
9062,9862,5
4212,5175,5
11171,9357,5
10749,11171,5
11687,7951,5
3332,9062,5
1555,4903,4
1057,9362,6
11378,8981,4
7725,9274,4
6978,9281,4
10479,7726,4
1365,2391,4
10432,4854,4
12002,707,4
12002,4854,4
10837,11600,4
11561,12005,4
10937,4227,5
12557,12584,4
4379,6953,6
4379,6369,4
11275,6807,4
11593,12516,6
4737,8466,4
12210,1845,4
12545,3912,4
2545,993,6
12220,9364,4
10446,5120,4
10753,4450,4
3405,5977,4
12541,9873,4
10809,11594,4
12758,12773,4
1812,9523,4
12917,12945,5
12955,12963,5
3180,9714,4
2518,3513,4
11559,2244,4
11844,3239,4
11600,12899,4
11860,5027,4
4191,9781,5
2408,4502,5
10043,8317,4
12273,2214,4
10880,7205,4
13432,13440,4
13405,13411,4
601,9819,4
10357,3889,4
6576,7469,4
12906,6437,7
6554,9661,5
4209,9101,4
12097,7903,4
10454,6258,5
2500,3410,5
13277,6104,5
2333,6860,4
2383,860,5
11508,7866,5
13771,13792,4
12173,22,5
13416,13839,4
7462,7727,4
2925,9364,4
3875,9171,4
3597,7327,4
8036,9171,5
12570,9152,4
3041,7209,4
13669,4234,4
13623,3773,5
10023,1850,4
1099,5922,4
2536,7395,4
12195,12354,4
14009,14042,4
3889,7846,5
10585,5380,6
2468,8674,4
3380,9366,4
11846,4326,4
3332,3926,4
13620,7917,4
13221,2964,5
10196,7635,5
7721,8057,6
7555,7661,5
13218,1591,5
13296,356,6
10067,5212,6
1769,6591,5
10229,139,4
10808,8529,4
4611,5136,5
1641,4212,4
11192,1826,4
10972,8664,4
7060,7194,4
3319,356,4
4685,712,5
10205,2106,4
10205,13564,5
6857,712,4
7099,9101,4
10067,10244,4
11993,3592,4
4973,5634,5
2826,3910,4
11290,8211,5
11290,4711,5
1242,1850,4
10631,11290,4
3251,4409,4
14703,14731,5
14739,14741,4
14754,14778,4
14718,14757,4
15160,15188,5
364,376,6
749,773,7
812,833,4
881,888,4
967,979,4
1025,1044,5
1021,1043,6
1068,1075,6
1038,382,4
1248,1288,4
1387,1398,4
1243,331,6
1823,1848,4
1962,1973,4
1950,1982,4
2101,2195,5
2126,2169,4
2270,2286,4
2419,2475,4
2480,2481,4
2568,2600,5
2954,2957,6
354,364,6
368,376,5
648,666,4
631,648,4
727,768,5
735,745,5
719,762,5
752,791,6
876,878,4
821,826,6
801,822,4
1042,1092,4
1002,1035,6
1045,368,4
1236,1252,4
1314,1337,8
1026,724,4
1053,791,4
1551,1586,4
1576,1587,5
1734,1771,5
1822,1832,4
2181,2188,4
2163,2169,4
2163,2168,4
2170,2185,5
2221,2263,8
2222,2295,6
2244,2274,5
2243,2246,6
2243,2244,6
2569,2578,4
2604,2612,5
3039,3049,4
3165,3175,5
3245,3287,4
3205,3266,4
3238,3264,4
3206,3210,4
3317,3349,5
231,3141,4
3421,3493,4
3453,3470,6
3476,3493,7
3461,3493,4
1569,2699,4
3507,3533,4
3570,3595,4
288,648,4
3624,3648,6
3483,368,4
1001,3410,4
1001,3483,4
3941,3982,5
3971,3990,5
4022,4034,4
4034,4060,5
2183,690,4
244,3122,4
244,603,4
218,3182,4
1830,2709,7
450,680,4
2560,3104,4
403,682,4
1062,456,4
1506,3914,4
167,64,6
1220,3019,4
4322,4377,4
4316,4332,4
4358,4366,4
2992,979,6
1315,905,5
1370,2969,5
3787,801,5
2279,3547,4
2273,3510,4
2293,3536,4
4449,4451,4
4414,4451,4
4506,4575,4
4544,4559,5
4059,4339,6
4034,4321,6
4080,4339,8
1046,2504,4
4627,4632,4
4630,4673,4
4646,4655,5
1608,3015,6
1465,951,5
1377,2769,4
2743,2911,5
1914,3279,4
4717,4742,4
173,3689,4
1828,4671,5
4044,930,5
2511,4339,5
4883,4888,4
4916,4950,6
1012,759,5
5123,5163,6
5212,5279,4
2260,3668,5
5343,5372,4
2222,2437,4
2263,3675,4
126,1358,4
2977,3639,4
167,2937,8
3472,5148,5
3415,727,6
5477,5491,4
5439,5496,4
5448,5458,6
5436,5478,4
5456,5496,4
5416,5459,6
5414,5426,9
5404,5490,4
4056,839,5
1244,988,4
5654,5678,5
5663,5681,4
4373,5459,5
4042,5443,5
4017,5446,4
2717,5432,4
5476,915,4
4316,5491,11
4083,5414,6
2488,3622,4
4297,5096,4
1447,5100,7
5755,5789,4
5744,5761,8
5791,5799,4
5705,5764,6
5747,5760,4
2825,782,5
1444,5434,6
2792,4933,4
1293,4700,4
1617,3492,6
1456,3816,4
624,752,4
2691,3587,4
1261,132,4
1528,3952,4
374,670,4
5905,5948,4
3250,4391,4
6080,6088,6
6044,6080,4
6007,6022,6
3012,455,5
2681,4455,4
3106,5232,4
4412,6001,6
4412,5494,6
2294,5481,8
5443,6077,6
6412,6484,5
1617,4988,4
3527,4552,4
3492,5420,4
3492,5455,4
3492,6004,4
1548,2544,5
4346,4903,4
3991,4542,5
6570,6572,4
4995,6486,4
6814,6844,5
6833,6848,5
6836,6872,5
6858,6874,5
6817,6884,5
6878,6889,5
4295,4647,4
1444,5042,4
1476,4552,4
1476,4212,4
7021,7090,5
7033,7048,4
5002,6694,4
7147,7162,4
7352,7396,4
7431,7450,6
7424,7486,4
2988,7563,4
3180,7636,4
5761,5966,6
2378,4575,4
3657,4556,4
7788,7789,6
2993,5798,6
1963,5048,4
2272,4440,4
1605,5344,4
2869,3801,4
8150,8152,4
8231,8281,4
8231,8266,4
8246,8276,6
7381,8307,4
2453,4213,5
683,7172,4
3665,7810,4
3421,758,4
6447,758,4
319,659,4
2543,5304,5
2870,4663,4
1769,7613,5
3173,4435,5
1554,6580,4
6416,809,5
4387,5012,4
6922,7101,4
2612,6051,7
5993,6880,4
5798,6063,4
1619,2773,4
1619,6889,4
5964,6898,4
5724,6889,4
5443,6854,5
438,5491,4
6063,6864,5
5440,5993,4
6017,6869,5
5954,6848,4
4990,997,4
5481,997,4
4942,6896,4
6047,6408,4
5771,6884,4
431,8047,4
1447,5546,4
2231,6740,5
1158,253,5
3930,5731,5
5731,6860,5
6932,7437,6
3405,6975,4
3442,854,5
1078,8256,4
4072,5423,4
1544,8121,4
4035,625,4
2868,4497,5
8962,8999,5
8945,8956,6
8928,8973,4
8935,8984,4
1028,2453,4
772,833,4
1374,8924,4
1752,249,4
1468,249,4
1208,3735,5
5482,7872,7
254,8671,4
1917,3802,8
3348,3883,5
9057,9098,5
4663,5639,4
2534,8596,4
4177,8546,5
3709,8355,4
4675,6111,6
3979,8121,5
5867,8837,5
7796,8724,5
5579,7662,5
2776,5579,4
5411,6707,5
8283,9066,4
5081,6304,5
8212,917,6
9212,9298,4
6242,6418,4
2939,4983,4
6052,6294,4
272,4484,4
6752,7508,5
5867,7508,4
4611,8969,4
4046,8983,4
4034,5198,5
9622,9660,5
9750,9760,5
2515,6084,4
8598,9258,5
1747,9395,6
147,8888,4
3078,8509,4
9980,9991,5
1083,8251,4
7652,8515,4
3127,6962,4
5490,8190,5
7662,8461,6
4627,7866,5
8013,9347,6
4449,9664,4
6776,9679,4
622,9690,5
3626,9696,4
388,5359,4
4541,9786,4
2945,8729,7
2012,497,6
4496,4650,7
4955,694,4
1794,5453,4
1767,4541,4
1020,2967,7
4689,5533,4
7600,8197,4
1163,6289,4
10315,10373,5
10334,10371,7
7403,9517,4
10145,6730,4
9430,9868,5
10373,8961,4
10407,10418,5
10403,10408,4
10417,10494,4
10439,10480,4
10439,10492,4
10401,10409,4
10451,10480,4
10447,10459,4
10419,10494,5
10424,10461,4
7220,7799,4
2068,7896,4
8381,9030,4
2068,9834,5
4283,9098,4
3802,9466,5
10368,3741,4
3020,9317,4
2155,8905,4
10552,1916,4
8596,9068,6
10651,6181,6
3627,9252,4
10756,10780,4
10756,10795,6
10716,10760,4
10709,10718,4
10772,10785,4
10780,10795,4
10703,10778,4
10832,10873,5
10847,10868,5
2068,3883,5
11011,11069,5
11119,11131,4
11124,11150,4
11128,11178,4
11142,11157,4
11115,11128,4
11137,11161,4
11206,11283,5
5957,8165,4
11256,1678,4
1246,75,4
10726,8260,4
11388,11395,4
11327,11353,4
10253,10644,4
11275,2718,5
11509,11583,4
10862,2937,5
1343,8195,5
11276,8644,6
10431,8399,5
1024,8542,4
11742,11756,5
11388,544,7
11450,8510,4
9267,9551,4
23,7951,6
2000,2625,4
1218,5299,4
5256,9770,4
6347,7854,4
5071,9894,4
10356,9296,4
1263,5277,4
1064,4336,4
210,4364,4
7679,8266,4
6024,7076,4
2108,6053,7
557,8266,4
4689,7679,4
1378,241,6
5209,7076,4
4318,7098,4
10722,5225,4
11972,5416,5
11747,5587,4
1041,5358,4
2744,7098,4
2062,5653,5
10085,7191,5
10253,4632,4
10576,9522,6
10576,258,6
10576,479,6
7747,9376,5
10616,7747,5
3367,8257,5
4778,7138,4
11886,5047,4
1521,6001,4
11225,6208,6
1673,5748,6
2054,4171,4
10015,2054,5
5612,9160,4
1825,240,4
2626,939,4
11275,4494,4
556,7737,4
2718,8919,4
11930,1562,4
10690,3924,4
3519,953,4
11276,7837,4
3877,839,4
10175,3693,4
4781,9977,4
4484,7693,5
10085,3867,4
1860,5116,5
1747,6111,4
1747,9421,5
10784,7565,4
1132,1772,4
1580,3309,4
1431,8922,4
6333,919,4
638,7903,5
11879,9576,5
10196,1562,4
10795,6701,4
11876,4133,4
11886,5587,4
1378,7187,4
1378,3191,4
11888,2745,4
10306,6741,4
10596,3798,6
2489,968,4
7222,9615,4
9281,9615,4
10130,11171,7
10749,3065,4
264,9357,7
7862,871,4
11690,9988,4
1266,5813,4
12051,3486,5
10960,3498,4
12018,5798,4
10432,707,4
12540,12589,4
12508,12544,4
10179,5002,4
2259,6089,4
10670,4220,4
2949,3977,4
11807,4927,5
3665,6066,4
1470,3665,5
10040,1368,4
611,9561,4
7343,7714,5
4204,5721,4
12310,1311,4
11544,7877,4
10809,12074,4
11303,8039,5
12709,12717,4
3595,5551,4
2306,75,4
3367,4810,4
11552,3513,4
12173,12859,4
12072,12436,4
11631,6074,4
11290,8106,5
4827,6567,4
11796,8579,4
3466,8871,4
8252,8642,4
13244,13279,4
10403,4362,4
12633,13440,4
13642,13693,4
13665,13694,4
4496,6146,5
10559,2910,4
12335,9738,5
4701,9875,4
11360,6718,4
12937,7376,4
12448,412,4
4939,5216,4
13112,7552,4
1272,13549,4
13215,6019,4
13594,9472,4
13822,13840,4
11502,6494,4
13839,2925,4
4785,9408,4
10627,998,5
11186,2844,5
10747,4433,4
3875,7995,4
3257,7825,4
8036,9653,5
10340,1064,4
2685,8036,4
5046,9713,4
5836,8664,4
13253,9228,4
10004,3632,4
10908,1850,6
12189,5769,4
12298,13941,5
3405,9217,5
14090,14094,4
3925,6642,4
10685,13753,5
4181,9535,4
13900,1825,4
11334,3382,4
11198,12787,4
13541,18,5
12323,6535,5
13249,6293,5
13218,9540,5
13571,7555,5
12476,603,4
10541,1558,4
14087,4421,4
11211,3319,4
13218,712,4
10244,5212,4
2868,9992,4
13564,2639,5
1591,2092,5
7712,8763,4
3865,5516,5
11562,8763,4
356,3679,4
14601,14661,4
14631,14657,4
14741,14754,4
14731,14757,4
14728,14769,4
14776,14779,4
15049,15071,4
15160,6764,4
244,290,4
771,774,5
770,800,4
1245,327,5
1426,1492,4
1439,1465,5
328,746,4
1770,1791,4
1970,1999,4
2101,2156,4
2311,2379,4
190,2004,4
119,2026,5
2568,2576,5
254,256,6
521,556,4
643,699,5
610,670,5
605,610,4
703,755,5
747,764,5
745,790,4
701,749,5
761,792,7
828,853,4
847,874,6
845,881,4
1002,1013,5
1001,376,4
1351,1393,5
381,773,5
1057,766,5
1013,797,5
1904,1960,4
1928,1930,4
1933,1990,4
1903,1954,4
1908,1982,4
2158,2189,4
2137,2185,4
2134,2185,4
2129,2163,4
2232,2234,4
2247,2297,4
2233,2243,6
2225,2300,5
2272,2284,4
2409,2419,4
2532,2591,4
3134,3172,4
3167,3198,6
3245,3297,4
299,601,6
271,3141,4
212,3104,4
3440,3477,5
3402,3461,5
3547,3567,4
3568,3585,6
3183,620,4
2130,3177,4
3967,3971,7
4083,4088,4
4011,4078,4
4002,4017,4
4009,4042,7
2199,221,4
2128,224,4
1479,1828,4
2570,275,4
2586,402,5
2567,610,4
1289,1699,5
1066,3941,4
1635,2886,5
4252,4296,4
4227,4281,4
281,3414,5
1298,255,4
2946,938,4
2156,252,4
1351,2930,5
2939,935,4
4401,4444,4
4460,4496,4
2458,3639,5
2454,3681,4
4059,4353,7
4071,4377,4
4084,4344,4
4012,4395,6
4022,4359,5
2515,368,5
4674,4690,7
4640,4680,4
4638,4681,4
4614,4700,8
2734,2886,4
1465,2906,4
1813,962,6
1666,2959,6
3135,3286,4
1970,4073,4
2773,446,5
1484,4013,5
4053,930,5
2959,4059,5
2717,4053,7
1818,4339,5
4840,4869,4
4809,4883,4
4854,4862,4
3593,3913,5
2775,4178,5
5022,5098,5
5055,5058,4
3539,3682,5
2288,3668,5
2965,3540,4
2223,2405,4
130,2977,5
3681,946,4
3639,941,4
1384,3681,4
1350,2904,5
2901,920,5
2295,946,4
1034,1365,4
5416,5471,4
5409,5491,4
2277,4575,5
4678,5026,5
5505,5584,6
5540,5548,6
1315,4384,5
5606,5692,5
5688,5698,4
4009,5419,5
4399,5484,6
5499,915,5
1696,5436,5
5410,930,4
1314,5467,4
1043,4091,4
2972,794,4
1766,945,4
1413,4282,4
5719,5759,4
5746,5788,4
5762,5765,4
5736,5775,5
1762,537,4
2529,300,4
2594,4060,4
1984,2694,4
2509,4941,4
1293,4614,4
290,867,4
311,602,5
1219,226,6
3999,602,4
338,3952,4
415,727,4
5923,5979,6
3237,843,4
455,4981,5
2555,6,4
5720,5954,8
1106,574,4
1214,592,4
3404,3991,4
1586,5420,4
391,4069,4
6717,6763,4
6814,6853,5
6824,6853,5
4295,5467,4
1476,5367,4
7034,7048,4
7104,7185,4
2869,5952,4
7753,7761,4
7720,7727,4
1817,4373,5
4470,5911,4
1569,5789,4
7851,7853,5
7801,7822,4
1315,2485,4
1366,5696,4
3676,5922,4
8105,8121,4
8230,8270,6
8269,8295,5
1946,3932,4
2079,7873,4
1244,6418,7
1059,4210,4
1076,1641,4
1767,2492,4
439,8270,4
3293,4344,4
2162,888,4
2101,6585,4
4416,853,5
4235,7151,4
7835,8386,4
7741,7859,5
7379,7861,4
1344,7779,4
3442,5074,4
6418,8015,5
6071,6469,4
6016,6855,4
1817,6817,4
1619,5494,4
4373,6858,4
4373,6049,4
5724,6096,4
6001,6874,5
477,6889,5
6075,6833,4
6075,6824,4
4674,6874,5
3576,6897,5
4316,6408,4
4316,6896,4
6017,6858,4
6870,950,4
184,6878,4
2294,6855,7
5788,6896,4
4969,5788,5
2759,5761,5
4916,7430,4
4823,816,4
368,680,4
1942,7821,4
2273,8386,4
2412,3545,4
8661,8662,4
8654,8690,4
7770,8209,4
1198,5276,4
4468,7601,4
441,7685,6
1432,7629,4
8802,8850,4
8925,8966,4
8914,8931,4
8917,8938,4
7646,8120,4
6036,7532,5
1075,2928,4
7872,901,6
4586,6720,5
3471,8656,4
3670,8180,6
8127,8684,4
5796,896,6
6180,6595,4
6166,8260,4
3742,5620,4
9026,9091,4
9006,9035,4
9013,9086,4
9097,9098,4
1913,769,4
8149,942,7
494,763,4
3749,860,4
3742,9040,4
6365,9083,5
5869,9083,6
4249,8289,4
5789,6745,4
451,8037,4
1244,5819,4
5490,8068,7
1613,8068,4
2939,5596,4
1735,7068,4
2124,6293,6
1276,4623,4
9353,9368,4
9340,9373,4
4514,8542,7
2423,6093,5
9435,9470,4
4611,5198,6
4142,467,4
2156,5012,4
9676,9686,4
9649,9696,9
9650,9686,4
9620,9622,6
9619,9665,5
9656,9660,4
9601,9622,5
9624,9693,5
9628,9665,5
5546,5876,4
3760,6061,4
3820,9513,4
8228,9223,4
8036,9229,5
8336,9217,5
7369,8563,4
10036,10087,4
10046,10085,4
4031,4556,4
1956,3746,4
2155,3432,4
7243,8048,7
5490,5789,5
441,5596,4
4860,9693,4
5572,9686,4
6776,9664,4
5560,9755,4
2030,8013,4
5332,9920,4
2841,8729,6
1860,637,5
3616,4496,5
8724,8884,4
8237,91,5
3588,5538,5
1342,3622,4
3998,8171,4
10325,10371,5
10376,10397,4
10338,10373,4
2937,8589,4
4541,7153,5
5789,8441,5
2625,5737,4
1321,9388,4
10327,4249,4
10371,4850,5
10349,3590,5
10412,10492,4
10428,10481,4
10415,10481,4
10438,10451,5
10433,10483,4
10449,10494,4
2529,429,6
10196,9833,5
281,6707,4
10389,5876,5
10107,9466,5
8775,9834,4
10625,10654,4
10661,10697,6
10661,8017,5
10690,4404,5
173,9619,4
1703,7658,4
10373,8158,5
10539,511,7
2354,9066,5
2354,4451,5
4774,9066,5
392,4774,5
10702,10704,4
10702,10718,4
10714,10791,4
10743,10775,4
10727,10737,7
10704,10709,4
10785,10799,4
10764,10786,4
4970,5487,4
10843,10873,4
10869,10875,4
10819,10850,4
11041,11060,5
11030,11044,5
11165,11175,4
11124,11198,4
11164,11180,4
11131,11174,4
11135,11141,4
11137,11163,4
11296,8165,4
783,9828,4
11276,932,5
2581,6777,5
3029,9621,4
10720,4202,5
11359,11395,4
203,4080,6
10937,11041,4
479,8519,5
5533,8562,5
3090,8596,7
5021,8030,6
10746,2967,5
4404,9833,5
10616,4293,4
1164,1678,5
10819,3589,6
556,8444,5
6013,8165,4
2811,3807,4
10334,3486,4
8403,9551,4
11243,391,6
2181,7542,4
1340,7537,4
1505,690,5
7711,8163,4
7008,7327,5
3298,795,5
11914,11919,4
10799,5071,4
10806,4632,4
1064,888,4
1064,1670,4
5132,557,4
5132,7706,4
1670,2532,4
1670,8266,4
241,4318,4
2108,7076,4
371,7679,4
2489,736,6
7076,7706,4
2532,5696,6
2117,736,6
4580,9659,4
4580,6522,4
10010,11930,4
11746,5387,4
12005,12052,6
3693,728,4
3615,613,4
4816,6343,4
2544,3416,6
2544,4363,5
2544,9777,5
1475,9522,8
1413,8006,5
10576,8562,5
10576,2201,5
10616,10833,5
11137,4745,4
2702,7180,4
4497,8721,4
6471,9495,4
4917,80,4
4917,6208,6
4494,4749,4
1464,9441,8
10975,11957,5
6013,8040,6
4404,9049,4
11898,8163,4
2000,4451,4
5093,7844,4
2437,3322,4
1860,628,4
11225,7191,4
12352,12381,4
1352,7236,4
9062,9600,7
4784,5540,4
3720,9829,4
1074,2276,4
1563,435,7
7667,8375,5
6333,6409,4
2543,7452,4
12473,12476,4
3883,6554,4
10394,7859,5
9522,9893,5
4430,6001,4
1157,6428,4
8059,9827,4
3178,5043,4
1562,7444,4
10354,12358,4
1378,9557,4
1282,865,5
1232,781,4
264,9281,4
1099,3997,5
10179,9988,5
12057,8704,5
10479,230,4
7266,8821,4
2185,953,6
1189,9063,4
4514,8197,4
10056,12005,4
6208,9025,4
2529,3173,4
10244,1338,4
5219,5530,5
12545,4529,4
10847,993,4
10512,611,4
4272,4927,5
3889,996,6
10661,6523,5
11844,11962,4
1410,1563,4
2653,7509,6
12323,9101,5
10478,9252,4
1889,2727,4
2518,6899,4
459,9688,4
6347,8212,6
5603,6900,4
6323,6535,8
3226,6541,4
12506,599,6
5212,7099,8
8271,9445,7
3847,7499,4
3752,9443,4
4940,8317,4
6072,6146,4
5634,9101,7
10467,10559,4
11553,12371,4
13215,6104,5
10909,13683,4
13694,9696,4
5275,926,5
13803,13835,4
13851,13870,4
2925,9613,4
13898,9699,5
13937,13939,4
13940,13943,5
11450,11834,5
5661,5922,5
11735,657,4
10955,1928,4
10340,5414,5
11527,9466,4
12594,8348,4
2685,7995,4
12570,456,4
11379,7853,4
12586,501,5
10767,11593,6
2125,6626,5
10115,5046,4
12286,6532,4
3632,6532,4
320,4711,5
12497,5661,5
13522,362,4
12170,2206,4
14008,14022,6
12497,446,4
12497,7286,5
778,9252,4
10988,5513,4
1196,954,5
11198,9856,4
1947,4115,4
12947,14060,4
11513,14091,4
6323,7661,5
13249,9540,6
13284,6857,5
356,6535,5
2548,4770,5
2548,5212,7
12088,9355,4
1539,6758,5
4212,603,4
12477,5175,4
12531,8411,4
12531,3309,4
3485,8220,4
2069,7099,4
13218,3319,4
3897,8057,4
13284,2106,4
12212,1597,4
12551,4335,4
2548,8446,4
5111,5634,6
10067,8446,6
2684,7530,4
12146,738,5
2092,5111,4
2350,5101,4
2658,2814,4
3638,9082,4
1196,1242,4
13160,4090,4
13160,1740,4
10908,8961,4
14055,8746,5
12862,12908,4
13194,6056,4
14714,14770,4
