passenger1,passenger2,Number of flights together
8386,8394,4
43,4803,4
2285,7120,5
2266,7886,4
8579,8595,5
8534,8594,5
2527,6418,4
1291,5375,4
3896,4897,4
5100,5905,5
4404,4716,4
6600,8230,4
2239,4360,4
2916,3796,4
4916,5059,4
4221,7581,4
5074,6974,4
6071,6854,4
5769,6063,4
324,6017,4
5494,6884,5
1817,6809,4
4373,6071,4
5443,6885,4
6064,6853,5
6001,6814,5
438,4969,4
477,5494,4
2717,6853,4
6075,6817,4
5500,6817,4
6847,959,4
3544,6866,4
4607,6878,4
2993,4674,4
5491,6885,4
2571,5549,4
1797,6725,4
5716,6805,6
6912,7460,4
3777,5477,4
3650,8358,5
4777,524,4
4035,95,4
5442,8190,4
8908,8915,4
8948,8957,4
8956,8963,5
8928,8945,4
8934,8948,4
2862,3589,5
5015,813,4
1368,4126,4
1169,991,4
1169,3124,5
2392,4178,4
7662,7872,8
1208,5482,8
1208,4468,5
7602,8353,5
1734,3471,4
1831,7676,5
352,4786,5
6180,6342,4
5873,8257,4
3742,8251,6
9016,9072,5
9006,9027,4
4719,529,6
6565,756,4
1308,6550,4
3329,763,4
1143,701,4
663,6745,4
4249,5505,5
2857,4249,8
1208,6796,5
1169,8241,4
451,5911,4
1613,8073,5
1343,2185,4
9345,9384,4
1401,7253,4
6205,855,4
1376,8420,4
9601,9696,4
9601,9656,4
9640,9665,6
9610,9640,5
1078,1641,5
8228,8887,4
6310,7899,4
135,8563,4
147,9245,5
6777,8545,4
1319,8893,4
2811,6583,5
545,7995,4
1684,9957,4
9586,9963,4
2076,2811,4
4584,863,6
3286,8961,4
7253,8624,4
9364,9904,5
3439,5683,4
9795,9997,4
5518,9753,4
2504,9713,4
6857,7898,5
3064,4774,6
2012,2345,6
1675,3176,5
1434,3187,4
1067,2310,4
7811,8782,4
3967,4454,4
2262,8964,5
5942,9755,7
2234,8234,6
4202,6729,6
5533,8685,4
10322,10397,7
10352,10356,5
10352,10371,6
6831,848,4
3466,7948,5
5232,9166,4
10046,8552,4
10353,4249,4
10412,10424,4
10407,10417,5
10484,10498,4
10417,10470,5
10419,10481,4
10424,10483,4
2653,8591,4
3968,9687,4
2611,9617,4
4085,7520,5
3233,7520,4
5812,7986,4
10313,6707,5
10516,10570,4
7810,8048,6
4627,7247,4
4897,9991,4
10368,7643,4
3741,5668,5
7551,9940,4
9356,9598,4
2534,7600,4
4613,7568,4
3588,9540,4
174,2231,5
1822,4774,5
10702,10751,4
10788,10795,5
10705,10706,4
226,9864,4
2250,8747,4
3233,6946,4
11006,11057,4
11027,11060,5
6095,9302,4
11129,11148,4
11111,11193,4
11131,11148,4
11109,11129,4
11120,11180,5
11120,11150,4
11102,11188,4
11136,11143,4
2701,5957,4
11296,3958,4
75,932,5
10785,4451,7
10779,2945,4
11304,11336,4
1677,3975,4
5533,9522,6
10530,2262,4
3243,8017,4
6529,9777,4
10406,10654,4
1158,2529,4
1337,8427,6
5314,5953,4
4130,4778,4
11522,11565,4
620,6777,6
10985,4650,5
5055,5669,4
1024,2185,6
1191,3612,5
7335,9500,4
4543,6310,5
10497,8877,5
10706,4700,4
157,9259,4
11359,6652,4
11388,1511,4
11808,11853,8
10740,5489,4
5021,7844,5
2957,7002,4
10798,2861,5
1033,10340,5
10806,8290,4
237,4364,5
4823,736,4
3275,7809,4
1064,5031,4
10016,4318,4
3851,5031,5
1296,2117,5
241,2489,6
400,888,4
1041,8194,5
371,8424,4
1378,4318,4
5031,7076,4
4318,557,4
4010,4188,4
4056,4543,4
11954,4802,4
11408,5380,4
11478,11939,4
11472,11948,5
10017,8879,4
10037,10394,4
4713,8368,6
8877,9380,4
1966,8851,5
3894,9629,5
11853,1534,5
1311,6134,4
1424,9629,4
11370,5511,5
10277,3545,4
1383,8659,4
2982,4294,4
10398,8132,4
12135,12157,4
11972,6783,5
10465,3921,5
10764,8030,4
1056,5096,4
5096,582,4
10796,2765,5
11296,1263,6
10714,8353,4
10702,3322,4
4451,582,4
12152,2379,4
11787,12113,4
10123,3191,4
4675,5748,5
3558,8045,6
6085,6803,4
4023,5201,4
10344,9957,4
1115,6385,4
10531,7440,4
5278,5447,4
10016,4200,5
11940,1449,6
8533,8674,4
10382,1678,4
10354,5080,4
10484,1966,6
10731,4781,4
11610,7187,6
3913,9822,4
3820,7924,5
11897,8830,5
1410,8830,4
11662,9465,4
10050,9742,4
10043,8042,4
2869,8981,4
12057,8988,5
4058,4636,4
1972,8400,6
4796,9826,4
10190,6409,4
11376,12173,6
11224,12052,4
12539,12570,4
12526,12557,5
10757,517,8
11114,9665,4
11193,1449,4
2926,7301,4
12578,5438,4
11483,3665,4
3863,8023,5
10741,4872,4
2941,4272,4
5754,7060,6
2684,5120,4
7720,8315,4
11844,6056,4
7756,9765,4
1115,9357,4
12255,9601,4
1311,5230,4
12335,8180,6
4190,8597,4
12392,9824,4
1982,7043,5
12747,12797,4
11336,4597,4
4939,8566,4
11422,5958,4
1482,9696,5
86,9922,4
10357,11542,4
11018,8961,5
1637,4503,6
7744,8025,5
10525,7469,4
12298,1526,4
10446,5072,4
1649,7469,4
12697,5990,5
13247,13279,4
12273,3149,5
3658,9707,4
13414,6294,5
13669,13671,4
2256,5319,5
4496,6072,4
10454,5574,5
9707,9904,4
1866,3105,4
2604,5332,5
3957,7552,4
1981,2125,4
13244,5012,6
10573,13594,5
13848,18,6
13174,2472,5
13911,13943,6
8218,9234,4
13414,13899,4
3431,4463,4
3431,8882,4
10023,10652,5
4433,8995,4
11716,8196,4
3875,9466,4
3597,7209,4
1753,3615,4
11379,8732,4
2243,6923,4
12111,9649,4
5867,6630,4
1739,6800,4
137,917,4
5260,917,4
1723,9856,6
363,5260,4
11326,170,5
7643,8960,4
3065,7846,6
13215,4746,4
1454,5081,4
1977,6415,4
10640,4353,4
13862,8563,5
12981,6864,5
6323,7060,5
11211,13221,5
1591,4957,5
10067,5007,5
12299,7643,5
3461,5136,4
10568,6981,4
10447,2610,4
10447,11872,4
8267,9146,4
11211,183,4
5101,7721,5
183,8057,5
13564,42,5
10244,8552,4
13163,13571,4
13731,7286,4
2868,7530,4
1688,49,4
2807,5101,4
6085,8556,5
13160,8211,4
1399,3907,4
10289,2068,4
7643,8196,4
10274,1728,4
14646,14657,4
14751,14779,4
14728,14770,4
14728,14751,4
14768,14777,4
14707,14713,4
15146,15176,4
118,169,5
147,169,4
226,299,5
382,395,5
563,568,4
704,747,5
733,774,5
731,737,5
776,777,4
709,792,6
805,832,4
805,843,5
891,897,4
1024,1066,4
1102,1200,5
1025,376,5
1342,1359,4
1308,1381,4
1001,752,6
309,712,4
366,704,4
1077,1219,4
1914,1993,6
2160,2163,4
2120,2131,4
2207,2226,4
106,173,4
101,165,4
234,243,4
376,395,5
315,382,5
328,381,5
545,569,5
606,659,4
703,766,5
727,750,6
737,755,5
750,766,5
801,812,4
849,894,4
901,930,5
1009,1047,5
1043,313,7
1232,1268,4
1267,1283,4
1322,1394,5
1427,1479,4
1056,766,4
1031,760,4
1506,1572,4
1905,1984,4
1923,1971,4
2119,2148,4
2148,2181,4
2148,2165,4
2107,2137,5
2253,2259,4
2262,2264,4
2233,2252,5
2440,2474,4
2457,2481,4
2531,2568,5
2702,2745,5
2933,2957,4
3151,3174,4
3204,3279,4
3311,3399,5
3117,658,4
3149,638,4
3413,3446,4
1247,1599,5
3529,3553,6
3603,3681,6
1053,3405,4
3436,740,4
3855,3898,6
3885,3894,4
3921,3988,4
3929,3932,4
4057,4072,4
244,3198,5
2175,3195,4
1479,2792,4
1801,2729,5
4170,4177,4
4139,4171,5
2539,606,4
212,2534,5
204,351,4
1034,2501,6
2537,358,6
1544,3933,5
2202,3526,5
2065,3078,8
2329,2870,4
2886,3093,8
4223,4249,4
4254,4282,4
4208,4251,4
1056,3155,4
374,696,5
3491,690,5
1673,255,4
275,427,5
4347,4350,4
4318,4398,4
1570,991,5
1314,928,7
2941,975,7
2939,915,7
1581,1693,4
1269,3104,4
2206,3515,5
4407,4429,4
4405,4496,4
4418,4466,4
2497,3657,4
4542,4551,5
4618,4690,4
4640,4643,5
4673,4675,4
1406,2784,5
2725,435,4
2760,3041,4
1817,613,4
1900,2869,4
1484,1818,7
1813,979,4
1337,2783,6
2390,3609,4
2773,4674,9
1808,4614,5
2969,4316,7
204,4016,4
2511,4042,7
4884,4891,4
2478,3520,4
1387,3639,4
1387,3675,4
1330,2325,4
2437,2924,4
3540,3648,4
1343,2458,5
3802,5372,6
1396,2400,4
5471,5496,4
5489,5497,4
5458,5459,4
5410,5416,4
5414,5439,6
5412,5486,4
5422,5450,6
5402,5467,5
5402,5490,5
1430,5319,5
5526,5568,4
5614,5653,5
5605,5696,4
5669,5679,4
5619,5680,4
407,5423,5
4080,5466,5
5406,915,4
4399,5468,6
5423,928,6
1946,3713,4
2408,3454,4
1167,4109,6
1082,794,4
4139,4398,4
4287,4610,4
5704,5786,4
5711,5737,4
5711,5788,4
5718,5738,5
5757,5761,4
5706,5737,4
5702,5769,4
5738,5792,6
5879,5882,4
1020,2336,6
1643,4069,5
3892,4591,4
3861,5455,6
4554,5455,5
1538,3385,4
2767,4979,4
1573,3970,7
3238,798,7
399,670,4
1219,1545,4
2700,419,4
5927,5944,4
5911,5953,4
5922,5976,5
5929,5951,4
4391,5133,4
6064,6077,7
6007,6099,6
2128,3677,5
1246,3615,5
2605,4984,5
1721,4738,4
446,5468,4
5491,6071,6
5468,6043,4
4911,6013,5
1464,6013,7
6418,6447,11
3861,4523,4
2504,3961,4
1617,4430,4
1651,5422,4
6527,6550,4
1868,6402,4
5605,6177,4
1643,5025,4
4734,6570,4
7364,7393,4
7424,7442,4
7607,7621,4
334,3967,4
2425,4294,4
7704,7785,4
5798,6408,5
7363,752,4
1994,5310,6
8223,8247,4
8320,8383,4
8326,8375,5
393,7713,4
4299,4884,4
428,4660,7
1467,4916,4
324,6071,4
4373,6880,4
6408,6896,4
5724,6064,4
2734,6824,4
438,6039,4
6075,6469,4
4316,6839,4
5954,6830,4
5491,6869,5
5771,6825,4
2759,6855,5
6446,8470,4
2992,507,4
670,7796,4
627,6989,4
3405,4919,4
8216,8353,4
3278,7770,4
3169,8132,7
4035,4550,6
3330,3950,4
1677,8132,4
1230,5442,4
1230,7601,5
4421,7662,4
3292,7606,5
1432,2326,5
8928,8979,4
8935,8970,4
8934,8956,4
8961,8970,4
3302,772,4
7110,7433,4
7831,8983,4
1143,8010,4
2906,7868,5
8142,8454,4
7671,7801,5
4779,7650,4
3147,5812,5
4742,4981,4
3255,564,5
3255,5812,5
1733,6338,7
4338,7074,5
5700,8288,4
1189,5007,5
9005,9082,4
1050,4139,4
1143,2660,5
4764,4854,4
3905,8557,4
3418,6796,5
2527,5456,4
4904,6294,4
4627,8093,7
4399,7540,6
6773,6810,4
5596,5795,4
4700,8073,4
6876,8068,5
7034,7612,4
432,5067,4
2747,3153,5
9316,9366,4
9412,9421,5
9505,9568,4
9613,9628,4
9624,9690,5
9753,9766,5
8072,9263,4
9924,9926,6
163,8705,4
4927,8889,5
782,8835,4
4541,9924,5
2503,4584,5
3730,6293,4
2068,7220,4
3093,6100,4
3590,5490,5
5094,9365,4
4076,4553,4
5672,9679,4
1982,9672,4
5096,8824,4
1089,3601,4
5359,9620,4
4270,5652,5
4034,9066,8
3468,8979,4
174,2012,6
182,8720,4
1434,2354,5
2476,82,4
4391,6622,4
4820,7898,7
325,694,4
1849,9645,6
10325,10397,5
10330,10331,4
10145,9340,5
8037,9030,4
5989,8441,4
9333,9537,5
10315,4249,4
10394,6084,4
10397,1677,4
10427,10446,4
10402,10452,5
10431,10456,4
10482,10483,4
10440,10442,5
10416,10486,4
10468,10469,4
1828,9160,6
8189,8956,4
5328,8273,4
3442,9053,5
1246,9828,8
1160,1419,4
1078,7220,6
6447,7768,4
10335,9042,4
6084,813,5
3153,9101,4
1917,9834,5
4772,9410,5
3278,9441,4
10025,9684,4
1475,8714,6
525,8735,5
2336,3028,5
1437,3875,5
4202,8262,5
2012,392,6
10702,10770,4
10702,10795,4
10742,10776,4
10710,10716,4
10762,10791,6
10712,10767,4
10772,10799,4
8956,9864,5
10862,10873,4
10553,9727,4
11119,11136,4
11119,11169,4
11169,11194,4
11101,11143,8
11101,11145,4
11101,11175,4
11178,11194,4
11163,11180,4
11131,11187,4
11131,11145,4
11122,11139,4
11121,11194,4
11151,11158,4
11109,11138,4
10463,10953,6
3958,4650,4
11272,3958,4
10726,2945,4
11417,11473,4
11472,11478,5
10486,5266,4
1511,5665,4
7373,9522,5
7373,8006,5
3896,9581,4
10271,4092,4
10548,8714,4
6529,8714,4
6468,9997,4
10832,8803,4
1622,3157,4
11296,620,6
1343,8444,4
6541,8886,4
7335,9964,4
11853,11885,6
11874,11878,5
2706,3502,4
1191,4732,7
2196,8579,4
3531,5299,4
4514,4707,7
4745,8513,4
10206,7711,4
10206,2437,4
11090,795,4
11946,11964,5
2906,7327,4
2243,5046,4
3275,5696,4
10083,7706,4
1404,6987,4
1138,4823,4
241,3432,6
4584,6053,4
4689,6024,4
728,7706,4
1283,5209,4
4269,6987,4
4188,4337,4
4121,4689,4
10037,4010,6
2117,728,5
4580,4728,5
4056,6827,6
4161,504,4
10758,269,4
10559,11198,4
11478,11972,4
11137,11418,4
11919,4802,5
12035,12057,4
2411,5530,4
10536,258,5
1342,9539,5
1490,3223,4
3223,9777,4
3243,8257,4
3021,6447,5
11808,1534,5
11418,2708,4
10024,1673,6
10015,4827,6
11095,1828,4
12115,12165,4
288,7801,4
1164,4707,4
1198,9184,5
10764,9951,4
10203,7560,4
10203,11817,4
11883,8851,4
10234,10767,6
11874,582,6
11874,4945,4
582,7682,4
10938,5549,5
258,9403,4
11067,9389,4
11280,7950,5
2054,4713,4
4917,7950,5
11225,7983,4
8368,9359,5
4737,9127,5
10658,3807,4
11285,435,6
1115,2276,4
2171,3720,4
4610,6409,4
12417,12458,4
8827,9282,4
11840,2783,4
1525,5043,4
3080,4876,4
12376,8821,5
10479,12328,4
10778,4133,4
10731,2489,4
10731,3798,5
12446,5982,4
230,5643,5
8830,9615,4
11014,1403,4
1555,3332,6
11782,7585,4
11267,2869,4
4796,7725,4
6349,7376,4
6237,7980,4
10432,2378,4
12005,871,4
11535,707,4
12552,12563,4
5603,6369,4
3113,9280,4
9233,9985,4
5046,993,4
10847,3665,4
45,8901,4
10720,993,4
8095,86,4
1029,9620,5
11422,7509,5
10181,2462,5
12764,12789,4
12850,12899,5
11542,375,4
12298,7469,5
12323,6963,4
12497,362,4
10473,7834,5
7565,8375,4
11745,8579,4
7338,8372,4
10446,7800,5
1015,12672,4
11590,8579,4
13424,13472,4
4420,7660,4
2192,4115,4
10154,7023,4
3917,7773,4
5072,6146,4
2377,3409,4
1424,9512,4
11571,7593,7
7657,9524,5
11360,12006,4
2427,3121,4
276,6616,5
13651,5332,5
1272,13277,4
13848,13870,4
10808,8015,5
11834,13753,7
10507,6993,4
3155,7547,4
3431,8218,4
2810,7023,4
1186,4785,4
11607,8411,4
10812,7995,5
8036,9152,5
10496,12539,4
12570,3615,4
2549,8036,4
12284,9599,4
12373,8994,4
12126,9505,5
5380,9355,4
3065,8025,5
10685,11450,4
11011,12587,5
3367,4181,4
10653,800,4
13620,5632,4
11198,5171,4
12947,6437,4
2112,7555,5
1591,6293,5
5007,5212,5
11587,12323,5
13682,9031,4
1611,6939,4
13731,5012,4
13731,7118,4
10747,13628,4
4391,9480,5
12021,9043,4
13218,183,4
13571,183,5
10205,1591,6
2548,7114,6
1009,356,4
11572,13296,4
10938,9540,4
1122,9532,4
1122,7684,4
49,7624,4
11870,4868,4
14225,14260,4
4540,7165,4
4755,8057,4
10248,8556,4
11353,4090,5
11353,9890,4
11282,9688,4
14626,14629,4
14728,14741,4
15122,15180,4
101,134,4
101,106,4
214,228,4
281,292,5
266,275,6
334,376,5
606,681,6
729,758,5
706,730,7
751,752,8
750,755,8
740,747,5
1025,395,4
1323,1370,6
1407,1492,5
1422,1482,5
1001,716,7
374,764,4
368,704,4
1035,786,4
1092,1236,5
1238,350,4
1808,1853,5
1956,1991,4
2120,2158,4
2209,2234,4
2486,2489,5
53,95,4
142,173,6
274,275,10
355,368,6
366,381,5
629,634,4
764,774,5
724,774,5
734,747,5
759,762,6
835,855,6
848,881,4
852,885,4
849,895,4
1012,1036,4
1144,1157,4
1072,341,5
1222,1284,4
1264,1268,5
1044,768,4
1617,1626,4
1637,1699,5
1879,1882,4
1927,1955,4
1903,1984,6
2012,2024,7
2134,2179,4
2233,2245,6
2206,2249,5
2241,2264,4
2440,2475,4
2436,2496,4
2404,2430,4
2068,2315,4
2539,2600,5
2705,2793,4
3167,3195,6
3242,3293,5
274,650,6
3180,606,7
226,650,4
3463,3475,4
3402,3493,4
3414,3438,4
1024,1594,4
1024,1553,4
1569,2681,4
3624,3698,5
3629,3672,4
1812,2745,4
3438,739,4
3402,746,5
3712,3770,4
3739,3776,4
3779,3791,4
3807,3809,4
3929,3939,4
3947,3957,4
4046,4092,7
4073,4091,5
4035,4066,4
2152,295,4
3174,649,6
221,3159,4
4129,4136,5
2586,293,4
2510,684,5
2576,443,4
2571,451,7
2567,3123,4
1287,3930,4
2214,3526,5
1602,2801,6
4223,4224,6
4255,4295,5
4226,4260,4
244,740,5
2106,374,5
3151,3410,4
4307,4335,5
4371,4388,4
4313,4314,5
4310,4314,4
2959,915,7
1328,2943,5
1377,993,6
2223,3554,7
4401,4474,4
4465,4484,4
2334,2498,4
4512,4594,6
4087,4361,4
1046,1617,6
3883,4548,5
4611,4628,5
4609,4668,4
4657,4686,4
4650,4680,4
4661,4670,4
1248,2758,5
1837,2752,4
1464,2776,4
1611,2722,4
2769,979,4
4113,629,4
1911,3317,6
4732,4791,4
2457,3643,4
1314,4316,5
1464,4013,5
5157,5170,4
2462,3575,4
5325,5394,4
5312,5393,5
2965,3589,4
1347,923,4
130,1387,4
2315,2985,4
1384,2441,4
2998,955,4
3698,923,4
2910,977,4
5159,812,4
378,5186,4
1126,352,4
5456,5477,4
5464,5478,10
5412,5464,4
5438,5443,4
5420,5495,4
5432,5481,4
5432,5467,4
5404,5432,6
5402,5423,5
4678,5048,5
4373,5481,8
5467,930,4
2941,5438,5
4395,5423,7
1971,2074,4
2901,852,4
2325,852,4
2712,4344,6
4297,5310,4
1413,4237,4
5703,5741,5
5755,5788,4
5744,5762,4
5711,5731,4
5766,5788,4
5702,5774,5
5727,5773,6
1538,3295,4
1009,2292,5
1548,3991,6
5143,649,4
1070,1599,4
3919,752,5
2106,3587,4
1255,363,4
2700,4438,4
5911,5951,4
5976,5991,4
5918,5978,5
5962,5994,4
2111,3250,4
2131,3250,5
2124,4315,4
6335,6336,5
2625,3989,4
5718,5912,4
2717,4969,6
3992,6027,6
4656,6062,4
1769,4473,4
2544,3527,4
1339,4971,4
2216,4002,4
6723,6736,4
4430,4647,5
4205,5053,4
2775,3861,4
4523,5042,4
4212,443,4
3492,4641,4
1476,4300,4
1476,3861,4
1476,4430,4
2848,5025,4
6932,6938,6
7027,7080,4
7075,7096,4
7101,7170,6
7436,7454,4
7450,7487,4
5775,5922,5
7603,7608,4
3594,7677,4
1263,3595,5
7766,7771,4
4481,5734,5
4373,5771,5
5766,5949,4
5720,997,5
438,5966,5
4574,7342,4
4487,7244,5
3867,7253,4
2988,7180,5
8001,8005,4
4899,5325,4
8150,8179,4
8228,8240,4
5549,7558,4
1250,4904,4
8350,8358,4
8519,8562,7
8503,8523,4
2440,7627,5
5959,614,4
337,507,4
1452,6585,4
2162,2988,4
6531,7550,4
1005,7590,5
7759,7837,4
4632,6447,6
3695,3967,4
4945,5401,4
1619,6869,4
1619,6836,4
5724,6884,4
2734,6897,4
6069,997,4
3576,6836,4
3120,6893,4
2294,6825,5
5481,6832,5
5788,6064,5
2773,5954,4
4942,5720,4
5734,6880,4
4481,6064,4
1613,4627,6
4190,8470,4
1338,1538,4
5544,905,7
1797,7680,4
5525,5759,5
1078,5737,4
398,6927,4
2430,7624,4
1635,4550,4
4035,441,4
2857,3735,6
2776,3169,4
1230,7645,4
2906,7685,6
8995,9000,5
8986,8993,5
8918,8942,4
8920,8979,6
8911,8971,4
8904,8935,4
5978,7110,6
2392,6486,4
4105,6486,4
1221,1747,4
3292,6097,4
4468,8209,5
3670,8200,4
1833,5289,4
551,629,5
9007,9057,4
4142,5942,5
6986,7433,4
1042,7418,4
1042,4135,4
8010,836,4
5031,7098,5
5509,95,5
6731,7770,4
1677,6750,4
3418,4249,10
9217,9247,4
5123,6743,5
4097,6575,4
281,9057,4
3356,5737,4
4761,5867,4
5138,8135,4
9404,9405,6
1752,572,4
9664,9679,5
9620,9684,5
9620,9686,5
9601,9660,6
4827,9266,4
1673,8545,6
4359,9586,5
6202,9988,4
2030,9050,5
428,6962,4
6987,8912,5
5490,7866,4
5584,6447,4
4627,625,4
4329,4852,7
6776,9620,5
5359,9640,5
4541,9713,4
392,6668,5
2024,484,6
2652,6126,4
1849,4451,7
382,6857,4
4202,5330,6
10338,10397,4
2625,8411,4
8363,8961,8
3172,8024,4
8045,9993,5
10373,5737,4
10418,10480,4
10417,10480,4
10431,10453,4
10453,10494,4
10480,10494,5
2693,429,4
5799,9498,4
10430,2983,4
3418,7799,4
1389,6441,4
3153,9098,6
5546,9069,7
10325,3802,5
10604,10639,4
10640,7379,4
1109,5314,4
5501,9363,4
2024,9700,5
2231,2841,5
10760,10799,5
10710,10796,4
10712,10756,5
1300,6888,4
7014,9480,6
10832,10843,4
1276,4235,6
1276,4802,5
11165,11173,4
11165,11200,4
11169,11191,4
11124,11180,4
11124,11165,4
11161,11174,4
11127,11198,4
11132,11145,4
11115,11187,4
11131,11183,4
11150,11160,4
11189,11199,4
11256,11296,5
4226,6256,4
7811,8988,4
4453,8165,4
2581,5459,4
3029,9761,4
10727,2231,4
10798,2945,4
8268,9486,4
11359,11361,4
203,6084,4
486,6030,8
2656,8658,4
3249,9049,6
3243,6447,4
4092,8714,4
1955,8427,6
1863,3029,4
1966,4496,4
10871,8803,5
10806,3589,6
5459,8195,4
11610,11642,6
8010,8511,4
8595,9770,5
10989,4227,6
3491,8007,6
11734,11763,4
11737,11775,4
11803,11878,5
10179,8427,5
10112,2937,4
10177,10871,4
6456,9992,4
11243,4978,5
11284,9465,4
2284,6815,4
5167,8289,4
11089,4625,4
3343,7685,4
10306,2706,4
10320,8808,4
11469,11729,4
11180,4397,4
11100,6213,4
11909,11963,4
11923,11965,7
1254,7919,4
3367,3416,5
3367,8290,4
2868,5842,4
237,4337,5
2479,4217,4
4823,7076,4
4823,863,4
10083,4728,4
1404,4337,4
1138,5132,4
210,6522,4
1041,8912,4
1041,3275,5
1041,237,5
10058,7677,4
10023,6053,4
10023,7809,4
4121,4217,4
2532,4269,5
2532,8194,6
10037,7098,4
6053,8266,4
7579,8424,5
8867,9386,4
1490,3117,4
4787,5203,4
10613,4235,4
11906,5873,4
11478,11987,4
12012,12028,4
2117,2744,4
10037,8827,4
6317,7983,5
1490,5056,4
3885,8590,4
4200,7859,6
2825,7859,4
10024,8684,7
3597,4792,4
11939,1562,4
8114,9441,4
5227,6013,5
6030,8735,5
5093,8163,4
5991,6777,4
10716,8406,4
4945,7825,4
11817,3361,4
10796,5616,5
10234,9951,5
11948,2000,4
793,871,4
10722,2588,5
11642,8299,4
1617,1747,4
1617,4917,4
10097,628,5
10097,9421,4
10095,5943,4
10095,7902,4
47,9389,4
11438,4502,4
11753,3894,4
64,8821,4
348,9503,5
2171,6385,4
4242,8505,4
10083,6205,4
2441,6141,4
5997,9232,4
4993,603,4
603,873,4
1057,6032,4
10238,1386,4
1386,3080,4
3490,3582,5
213,5438,4
11633,1337,4
1146,8964,4
11224,11600,4
12549,12552,5
10465,391,6
11315,1499,4
4972,9822,4
10780,611,4
4478,7358,4
12705,12707,4
12730,12761,4
1812,7962,4
2441,9402,4
12430,1333,5
12916,12929,5
2594,5303,4
12190,2665,4
11126,381,4
12083,7453,4
11910,6080,4
10963,12563,4
6858,8981,4
13472,6459,4
3597,6987,4
13620,13671,4
6258,952,5
11136,12335,5
3883,683,4
11588,481,4
10184,5710,4
4502,6104,5
582,9420,4
11870,2522,5
10001,6364,4
157,5332,4
13833,6848,5
2160,2605,4
316,3759,4
10551,3851,5
13839,3974,4
11527,2549,4
501,8036,5
1033,10762,4
12582,3257,4
4070,9171,5
2906,6987,4
11307,320,5
12080,1753,4
3680,4037,6
1723,3680,4
14059,14071,5
14051,14067,4
7286,926,5
4326,5760,4
1723,7959,4
1977,3194,4
5171,8664,4
12354,13251,4
