passenger1,passenger2,Number of flights together
11314,3926,4
12250,4513,4
5163,6743,4
3178,9942,4
4016,4272,4
10780,2949,4
1327,4272,4
4526,814,4
12001,1739,4
435,4903,4
4204,9302,4
3129,9062,4
1449,524,7
2702,5231,4
12764,12797,4
7850,9523,5
407,5303,4
12338,8810,5
2964,5101,6
12070,12486,4
10486,2904,4
1099,12497,5
12136,9993,4
11807,860,4
12354,7321,5
11753,2795,4
12604,798,4
10976,9816,4
10858,4089,4
13405,13416,7
3907,8336,5
13462,6459,5
13656,13693,4
10093,3917,4
1424,6251,5
8687,9256,4
1521,9305,4
6365,8746,5
2597,5216,4
446,9366,7
7533,8563,4
1272,13215,4
12159,9478,4
13857,13876,4
4980,586,4
4983,6332,4
10046,9146,5
10340,8348,5
12586,1829,5
12389,501,5
5046,6626,4
13657,3977,4
13295,13492,4
12617,13238,4
2626,5802,4
12717,7529,4
13385,13621,4
13638,6882,4
11307,9445,4
11307,13276,4
11326,13203,4
5922,637,4
4543,5922,4
12582,13549,5
4827,968,4
14042,14053,4
2740,6589,4
3889,628,4
10685,139,6
11450,8674,5
135,6060,4
10988,5560,4
1025,2485,4
5171,7288,5
12787,9856,4
13830,8563,4
13296,7555,5
13571,9540,6
6535,7635,4
1769,4957,5
10795,13781,4
12600,8234,4
3179,8837,4
13045,2385,5
1772,3899,4
2844,9480,4
10167,13398,4
183,5634,4
5201,9994,4
7530,7624,4
12146,2684,5
13565,5516,4
1200,5516,4
14071,3451,4
15112,15115,4
15113,15180,4
11353,15186,4
14059,9944,4
10784,79,4
173,186,6
266,280,4
330,381,5
313,368,5
670,677,4
759,795,5
749,795,8
805,888,4
1021,1074,4
1291,394,4
1405,1479,4
354,764,5
364,749,4
1072,707,4
1960,1962,4
2140,2169,4
2271,2281,4
2257,2286,4
2201,2275,4
2231,2249,4
2431,2433,4
3024,3087,4
221,292,5
337,365,4
511,564,6
645,698,4
764,793,5
735,798,6
874,876,5
843,862,4
802,857,6
853,898,4
853,863,4
1053,1097,4
1057,392,5
1053,381,4
1430,1447,4
1029,797,4
1057,759,4
1095,759,6
1031,759,4
1619,1643,4
1651,1662,7
1738,1789,4
1821,1855,4
1906,1915,5
2042,2075,4
2124,2126,4
2122,2188,4
2114,2124,4
2104,2151,4
2208,2296,4
2463,2486,4
2545,2595,4
2667,2684,5
2758,2789,5
2944,2993,5
2901,2951,4
3005,3021,4
3225,3286,5
215,601,5
276,622,4
280,3109,4
3447,3475,4
3415,3476,4
2674,314,4
1587,314,4
3553,3600,4
3518,3556,4
3612,3643,5
3402,763,4
3709,3738,4
3921,3945,4
3939,3971,4
3949,3967,4
4010,4040,5
4007,4051,4
2568,275,4
2551,611,5
1645,2570,4
4258,4300,5
4226,4288,4
3019,493,4
4330,4379,4
4336,4387,4
245,687,4
1369,2939,4
2969,928,9
1323,951,4
2531,2667,5
1598,2600,4
3702,801,5
3706,844,4
2279,3589,5
2247,3599,5
4423,4451,4
141,3698,5
4091,4400,5
4525,4586,4
1005,3867,5
4643,4672,4
4627,4682,4
4628,4675,6
2802,358,4
1351,2769,4
1992,3396,4
2867,4059,5
4009,930,6
1337,4053,8
4801,4872,4
4944,4965,4
2554,3524,4
4490,970,4
5007,5058,4
2281,53,4
2236,2965,5
1358,2255,4
1347,3648,4
2222,941,5
2901,3654,4
1313,2928,4
1343,3563,4
1347,3993,5
4587,5312,5
405,5307,5
1320,2786,5
1302,64,5
5164,833,5
5421,5479,6
5401,5431,6
5414,5436,7
4610,5100,4
5560,5561,5
1244,2977,4
5667,5676,4
4025,5443,5
2941,5429,5
4395,5468,6
4053,5498,6
4364,5448,5
3205,3685,5
1043,1984,4
1430,4297,4
5711,5769,4
5737,5766,5
1786,4396,4
334,3924,4
1444,4554,6
4630,4933,4
1884,4972,4
3908,4925,4
4670,627,5
3392,4165,4
2160,4304,4
2686,380,4
1258,2454,4
2068,2635,4
5910,5935,4
5885,652,5
1048,5842,4
3297,822,6
3273,4315,4
1908,578,4
6047,6077,7
6042,6079,4
6035,6051,5
1976,4546,4
6152,6167,4
6111,6177,5
6158,6176,4
6141,6176,4
5775,5976,4
5799,64,5
1938,3106,4
1484,6093,7
3920,6027,6
1444,1586,4
1548,4988,4
4069,4914,4
6829,6878,5
6830,6897,5
6833,6897,5
1651,4647,4
7062,7096,4
7463,7495,4
7454,7485,4
4435,7616,5
3312,6160,4
2676,5630,4
2469,4626,4
1019,2460,4
7712,7732,4
324,6408,6
7810,7813,4
2062,5885,7
380,5307,4
1697,5325,4
4700,6810,5
4399,6803,4
1569,4395,5
3947,7759,4
7741,8384,4
7741,8326,4
5583,5808,4
3148,6739,4
2450,7746,4
2926,7318,5
1392,366,4
4034,4944,5
1532,6418,4
1691,2543,4
394,5304,4
2088,888,4
2988,6572,4
1388,4263,4
2575,4263,5
6088,7540,4
6088,758,4
1619,6830,4
6064,6827,4
6001,6864,4
5500,6874,4
6096,6872,4
5744,6836,4
4990,6008,4
1865,6853,4
5491,6866,4
5819,8485,5
6294,8403,6
6003,6813,4
3548,5498,4
2227,6950,4
2870,885,4
1624,917,4
2498,3798,4
4468,8132,4
1646,3855,4
3855,5442,5
2326,3169,4
8958,8973,4
8973,8984,4
8914,8995,4
8917,8949,4
8957,8995,4
2437,6777,6
1028,3849,4
7831,8904,4
1368,8042,5
7039,8158,8
3093,7605,7
2926,625,5
441,7039,5
4223,4541,4
3820,5560,5
4747,505,4
4747,5212,4
4058,5644,5
5612,5869,4
6127,6339,4
2150,4556,6
718,8964,4
5372,7837,4
3711,860,4
4868,7594,4
5584,7605,6
6731,7618,5
3330,6707,4
3418,7872,6
3418,3503,9
1940,7872,5
1635,5566,5
79,7948,5
9204,9210,4
8037,8403,5
6052,6242,4
1053,5596,4
1053,1569,5
2683,4056,4
249,6205,4
4121,7909,4
398,5737,5
1335,5867,4
9630,9696,4
8398,9202,4
1045,4142,5
2124,3703,4
669,6777,4
8572,9244,4
9926,9957,4
4502,7279,5
3660,9206,4
2504,9999,5
9505,9932,5
7001,7506,4
2068,8961,5
7220,8048,4
9356,9940,4
5137,9969,4
622,9601,4
388,9610,5
1089,5383,4
4270,9672,4
4270,4852,4
3064,8260,6
418,8720,4
6180,6529,6
174,6560,6
10046,9363,8
2097,2701,5
5522,8884,4
2773,5233,4
1163,7996,5
6878,8197,4
10338,10357,7
1824,8803,4
3483,8078,4
5867,9383,4
10363,211,4
10352,2960,5
10313,4850,5
10402,10454,4
10409,10482,6
10408,10465,4
10458,10486,4
10439,10483,4
10453,10496,4
10490,10497,4
6694,8014,4
4769,9454,4
10492,9980,4
10439,7883,4
1078,398,4
10529,10562,4
5423,8363,6
2550,7813,4
3760,4772,4
1917,7505,5
6588,7551,4
745,9229,4
2226,4715,4
2926,6805,6
6474,6956,4
855,9258,7
3187,4451,5
4034,484,5
10713,10753,5
10713,10731,4
10728,10772,4
10728,10791,4
1287,1636,4
2732,4019,4
10805,10850,4
10805,10871,5
11119,11148,4
11118,11135,4
11130,11193,5
11129,11137,4
11164,11165,4
11158,11188,4
11121,11156,4
11120,11187,4
11120,11145,4
11249,11253,4
2378,9529,4
11256,3029,4
11276,9997,5
4359,4467,4
10788,7209,4
10712,2024,4
10704,191,4
10762,2345,4
3794,7624,4
11417,11442,4
3486,7089,4
3519,5007,4
258,479,5
3078,7373,6
2201,5081,5
2201,8562,8
2544,8519,7
5081,8596,5
5533,8006,5
10530,9111,4
10334,4253,4
3784,7979,4
1070,11156,5
10550,10690,4
10536,9057,4
4092,4293,4
11276,4778,4
1678,2718,6
1164,6783,5
3677,5734,4
2162,8101,4
11642,11645,4
10431,8542,4
11224,4227,5
11400,7656,7
4253,7026,4
3735,8295,4
2706,7685,5
5882,9812,4
2957,7094,4
11442,11727,4
3462,7007,5
2588,9653,4
237,6024,4
2479,863,4
2479,8194,4
3275,4318,4
1138,736,4
1670,4364,4
10016,2117,4
1296,4269,5
210,7579,4
210,888,4
10058,7809,4
10023,1762,4
2489,557,4
5031,7677,4
4188,6548,4
2117,7579,8
7579,7706,4
10048,9539,6
1490,6310,4
11474,1276,4
11137,11964,4
12043,12077,4
4408,7076,4
6033,613,4
10460,7950,6
690,9757,4
10576,9282,6
2201,6447,7
1490,9777,4
5081,8714,5
11137,9790,4
5096,8851,5
4420,9685,5
2859,3894,6
11105,2685,6
6093,8289,4
2825,7180,4
10022,9495,4
10022,4827,8
637,9359,4
10089,3867,4
11280,1673,6
9395,9725,4
7881,9127,5
10015,1079,5
1888,2390,4
11407,9063,4
10613,8579,4
11914,5227,5
2196,8475,4
486,8735,5
6084,8197,5
10465,8197,5
11898,7837,4
10785,7844,4
11067,3963,4
10022,6111,4
10095,8653,4
5116,6471,4
11860,7645,5
11723,9685,4
11592,366,4
10104,12243,4
10104,6458,4
7581,7770,5
1074,9829,4
12417,12452,4
1521,7126,4
3581,7747,4
3178,8785,4
1525,8785,4
12318,7590,7
10354,12371,4
10379,4903,4
7833,932,4
2412,2715,4
1681,7832,4
7832,8541,4
781,9600,4
11347,3067,5
1955,4978,4
7068,9906,5
11253,4054,5
8042,9798,4
11767,763,4
5447,9735,4
11014,8988,4
11045,7980,4
11727,12052,5
12144,6394,4
10837,12052,4
11561,12052,4
12574,12579,4
12540,12582,6
10022,6924,4
311,7902,4
6947,8684,4
5755,8466,4
7163,9985,4
1828,7427,4
4627,7883,4
10512,2941,4
11922,2467,4
4927,9544,4
10720,1911,4
10908,12535,4
12380,4793,5
10350,1703,4
10757,7043,4
12780,12792,4
10395,9820,4
5463,6434,4
2560,8025,4
7307,7509,5
12482,3269,4
13038,13090,4
12083,3491,4
4502,6323,4
13417,4420,4
3180,524,4
13638,13651,4
13640,13672,4
13647,13648,4
13644,13669,6
6437,7894,4
2214,6027,5
1133,7341,4
8075,97,4
13651,4335,4
10857,8551,4
13112,3601,4
12244,4410,5
926,9366,7
13536,3030,4
11563,13872,5
3926,5355,6
13553,13900,4
11607,800,4
10653,10747,4
4576,6460,4
11676,7593,5
3875,8132,4
2685,6001,4
12553,5414,5
12570,741,4
8132,8348,5
1064,7451,4
12354,13620,4
9321,9749,4
5769,6532,4
5815,6903,4
13970,8642,4
8892,9033,4
6442,7350,4
12119,3977,4
338,3925,4
13159,3847,4
12841,6731,5
13404,8529,5
13623,3549,4
11483,4746,4
12582,370,4
10858,7080,4
9362,9665,4
2251,6415,4
3206,8664,4
13822,4989,4
4115,9280,4
12840,2702,4
12840,12948,4
10757,14021,4
14039,8400,5
14022,8400,5
5212,7555,5
1591,2964,5
10067,356,8
603,7502,4
1783,9765,4
14082,4421,4
3307,7395,4
2799,4487,4
4957,7114,4
7114,7555,4
7551,779,4
13364,3631,4
13571,5201,4
2041,904,4
10248,12323,5
13276,3759,4
10908,1196,4
14095,1460,4
12862,1992,4
1728,5325,4
10116,1728,4
14703,14770,5
14756,14782,4
8160,8763,4
3,61,4
112,134,4
148,160,4
203,219,4
364,398,6
330,362,5
351,358,4
468,469,4
484,497,8
528,571,4
521,574,4
706,799,5
733,755,8
758,759,5
758,793,5
703,762,5
790,796,4
701,750,5
740,768,6
1026,354,4
1370,1371,5
1439,1464,5
385,773,4
308,774,6
1867,1884,4
1842,1891,4
2257,2269,4
195,2325,6
2521,2522,5
328,395,7
338,397,5
514,581,4
648,662,6
611,645,4
716,755,8
707,716,6
709,772,6
752,762,6
829,859,4
807,809,5
933,951,5
1056,328,5
1038,374,4
1045,760,5
1023,701,7
1009,1229,4
1513,1559,4
1911,1969,4
1911,1999,7
2036,2043,4
2173,2189,4
2235,2264,4
2406,2413,4
2425,2447,4
2404,2500,4
2438,2464,5
2625,2697,4
2802,2886,4
2952,2975,4
3128,3175,4
3421,3439,4
3444,3479,4
3451,3461,4
1521,2675,4
3509,3537,6
3565,3600,4
3629,3689,4
3627,3694,4
3847,3871,4
3904,3913,4
3901,3941,5
3975,3995,7
4051,4063,4
4042,4088,4
4019,4030,4
4056,4080,6
4009,4035,4
2178,3159,5
2153,286,4
2175,289,4
1489,1827,4
4135,4200,5
2570,650,4
2547,622,4
1645,2563,4
1636,482,4
1607,3084,4
4258,4295,5
4205,4292,5
2106,752,5
2571,3199,4
2945,982,4
4359,4384,7
1378,2685,4
2941,933,4
1337,2968,4
1298,2674,5
3180,3941,4
4073,4359,4
2279,3578,4
4407,4467,4
4407,4488,4
4010,4344,4
1507,3413,4
1201,269,4
1004,1628,4
1602,3831,4
4611,4696,7
4673,4700,4
4628,4690,5
1696,204,4
2776,437,4
1208,64,5
2509,4696,6
1976,3135,4
1853,4630,5
2789,4011,7
1371,4066,5
2759,4025,7
4353,915,6
4811,4822,4
4903,4941,5
2243,2699,5
1252,3994,5
1012,2620,5
5170,5198,4
2001,3599,4
1321,2910,4
2928,3571,4
1343,2295,6
3779,774,5
5439,5498,4
5439,5458,6
5421,5486,4
5414,5495,6
5429,5496,4
5404,5414,6
5409,5438,4
5409,5443,4
2992,4040,4
1082,4359,4
4373,5410,4
1371,5468,5
4066,5401,5
3670,719,5
1766,2143,4
1145,1790,4
1722,5096,4
5772,5800,5
5711,5766,7
5764,5800,4
5727,5792,6
1052,3693,4
358,4190,4
4628,4903,4
3931,4424,4
2294,4674,8
1586,3940,5
3998,4646,6
3233,3356,5
3707,3999,4
1070,419,4
3645,3957,5
1537,366,4
1552,3174,5
2224,4438,4
5904,5925,4
5950,5963,5
1019,3273,4
6030,6093,6
6012,6054,5
6138,6149,4
2440,4955,4
165,3012,5
4434,4984,4
1375,5946,4
5734,5954,6
407,4700,6
4607,6017,6
5500,6063,6
4316,6047,6
1828,4011,4
1853,6100,5
1692,4069,4
4552,4632,4
5450,6027,4
4670,6027,4
1444,4523,5
1548,3404,4
256,3043,4
4925,6401,4
6736,6763,6
6723,6739,5
6720,6749,4
6811,6883,5
6830,6836,5
6880,6898,5
6803,6876,4
6824,6825,5
1548,1819,4
1819,4292,4
1819,4285,4
3184,4914,4
1643,4641,4
6977,6986,4
3078,6380,4
7126,7180,4
7255,7266,4
7306,7308,4
3688,878,4
7719,7733,4
5706,5964,5
324,5724,5
7813,7890,7
1341,3665,5
3655,5310,4
7182,7511,4
2507,500,4
8126,8198,4
8230,8240,5
4700,5795,5
1308,4008,5
7379,7778,4
8402,8461,6
43,5674,4
4384,8350,7
1624,394,4
1452,7110,4
7543,888,4
4896,4919,4
4983,8093,7
3642,7463,4
7101,7499,4
5946,7465,4
2683,3801,5
708,8039,5
324,4942,4
1817,6047,4
1817,6896,4
5706,6039,5
6408,6855,4
2734,6049,4
5977,6844,4
477,6878,4
5761,6075,4
5966,6870,4
6096,6896,4
3576,6869,5
6008,6880,4
4316,5706,5
6469,6833,4
2993,6814,4
5788,6854,5
4481,6893,4
18,6446,4
2303,7796,5
5767,6849,5
4263,6904,4
4263,5707,4
6989,7191,4
1012,364,4
1076,6974,4
625,7601,4
7601,901,4
1677,7601,4
3735,4565,6
8834,8882,4
8936,8970,4
3820,913,5
3021,4586,5
1283,614,5
1221,8019,4
3588,8234,6
1677,8289,5
1677,7868,8
2433,3820,4
4765,511,4
1183,5278,4
1146,5812,5
3345,4742,4
1701,5232,6
1701,2642,4
4772,594,5
1246,7676,5
9007,9066,4
9072,9095,5
9017,9033,4
5742,7661,5
7508,8245,4
1581,6550,4
1050,8146,4
249,3440,5
1321,4178,5
6857,7680,4
2906,6745,4
5505,7866,5
1940,5423,4
6750,8289,4
9253,9258,4
6447,8485,5
6810,8403,4
3801,4171,4
3300,3356,6
9318,9378,4
9314,9337,4
9332,9394,4
9332,9400,4
3734,4484,4
9434,9482,4
9532,9539,5
4034,8986,4
9649,9686,6
9611,9690,6
9743,9789,4
2482,7813,4
3527,9367,4
5547,5740,4
7369,8893,4
9901,9922,5
2277,5738,5
1525,2681,5
1325,9068,4
2076,2875,4
1030,5855,4
1338,2269,5
1077,8239,4
9532,9920,4
3439,9619,4
4449,5383,4
300,9684,4
5672,9640,4
4852,9640,4
4860,9672,4
2323,9769,7
2945,3064,6
2012,2841,6
2090,2945,6
2797,4404,4
2581,9063,5
6567,7643,4
191,6668,4
10240,10270,4
1767,9766,4
1822,9700,6
1849,5503,6
1849,9699,6
10327,10394,5
10327,10329,5
10373,10389,6
10326,10348,4
6694,848,4
3483,8044,4
8240,8553,4
8044,9264,4
10327,4850,4
10353,6084,5
10346,281,4
10409,10438,4
10401,10470,5
10440,10470,4
10416,10485,4
10110,8014,5
5866,9873,5
2857,7220,5
10349,1078,5
10397,7768,5
4249,7220,4
10535,10541,6
3153,5668,6
2482,7505,5
4441,5668,5
4441,8775,6
8836,9791,4
4058,9838,4
5007,8808,4
3528,4781,4
10322,9834,4
4249,9874,5
4177,8137,4
5905,6878,4
174,9066,5
2012,9066,5
1020,3640,4
10702,10737,4
10702,10727,4
10742,10774,4
10710,10713,4
10706,10726,4
10704,10726,5
10719,10772,4
10744,10796,4
10703,10727,6
10869,10880,4
10833,10900,6
11053,11076,4
11128,11169,4
11190,11191,4
11176,11183,4
11103,11191,4
11158,11173,4
11132,11161,4
11131,11141,4
11135,11183,4
11122,11124,4
11139,11165,4
11151,11173,4
10256,1796,4
10727,3187,4
10727,8260,6
11353,11393,4
2226,9998,4
4715,6084,7
739,9826,4
3837,8584,5
4170,9522,7
2201,8257,5
10253,8017,4
1955,6136,6
5314,9703,4
11536,11543,4
4130,7507,6
1678,7507,4
7671,9441,5
11361,7064,4
11060,8964,4
2212,478,4
7593,9919,4
4299,5769,4
11839,11863,4
11803,11883,6
11846,11880,4
11863,11895,6
10833,167,7
5256,8595,4
4363,6827,6
109,843,4
11874,5991,4
4110,7327,5
1253,3298,4
11906,11930,4
11972,12000,4
10139,5732,4
3292,3459,4
237,7679,4
1138,237,4
1670,2117,4
10016,1064,4
241,5031,4
1378,736,6
7076,8194,5
4010,4584,4
2532,7098,6
4308,5203,4
10722,1820,4
4151,6548,4
1617,7271,4
1528,628,4
5653,9421,5
1413,3367,4
5056,6180,4
3112,6113,4
3223,8363,4
10833,4170,5
4516,7877,5
3032,5692,4
12127,12136,4
12170,12195,5
11939,5055,5
7801,9828,5
1056,11276,4
11883,2000,4
1240,8851,4
10186,10837,4
10365,1911,5
2588,6733,6
11007,839,4
11758,12193,4
3877,878,4
4816,5748,5
1673,5653,4
1079,4713,4
10024,9421,6
8653,9493,4
6111,7881,4
10784,11793,4
11793,3558,4
10509,8579,5
5548,8375,4
3330,4242,4
2275,4335,4
1115,2171,5
5671,5911,5
6113,6987,4
10731,3191,4
5287,7393,4
11808,2476,4
11565,7618,4
1555,781,4
1555,9600,5
1032,5438,4
1030,6136,4
9114,9712,4
1872,6349,4
4746,9476,5
2271,5295,5
12052,2378,5
10937,12052,5
12505,12543,4
12508,12589,4
12517,12583,4
12544,12598,5
12535,12568,4
10465,9988,4
10975,11243,4
9283,9395,4
5253,6972,4
11054,8174,4
10371,478,5
11548,5643,4
10847,6066,4
10315,4272,4
10357,11962,4
12310,9562,4
10757,3071,4
12730,12772,4
6737,8261,4
12298,8871,7
4503,9367,5
5246,8465,5
1419,5101,4
12301,6409,4
2548,8057,8
10004,9599,5
565,613,4
10357,5958,4
4940,8871,4
6321,7913,4
3558,6516,4
11041,11577,4
10454,8180,5
481,9524,5
119,7341,4
2159,3665,4
13636,1651,7
12911,3498,4
5058,6749,4
13432,13541,4
6616,9472,4
13863,7286,4
12088,2626,4
3851,4237,5
1064,8132,4
10798,12540,4
4410,6923,4
6882,7902,4
11192,1739,6
2717,6743,4
8091,9854,4
11213,4021,4
1151,2713,5
12299,3910,7
11026,1138,4
14071,14095,5
3092,46,4
11450,6731,5
11011,3065,4
3907,5539,4
7288,8258,4
12787,8664,5
11099,11213,4
1151,1626,4
270,5681,5
12948,14011,4
14044,860,5
356,5111,6
2844,4391,4
12323,9043,4
13218,3897,4
1229,6089,4
6043,6633,6
12212,3107,4
13564,8556,4
11572,7661,4
42,6733,6
7684,9532,4
2041,7530,4
12311,1688,4
