passenger1,passenger2,Number of flights together
3910,7643,5
10458,1201,4
363,4611,5
11212,7591,4
10653,8196,4
3319,712,4
10205,7661,6
7194,9974,4
10212,4366,4
10938,5212,5
10918,8175,4
6900,9532,4
14253,14266,4
11162,4540,4
14317,14374,4
2807,42,4
1591,2807,5
8050,8552,4
14094,5081,4
1200,8116,4
12299,8358,5
11290,1850,4
14070,1992,4
14741,14795,4
14741,14779,4
14703,14787,4
14757,14761,4
14778,14786,4
14754,14779,4
14744,14752,4
15173,15179,4
15188,1740,4
49,7,4
165,186,4
354,392,6
680,684,4
712,727,6
740,758,5
844,845,4
395,766,4
392,704,4
360,724,4
334,704,4
1805,1823,4
2115,2182,4
2114,2142,4
2414,2434,4
2001,2303,4
2655,2697,5
2685,2689,5
272,295,5
335,347,4
561,593,4
716,772,9
731,747,5
773,797,5
855,879,4
928,994,5
901,994,5
1043,366,4
1031,382,4
1074,1273,4
1432,1484,5
1023,761,4
1258,363,4
1525,1567,4
1606,1617,4
1816,1878,5
1919,1968,4
1913,1938,4
2120,2160,4
2130,2162,4
2223,2272,5
2228,2274,5
2255,2273,6
2402,2463,4
2450,2497,4
2464,2484,5
2062,2328,6
2503,2584,4
2773,2781,5
2942,2997,6
3041,3077,4
3188,3198,5
3175,3186,4
3169,3199,4
3155,3188,4
3123,681,5
3104,610,6
255,611,4
231,3149,6
280,3137,4
3436,3490,5
2697,369,4
1595,2681,5
3631,3642,4
3637,3653,5
3402,740,4
1095,3402,4
3930,3968,4
3935,3956,4
4046,4084,5
4075,4083,4
4034,4072,4
4016,4083,7
2199,3167,4
292,679,4
2152,679,4
1138,557,5
1448,1871,5
2510,275,4
2600,606,4
2521,299,5
229,2502,6
1616,2556,6
1608,2556,6
1247,3978,4
3093,64,6
3169,427,4
211,2515,4
2962,970,4
2946,999,4
4348,4360,4
4359,4361,6
2911,910,5
3941,443,5
1223,205,4
1576,2567,4
2236,3571,4
4417,4465,4
4403,4452,4
4404,4473,5
2407,3678,5
2404,3655,5
187,2430,4
2378,3651,4
1532,3421,6
4626,4678,4
4609,4671,5
4609,4646,8
4671,4675,5
1666,2857,4
1465,2857,5
1818,3152,4
2789,407,8
3046,962,4
1484,928,9
1369,437,4
446,4690,6
2411,3700,4
1464,4353,5
1696,4017,5
4388,975,7
4839,4850,4
4927,4990,4
4925,4979,4
266,3553,4
388,673,4
1512,2676,4
5053,5055,6
5148,5156,4
5201,5212,5
3255,3357,6
2072,3525,4
2276,2410,4
2288,3661,4
2260,3661,4
5312,5342,4
5307,5396,5
2221,920,4
2222,3635,4
1330,3578,4
2437,912,4
1321,3678,4
2427,2901,4
1343,3648,4
1423,4968,6
3808,5390,4
2870,5375,4
184,959,6
1026,5198,5
5435,5498,4
5408,5432,4
5458,5463,4
5456,5486,6
5421,5451,4
5412,5451,4
5451,5456,4
3486,662,5
5692,5696,5
1818,5477,4
2471,5647,5
1376,1790,4
1332,2143,5
1052,4384,4
4215,5086,4
2277,5098,4
4223,5048,5
2550,5100,7
5751,5790,5
5711,5735,4
5731,5788,4
5743,5796,4
5737,5757,4
2101,782,4
4060,5449,4
169,2694,4
3587,374,4
3587,399,4
344,3707,4
3569,3707,4
5941,5963,5
5912,5997,8
6052,6088,6
6063,6075,7
6121,6163,5
6322,6368,5
5980,998,4
2773,5440,7
2511,6030,4
2717,4412,6
5440,6039,6
3576,5491,7
1046,3991,4
3404,4609,4
3963,4593,7
4430,4554,4
6829,6897,5
6805,6813,5
2403,4914,4
1801,4212,5
4609,5084,4
6951,6974,4
5803,6503,5
7029,7070,4
7253,7266,4
7549,7586,5
1254,1342,4
7608,7616,4
7608,7680,5
1012,700,4
3994,4534,4
2620,700,4
7545,937,4
4110,921,4
3093,5979,4
7753,7797,5
7726,7745,4
2993,5954,5
7810,7890,6
8073,8089,7
1946,7172,5
5671,5792,4
3801,5738,4
8121,8172,4
8243,8271,5
8227,8231,4
1254,6773,4
5016,839,5
18,3177,7
8506,8571,5
8542,8595,5
3188,4983,4
1452,888,4
3741,826,4
3117,996,4
478,7162,4
1607,7502,4
1436,4278,4
1053,8093,6
6956,7484,5
5494,6825,4
5494,6893,4
4373,4969,5
5724,6874,4
6064,6896,4
6001,6858,5
477,6017,6
4674,5769,4
6069,6809,4
5761,6001,4
5500,6832,4
3576,6832,5
3544,6847,4
4316,6817,5
5744,6847,4
5481,5954,4
5481,6870,6
2773,5993,4
4481,6896,4
4412,6874,4
6242,8485,5
5917,7497,4
3694,7884,4
5789,7866,8
3278,8353,6
4000,6730,6
3950,7645,6
3292,4497,5
8915,8991,4
8927,8980,5
8934,8986,4
8921,8994,4
2747,4854,4
5978,6580,4
4416,7563,4
334,4598,4
3077,4158,5
7868,8158,5
7605,8353,7
441,7872,5
8084,8180,4
3345,352,5
1119,2290,5
1246,4717,4
1811,7694,4
1531,239,5
9013,9055,4
9055,9088,5
5265,769,4
8230,877,4
2383,6319,5
7580,7951,5
1544,7418,5
3746,4398,4
3995,6968,4
2303,8724,4
3590,4249,10
6796,7872,5
3503,663,5
3418,5584,6
3278,5566,4
3278,663,4
6372,9089,5
6588,745,6
8093,8411,6
6242,8073,5
5198,8965,4
272,8230,4
1223,1430,4
1335,5865,4
5138,5586,4
2423,8542,5
9421,9493,5
9505,9513,5
1338,8904,4
572,815,4
6486,8604,4
1544,1752,4
7612,860,4
9619,9679,5
9628,9656,4
9659,9660,4
9618,9672,5
9704,9775,5
3468,4092,5
3021,7162,5
2504,9581,4
3445,7246,4
2134,432,4
8078,9394,4
9828,9833,5
9810,9868,4
6975,8515,4
9910,9970,5
9944,9999,5
6418,8190,4
4627,5789,4
5482,5989,4
5509,6447,4
4076,9618,5
300,5096,6
5672,9677,4
7131,9620,4
4329,4933,4
5359,9624,4
3844,9624,5
2345,2841,6
167,5497,4
10036,9327,4
2681,2974,4
4202,9700,6
2773,6474,4
10329,10398,4
10320,10398,4
1190,6730,4
10199,9529,4
4000,9264,4
3503,8961,4
9791,9977,4
10415,10486,6
10402,10414,5
10446,10457,4
10460,10493,5
10424,10494,4
10442,10490,4
2482,4441,6
3286,5546,7
4552,7810,6
7643,9069,5
3021,8584,8
6304,6584,4
4850,7643,4
2534,6478,4
7668,8642,6
2518,3998,4
4846,8197,4
5319,9399,4
315,9252,4
2841,9066,5
1637,382,5
8729,9700,5
10710,10753,4
10704,10770,5
10705,10728,4
10779,10786,4
10703,10791,5
8363,9057,4
4955,9383,5
11106,11124,4
11101,11130,4
11130,11157,4
11103,11115,4
11109,11174,4
11120,11151,4
4226,7656,4
2378,3573,5
11256,6783,4
11285,9829,5
1678,1831,4
3029,4453,5
10718,392,4
2544,8257,6
10541,1475,6
5923,9548,4
5953,9317,4
1863,6468,4
4453,5941,4
2495,9997,5
11546,11548,5
10899,855,11
10899,3589,6
10431,9513,4
4514,8040,4
2185,8040,4
1024,6541,4
11724,11752,4
11062,9127,5
4978,9992,5
10740,6815,4
5256,9441,4
10938,5732,4
7418,9812,4
1693,3163,4
10168,2306,4
2100,8299,4
2479,3275,4
241,371,4
6548,7677,6
5530,8194,4
2174,4364,5
2503,4364,4
1283,1670,4
2532,557,4
4217,888,4
2117,4337,5
4580,6548,4
10048,10497,4
11407,11917,5
11007,2489,5
503,8879,4
10460,7983,5
1528,5943,4
10536,8006,5
4170,6529,5
4056,9777,5
3243,8006,6
10833,3021,5
3862,6890,4
11027,5958,4
1079,9385,6
10089,8684,6
3963,9127,4
12112,12188,5
8511,9828,4
11930,8579,4
3611,3924,4
10509,10841,4
3802,7834,4
1056,9951,4
10234,8353,4
5021,8353,4
11948,8574,4
10310,10778,4
11667,3020,4
10266,8299,4
4584,7162,4
11642,1378,4
3963,5162,4
11225,2062,4
5116,9127,6
1020,2859,4
10658,1500,4
12243,1352,4
10109,9503,4
10149,9078,4
12401,12477,5
3993,8084,5
1074,6458,4
1074,5711,4
1115,5711,4
11888,6236,4
11007,1994,4
10461,6591,6
1681,4193,4
10691,1129,4
11394,2090,5
11680,9324,4
1955,391,5
3466,79,4
4687,6575,6
11607,7590,4
6428,7493,4
5136,5798,5
11561,5136,4
12574,12598,4
12541,12585,4
10975,5002,6
10277,10665,4
11308,779,4
12073,6059,5
10069,7770,4
3956,6658,4
10512,3665,7
4927,8901,4
8671,9242,5
6857,9974,6
139,7358,4
4027,5237,4
11198,4512,4
1029,3307,6
12709,12759,4
12712,12780,5
1812,5044,4
3303,9402,5
12519,2306,5
12891,5418,4
1133,119,6
11714,12929,4
7395,7701,4
13138,13168,4
2411,7380,4
5390,8998,4
13639,13642,4
13643,13671,5
2160,4566,5
156,2370,4
8556,8660,5
2788,5634,5
2500,2910,5
11323,8446,4
11798,6148,4
13173,9723,4
11045,5788,4
2861,5054,4
2065,3702,5
1981,6099,4
8563,9280,6
13826,13881,4
13870,13887,4
13876,13894,4
6944,8514,4
13943,13970,5
11011,13734,4
11834,13788,4
13636,6993,5
8017,9252,4
13553,8882,4
10204,1540,4
2734,4580,4
2437,2906,4
1753,2549,4
2549,8132,4
2125,3773,5
6616,7902,4
10858,9441,5
2565,9252,5
13940,6072,4
13911,2160,4
9601,9932,4
10591,3380,4
2975,338,4
12542,5043,4
11846,4709,4
10988,9539,4
1057,1762,4
1539,7526,5
4460,9156,4
6382,8948,4
3194,5632,4
13851,5681,4
12840,1709,4
798,8400,5
6293,9540,5
6323,6591,5
13249,7661,8
13218,9994,5
13218,6293,5
13296,9994,6
2588,5007,5
7060,8810,5
1138,9031,4
10458,7059,4
2090,4190,4
10568,14092,4
4118,5371,4
12323,183,7
356,3610,4
3897,6591,4
10205,183,5
4744,9820,4
7727,8592,4
11577,7379,4
2987,5231,4
5634,6085,4
3865,8590,5
10908,1740,4
13295,2485,5
11282,6261,4
8196,8590,4
10595,11089,4
14650,14690,4
14751,14759,4
14726,14781,4
14712,14715,4
14725,14759,4
14727,14787,4
1242,15188,4
11290,15113,4
248,294,4
324,392,6
354,376,5
704,737,5
740,755,9
948,959,4
1095,378,4
1029,330,4
1482,1484,8
1602,1607,5
1888,1900,4
1808,1891,4
1817,1884,5
1830,1891,5
1938,1990,4
2129,2181,4
2322,2332,4
2408,2495,4
2457,2495,6
2760,2780,8
211,296,4
610,681,6
622,670,5
764,797,7
712,739,5
719,768,5
705,758,5
759,771,8
827,841,4
1055,1086,4
1095,315,4
1013,328,7
1073,354,4
1025,739,4
1053,792,4
1732,1735,4
1914,1951,4
1987,1988,4
1911,1920,5
2130,2135,4
2122,2124,4
2223,2261,5
2226,2281,4
2205,2248,5
2363,2379,4
2311,2392,4
2315,2334,6
2411,2457,6
2453,2490,4
2415,2474,4
2412,2451,4
2515,2538,4
2857,2867,6
2903,2958,4
3015,3093,5
3141,3184,5
212,606,4
3467,3473,4
3476,3479,4
1576,2681,4
3515,3595,5
3620,3639,5
3624,3678,5
3414,739,5
3830,3835,4
3945,3988,4
4025,4090,4
4078,4080,4
4008,4026,4
4014,4082,4
2178,3198,5
1167,2712,6
1186,570,4
1693,205,5
2596,3184,6
1223,3980,4
2641,3947,4
2803,391,4
2868,3093,4
4215,4260,4
4267,4296,4
4205,4295,6
211,2573,5
2960,92,4
249,3140,4
2968,930,4
1598,443,6
4082,4335,7
4041,4342,4
4046,4329,5
2335,2441,4
4042,4399,9
1622,2518,4
1677,4522,4
3858,4516,4
3818,405,5
4615,4685,4
4607,4645,4
4640,4670,6
1034,2786,4
1208,3087,4
1074,1432,5
1288,2905,4
407,933,5
1337,2789,6
2032,316,5
4747,4772,4
190,3607,4
2465,3609,4
2440,3643,4
2793,4696,4
1844,4075,4
2759,4053,7
1482,4012,5
4903,4911,4
1598,4478,5
1632,4121,4
4473,465,4
5015,5074,6
5233,5244,4
1922,4397,4
3523,3655,4
5329,5349,4
5307,5351,4
5336,5396,5
2325,920,5
2932,3635,5
2924,3654,4
435,989,4
2734,959,7
5448,5468,4
5421,5466,6
5481,5496,4
5423,5484,6
5487,5490,4
1413,4575,5
1025,1914,4
4359,993,5
5653,5691,5
5620,5662,4
5645,5648,6
4319,774,4
3442,3695,5
5744,5799,5
5702,5779,6
446,4957,4
4690,4972,5
4682,4942,4
1692,4945,5
2244,4512,4
214,3238,4
3952,649,4
1350,3912,4
1077,3952,4
3947,4438,4
5934,5997,5
2111,291,4
6054,6060,4
6010,6020,6
165,455,6
1209,2486,5
1608,5800,4
1126,551,4
3544,6017,7
1078,6003,9
2294,6049,6
5668,6326,5
2509,6092,5
2139,918,4
1643,4914,4
1643,3572,4
3998,4552,5
4069,4945,4
6580,6585,6
6613,6625,4
6711,6781,4
6730,6798,4
6748,6763,4
6809,6827,5
6827,6893,5
6832,6898,6
6825,6893,5
3295,6027,4
1108,1617,4
4300,5367,4
443,631,6
3670,4593,5
2848,4300,4
7321,7350,5
2725,5962,5
7603,7634,4
7650,7674,4
3971,878,4
3102,3801,4
2993,5706,5
7821,7876,4
2450,2926,4
1994,2260,4
8068,8073,6
1252,5952,4
1012,2556,5
8235,8253,4
8211,8271,5
8227,8253,4
3043,4626,5
2939,5989,7
8317,8393,4
8411,8475,4
2453,5377,4
8566,8588,5
8509,8584,5
8557,8562,6
3173,4716,4
1767,4199,4
7082,8297,5
4764,8249,4
4344,876,4
2437,3436,4
368,816,4
4153,4932,4
3573,7778,5
2143,2401,6
3463,7192,4
3477,6100,5
1053,8037,6
3442,6911,4
5494,6469,5
5494,6832,4
5964,6817,4
5977,6870,4
2717,5744,4
2717,6869,4
6063,6897,5
6075,6878,4
4674,6864,5
5500,6824,4
5500,5706,4
184,6075,4
6469,6817,4
2993,3544,4
2773,959,4
1613,6773,5
5796,6857,4
4182,6938,6
398,6956,4
3798,3934,5
8684,8690,4
8656,8692,5
8624,8686,4
5779,8238,5
5423,7866,7
7866,975,4
3278,6813,8
1591,8102,4
2776,625,6
1646,5411,6
3735,4421,4
4550,5442,5
8977,8981,4
8963,8973,4
188,6975,4
2432,8084,4
3979,4105,4
3588,8225,5
2868,4072,4
2541,5560,5
3471,8684,4
4194,4981,4
1531,2032,4
3106,3615,5
1831,3931,4
9026,9044,4
9051,9096,5
9036,9072,5
7508,8270,6
1335,8245,4
2026,2478,4
4764,8387,4
5361,8557,4
5620,9095,4
5509,901,5
663,8353,4
6750,7866,5
1169,6512,4
9258,9298,4
1250,1532,4
6810,8037,4
6773,8073,4
4135,6205,4
7068,8146,7
3440,6259,4
3743,7068,4
9368,9394,4
9367,9373,4
6030,8246,5
3924,8557,5
9410,9495,4
9649,9659,4
9624,9650,4
9628,9677,5
9634,9660,6
9705,9760,5
2719,979,4
7162,9581,4
3253,7890,4
3703,5740,5
9808,9810,4
8005,8587,4
8810,9279,4
8563,9266,4
9912,9950,4
1083,6335,4
3172,8590,4
5560,9960,4
6402,871,4
6089,7220,4
5795,7039,5
5584,8411,4
2776,4627,4
9303,9910,4
4510,9946,4
3439,4852,4
4449,5672,5
4329,9601,5
4329,4449,4
5359,5683,4
6523,9987,7
3119,9970,4
2945,3002,6
1631,1782,8
1201,2080,4
10086,6512,5
3772,9988,5
2581,783,5
2488,8237,5
8983,9682,4
4713,627,4
7735,7914,4
4541,529,5
5233,8614,6
10322,10352,6
1223,6730,4
10145,3925,4
5799,8552,5
8045,9958,4
10352,6447,7
10401,10447,4
10401,10402,5
10494,10496,4
10406,10411,4
1389,7799,4
10396,2926,7
3278,8775,6
6805,7896,4
7726,9052,4
3760,8381,4
10368,9834,4
10654,10673,4
4606,760,5
2123,6584,5
4846,486,5
5538,7162,4
2354,9645,6
2345,6729,6
2231,8260,6
8262,9700,5
3875,7209,4
1849,3064,5
10742,10795,4
10718,10799,4
10706,10791,4
10766,10780,6
10713,10751,4
10737,10764,4
10701,10702,7
10772,10795,4
4453,9621,5
1533,6946,4
3216,511,4
11025,11082,4
11060,11073,5
6458,9294,6
11119,11140,6
11103,11106,4
11148,11180,5
11115,11139,4
11122,11175,4
11120,11132,4
11153,11200,4
11208,11282,6
9111,9529,4
2262,9111,5
1189,9098,4
1831,3958,4
1246,5957,4
1343,9828,8
3616,6783,4
11275,4467,4
11276,4359,4
4359,9752,4
11272,5957,4
10756,5522,5
10703,2945,4
11435,11496,4
211,8735,4
544,7064,4
11137,2856,4
10535,6529,4
8501,9833,7
4092,9758,4
3677,8114,6
1678,8195,5
7998,8444,4
11726,11744,4
10741,4803,4
11396,1423,4
11855,11874,5
1359,9277,5
4031,5977,5
11084,921,5
1429,2392,4
11521,8664,4
11965,12000,4
10350,9380,4
2100,4632,4
5549,908,5
1064,557,4
1064,5696,6
10017,6548,7
10017,5696,4
4337,8194,5
1670,400,4
1296,4318,4
241,6024,4
1041,7679,4
1041,4364,5
2489,6987,4
728,7677,4
2503,4269,4
1283,6548,4
1378,5016,5
1378,728,5
1378,863,5
4188,863,4
10512,11483,6
12070,12083,4
3581,4789,4
6111,628,6
6529,9522,6
10497,10535,4
10644,855,5
10271,9380,5
10301,11033,4
2765,5096,4
8801,9351,4
1904,4650,4
11948,6777,5
10784,8590,5
10243,1383,4
10219,5922,5
2825,9177,4
2054,9369,6
10095,9127,6
11280,9389,4
11221,9955,5
1133,3315,5
1825,5235,4
5055,7801,4
11407,2185,4
11917,7737,4
1024,11917,4
11965,6013,5
2097,8511,4
3677,9441,5
486,7810,6
10767,4945,4
10778,1966,4
6464,8353,4
10719,582,4
4451,8851,6
1007,5037,4
10640,1534,4
7641,8323,5
1673,6111,4
6208,9421,7
628,9385,5
10328,628,4
47,9495,4
1020,2811,4
3955,7612,4
2146,4275,4
6458,8078,4
12401,12473,4
12440,12458,5
3021,8827,4
10572,6548,4
12305,5803,4
10478,1563,6
10461,1232,4
7832,9862,7
1178,8994,4
1801,4782,6
1410,5374,4
10749,9281,4
1030,11243,4
3466,8042,4
5385,6412,4
11767,8981,4
4524,7717,4
3361,5163,4
10989,11561,4
10862,9063,4
10975,11687,4
11450,8024,4
4707,9954,4
12119,9956,4
5253,7301,4
5956,8836,4
3465,7864,4
6089,7674,4
1753,7327,4
11522,2766,4
12537,2776,4
10661,5123,5
11807,3977,4
11483,5046,4
611,993,4
4810,611,5
4828,7714,4
5503,8910,4
4037,5977,4
12362,9562,4
10722,12355,4
10012,8290,4
4989,8563,5
12853,12874,4
2767,6737,5
1351,1863,4
2969,859,5
12020,12436,4
12434,3993,4
1482,9355,5
4774,8594,4
289,7540,4
6400,8285,4
8258,9856,7
13610,13621,4
4670,7913,4
3874,5963,4
6365,8259,4
1417,9442,4
10326,7200,4
5574,6258,5
10753,5464,5
7064,952,5
11577,4701,4
13173,6303,4
1120,11548,4
13731,13777,4
12248,2125,4
13462,5910,5
721,8058,4
7286,9234,4
6001,741,4
2549,501,4
4234,7395,4
11198,12354,4
12248,13614,4
13217,3702,4
1651,9749,5
11559,276,4
14020,14097,4
6642,7226,4
10585,8025,4
370,5332,4
4181,4326,4
6494,8948,4
3332,4204,4
1723,3206,4
11099,7959,5
1898,9956,5
1151,7917,4
13541,7544,4
12813,14056,4
13221,9540,9
13221,7721,8
11211,356,5
13571,5212,7
2964,5111,5
356,8383,4
1769,8057,5
1545,3488,4
7124,855,4
11880,3123,4
2069,9974,4
12021,8383,4
183,6067,4
2106,712,4
2106,7661,4
10165,2099,4
1688,7624,4
2548,8763,7
11353,8243,4
4899,6460,5
14747,14763,4
14703,14727,4
14702,14750,4
14750,14793,4
14767,14771,4
15122,15176,4
15188,3962,4
12163,9944,4
275,299,7
308,368,5
546,594,5
704,785,5
716,760,10
772,791,6
755,786,5
749,759,5
749,771,5
1177,1181,4
1025,305,4
309,758,4
328,772,4
1827,1877,4
