passenger1,passenger2,Number of flights together
5661,9601,4
1451,7350,4
361,9247,4
4543,8892,4
14021,14022,4
14018,14060,8
3657,810,5
3666,4516,4
12019,8650,4
12787,3206,4
13240,13851,4
10757,14074,4
11513,6864,4
2112,4770,5
13284,6323,5
4957,7555,5
11587,4770,5
11587,2548,5
13564,8057,6
13731,3880,7
1482,4562,4
7420,7662,4
10595,8196,4
3307,9956,4
2994,8057,4
42,7060,4
712,7194,5
3107,8592,4
11572,7099,5
2350,4973,4
11572,8050,4
4755,9994,4
7114,7712,4
13565,3910,4
1196,9890,4
8961,954,5
10908,4090,4
14631,14644,4
14741,14778,4
14703,14747,4
14750,14761,4
15121,4711,4
14059,79,4
167,199,4
102,133,4
248,275,9
275,293,7
205,299,7
341,368,5
313,328,5
362,364,6
510,563,4
746,771,8
743,749,5
1035,309,5
1452,1467,4
354,704,5
368,724,7
328,701,4
366,709,4
1925,1928,6
1951,1984,6
1989,1990,4
2131,2179,4
2182,2188,4
2126,2189,4
2111,2160,4
2210,2257,4
118,2043,4
2906,2939,8
112,190,4
629,643,4
604,646,4
677,684,4
625,657,4
711,786,4
734,766,5
772,785,5
850,895,4
837,888,4
849,851,4
1021,1045,5
1073,308,5
1250,1299,4
1095,795,4
308,712,4
1562,1563,4
1842,1878,4
1979,1991,4
1919,1942,6
2142,2188,4
2111,2135,4
2129,2131,4
2252,2277,4
2462,2464,4
3116,3149,5
3180,613,4
275,3180,8
283,3184,4
248,681,6
264,3149,6
3446,3475,4
3428,3486,4
3421,3491,5
3405,3451,4
3451,3477,4
1047,1581,4
1587,2697,4
3522,3531,4
3504,3598,4
3567,3569,6
3510,3589,5
3563,3589,5
2165,3148,4
3611,3649,4
3604,3612,5
3608,3637,5
3665,3693,5
3607,3629,4
3483,366,4
3405,763,4
3414,716,4
3716,3779,6
3855,3896,4
3914,3974,4
4028,4089,4
4044,4075,4
4040,4046,5
4016,4017,8
3182,690,4
272,609,4
2152,218,5
1867,2705,4
1442,1816,4
2586,3180,4
2565,276,5
205,2525,4
1693,610,4
351,482,4
1581,3933,4
1247,3968,4
4202,4233,4
4226,4261,4
3122,3414,6
3174,3476,5
290,752,4
1095,286,5
4309,4346,4
1322,2906,4
1379,2908,4
1354,967,4
1581,275,5
2567,3924,7
4058,4397,4
4020,4361,5
4469,4499,4
4464,4484,4
4427,4468,4
2498,3639,5
130,3671,4
4069,4388,4
3824,4546,4
4632,4672,4
1818,2776,7
1818,437,7
2790,3093,4
1616,2786,4
2867,915,6
1369,2867,4
1844,901,4
1444,2968,4
446,4628,4
3208,631,6
3204,3399,4
2783,4373,6
4822,4865,5
4969,4990,9
4916,4979,4
1472,2277,5
1849,3089,6
5060,5086,6
5001,5075,4
5127,5180,4
5328,5393,4
5321,5349,4
2325,2932,4
2221,2901,4
2965,923,4
2212,2441,4
2928,3578,4
4657,4931,4
4572,5374,6
5446,5456,4
5439,5459,4
5416,5448,4
5467,5478,4
5463,5483,5
5412,5414,6
5423,5482,6
5429,5495,6
5420,5423,4
5402,5412,4
2710,4641,5
4331,993,5
5604,5698,4
5463,930,4
5500,928,5
4339,5426,8
4011,5439,5
22,721,6
43,878,4
3448,694,5
382,5616,4
1376,4106,4
4237,5098,4
4217,5358,5
5734,5771,9
5741,5760,5
5724,5755,4
5701,5764,5
5720,5789,5
5733,5747,4
4874,5343,4
1998,5809,4
798,813,5
2635,3415,4
5928,5947,4
5941,5984,4
5972,5984,4
5972,5978,4
5911,5949,7
5948,5992,4
5946,5997,5
6009,6099,4
6149,6171,5
119,465,4
5440,6001,6
3937,6027,5
4012,4611,4
1692,3404,4
1586,5422,4
1651,5467,5
1598,5450,4
2213,5489,5
3937,4212,4
3492,5042,4
1476,1662,4
6951,6975,4
6911,6951,4
6960,6962,4
7015,7017,6
7204,7245,4
7433,7447,4
7577,7596,4
2556,5978,6
7612,7635,6
7603,7616,6
5744,5977,6
2378,5390,4
1186,708,4
3093,5767,4
7779,7798,5
7767,7769,4
5788,6008,5
3024,5731,7
290,5325,4
1282,380,4
8126,8167,4
8105,8126,5
8216,8297,6
5711,6803,4
1998,2018,5
4104,899,4
7793,8328,4
2285,7149,4
3943,5043,4
1266,739,6
2100,4752,4
1447,5905,4
1447,4150,4
1403,6515,4
2758,3760,5
7545,877,4
4932,896,5
4278,4896,6
732,8089,5
5946,6993,4
4919,6975,4
4125,6931,4
5769,6872,4
5798,6069,4
6016,6858,4
6408,6872,4
6832,997,4
2717,6469,4
6075,6836,4
5966,6832,4
3544,5966,4
6008,6897,4
3120,6039,5
4990,6864,4
4990,5734,4
4990,6839,4
6049,6893,4
2773,6830,4
2773,6825,4
6864,959,4
2759,5734,4
7333,7795,4
398,4896,4
8609,8690,4
6813,7832,4
2926,5789,7
1329,8297,4
4798,7318,5
7872,975,4
8727,8762,4
2578,4896,4
2776,8132,4
1230,95,4
1230,7662,4
7602,8190,6
3292,625,4
8964,8988,4
2516,917,5
2526,7652,4
3735,8289,9
4798,7618,4
7820,901,6
1544,5564,6
3963,8128,6
8024,8662,5
2290,4194,4
4717,564,4
5279,629,4
5247,590,4
3115,5243,4
6180,6372,4
4247,6345,4
338,8396,4
3275,529,6
1158,1955,5
9131,9177,4
3743,8146,5
3665,6881,4
2251,917,5
468,8291,4
1700,5361,4
4389,8241,4
451,6418,5
6876,8402,5
3466,6783,4
3279,9031,4
3102,9019,4
9318,9381,5
3172,6752,4
9505,9516,6
9613,9619,4
9661,9688,6
1078,3883,4
2443,9258,4
8684,9385,6
8584,9271,7
8584,8895,4
262,9229,4
262,8895,5
3223,6584,5
67,8788,4
7859,9227,5
10042,10079,4
1077,2644,4
4660,6972,4
5795,7662,5
7679,9683,4
5652,8824,4
300,4860,4
1982,9611,5
4860,9665,5
622,9686,4
5096,9622,5
388,4553,5
1089,9649,4
5359,9628,4
5359,9684,5
2415,332,5
148,497,6
10021,9362,4
10085,9326,4
10117,10184,4
4034,4451,7
4820,9626,4
10198,1419,4
5942,9704,6
3618,5330,6
7568,8171,4
5233,6878,4
3608,8685,4
8137,8685,5
8197,8658,4
10104,9924,7
10348,10354,4
10376,10396,4
8592,9781,6
5303,6886,4
7308,7538,4
4802,5873,6
10110,9453,6
8803,9453,5
10353,3418,4
10412,10483,6
10407,10409,4
10402,10453,4
10409,10453,4
10438,10483,4
10419,10433,4
10434,10461,4
10145,9822,4
3233,5356,4
10358,8976,4
3356,8158,6
1321,9991,4
3802,9410,5
10535,9757,5
5260,5977,5
4274,4541,5
2234,9223,6
484,7560,5
10767,10788,4
10741,10762,4
10772,10779,4
10703,10710,5
4917,7881,6
10822,10827,4
10819,10841,4
9460,9928,4
11022,11040,4
11031,11039,4
11062,11067,4
11008,11054,4
11124,11137,4
11106,11130,4
11101,11164,4
11111,11187,5
11111,11130,4
11109,11140,4
11102,11176,5
11114,11120,4
718,9026,4
4496,6783,4
631,7986,5
10710,2354,4
10742,9699,4
10704,6560,4
10744,6560,5
10791,2231,4
10762,191,4
1240,8268,4
3837,8257,5
3021,9068,5
7656,9709,6
8873,9581,4
6001,8659,5
10746,1437,4
1342,9758,4
10271,6447,4
10697,1342,4
10509,3802,4
7253,9676,4
1573,6896,4
11546,11592,4
11514,11537,8
7998,8004,4
7507,8475,4
7713,9790,4
7801,8579,8
7737,8399,5
8040,9770,4
11704,11796,4
11856,11880,4
11812,11834,5
11871,11878,5
4978,6456,4
5046,7448,4
218,7844,4
7726,7934,4
10938,2588,7
3416,9258,4
6823,9525,4
3275,8424,4
4337,4728,4
1404,4188,4
3851,4217,4
4336,5530,4
1296,8424,5
1762,7679,4
1041,1762,4
10058,888,4
10023,4217,4
4188,8266,4
6053,6987,4
1820,5203,4
10758,11965,5
11466,2423,4
12001,12091,4
2514,4789,4
2744,5016,4
4020,8645,4
6317,9421,6
2544,7919,5
1413,2544,4
4827,9395,5
1860,5748,6
10089,9359,6
10095,8128,5
11965,8579,4
10764,6464,4
10203,11880,4
2625,7120,5
10234,4945,4
11803,4451,4
10310,11874,4
5163,6402,4
2508,9083,5
10212,10795,5
1860,7902,4
11280,6114,4
5943,9127,4
11057,5356,4
12276,9516,4
12427,12432,4
12481,12498,4
11315,5447,4
10283,9893,5
10270,873,4
8521,9833,4
11296,3542,4
5287,5395,4
3332,5755,4
11897,5374,5
10050,134,4
3332,6591,4
3298,350,5
1872,7376,4
1858,7767,4
1972,4524,4
10149,8818,4
2221,9779,4
12557,12568,4
12516,12553,6
12535,12578,4
10989,7744,7
10179,6084,4
6050,9063,4
7068,953,4
11067,5246,4
5101,8552,7
11536,478,4
4478,996,6
2258,8095,4
4482,6843,4
264,3332,4
7220,932,4
12730,12797,4
12725,12731,4
12727,12782,4
6515,9523,5
10667,8371,4
8025,8944,4
5303,8025,4
1351,761,4
2594,2930,4
11594,4827,4
9577,9696,4
697,8252,5
12070,3993,4
12486,4791,4
13217,13277,4
2197,9707,4
13487,13492,4
13560,13594,7
5012,6400,4
6355,6577,4
13612,13656,4
2522,5416,4
12371,2910,5
4701,7657,4
12910,2561,5
7038,927,4
12968,2597,4
2243,446,4
12286,3632,6
11847,13414,5
1491,270,5
13553,9234,4
8267,9363,4
13171,249,4
7593,9480,5
3257,9777,4
3257,7853,4
501,9171,5
11871,12594,5
12516,7451,4
1829,3875,4
10762,6001,5
12389,7451,4
4810,9599,5
12780,7072,4
10591,8263,5
11326,8892,4
14039,14092,6
14009,14020,4
14087,14094,6
11003,338,4
1950,6414,4
12040,8650,4
1057,1342,5
4875,8091,5
13365,13668,5
12840,14060,4
14091,2702,4
14077,6437,4
6067,6591,5
12323,5007,5
13296,2548,6
10067,13296,6
5007,5754,5
8057,8810,5
2548,5754,5
11587,6323,5
6857,7099,5
10229,10685,4
13515,3874,4
12040,5332,5
11502,7643,4
10541,1611,4
3622,8896,4
13365,3307,4
13561,5101,4
10067,5101,5
10205,2994,4
10196,3610,4
4685,8556,5
13163,7721,4
5201,7114,4
10248,10605,5
10248,356,6
13565,8590,4
1196,8243,4
1242,8211,5
1242,8271,4
10908,6764,4
11208,12891,4
14650,14651,4
14702,14779,4
14750,14779,4
14718,14761,4
15153,15167,4
11508,7112,4
263,290,4
366,399,5
481,482,4
502,600,4
729,792,5
805,845,4
913,928,5
1084,1100,4
1026,392,4
354,759,4
354,724,4
368,778,4
1587,1598,5
1970,1984,6
1906,2000,4
1938,1974,4
1903,1992,4
2115,2134,4
2115,2185,5
2115,2144,4
2185,2188,4
2186,2197,6
2137,2189,4
2183,2197,6
2114,2181,4
2219,2270,4
2311,72,4
118,2021,4
101,173,4
525,587,4
731,786,6
739,772,8
759,763,8
819,859,5
819,868,5
809,871,4
846,848,5
940,945,6
1051,1073,5
1002,1007,5
1005,1087,6
1008,1022,4
1044,309,4
1043,362,4
1057,341,4
1053,364,8
1506,1598,6
1645,1692,4
1915,1964,5
1957,1961,4
1918,1947,6
1917,1966,4
2124,2137,5
2130,2154,4
2155,2188,4
2145,2160,4
2214,2254,4
2214,2256,4
2236,2293,6
2343,2396,4
2343,2370,4
2402,2474,4
2460,2492,4
2435,2477,6
2503,2514,4
2510,2570,5
2955,2964,4
3161,3183,5
3332,3396,4
3312,3384,4
3146,681,5
3146,684,6
205,3192,4
3413,3483,5
3471,3483,5
1269,1576,6
1287,1521,4
3689,3691,5
3612,3689,5
1095,3421,4
3924,3966,4
4038,4073,6
2123,290,6
1108,1859,4
1427,1868,4
4125,4200,4
1087,1677,4
1668,3149,4
1537,3947,5
2285,3518,5
4211,4234,5
4206,4252,4
4219,4248,6
4283,4288,5
4204,4281,4
4226,4282,4
2199,3477,4
1677,2868,5
1220,3039,4
4344,4376,5
4353,4395,7
4353,4373,8
1366,939,4
1298,3924,4
274,333,4
2573,2674,5
2264,3517,5
2281,3539,5
2293,3563,5
4406,4455,4
4403,4491,4
4418,4469,4
2334,2437,4
2334,2405,5
2335,3675,5
2460,3651,4
4071,4330,4
1602,4506,4
4668,4696,4
4630,4643,4
4650,4672,4
4671,4696,5
2759,3120,6
1465,2783,4
1250,1817,4
2816,2906,4
2743,2905,7
1911,3266,4
1274,1574,4
5022,5060,4
5067,5092,4
5082,5084,5
5120,5157,4
1330,2335,4
1321,3578,4
1321,3589,6
3679,946,4
1702,745,5
3818,5396,4
5112,773,4
5468,5495,4
5401,5467,4
5414,5496,4
5411,5464,5
5466,5471,6
1288,4084,4
5651,5668,4
4080,5401,6
2783,5420,5
4044,5431,5
3644,4319,4
2491,309,5
1971,774,4
4294,4626,4
5066,5370,4
5755,5777,6
5744,5769,9
5726,5727,4
2965,5007,5
4611,4911,4
3527,3998,5
1919,3264,4
2998,399,4
2635,3587,4
2909,3493,4
3947,670,4
3174,3415,4
2269,419,8
5923,5966,5
5922,5946,8
2182,5133,4
6009,6046,4
6007,6090,4
4546,5002,5
5727,5996,4
4942,5481,6
4904,6010,6
3576,5500,6
5479,6080,5
1701,3609,4
3527,5450,4
1548,6027,4
2509,391,4
1202,3109,4
6847,6884,5
6827,6844,5
6825,6839,5
3920,4178,6
147,3940,5
1538,4646,5
4300,4430,4
4753,6524,4
7034,7068,7
7006,7070,4
7042,7096,4
7017,7027,4
7122,7198,4
7321,7395,5
2101,7575,6
184,5798,6
3651,4260,4
2913,5770,4
7707,7771,4
5706,6008,5
5964,6008,6
7846,7873,4
2497,4184,4
3668,5076,4
3668,5048,4
4248,652,5
1946,7141,5
1818,3089,4
4888,5396,4
8234,8289,4
8230,8246,5
1942,2817,4
2249,3650,4
1011,4636,4
7379,7741,4
2285,4213,5
4072,7872,5
7870,8353,4
8542,8548,5
1265,4613,4
2572,4663,4
1291,2543,4
1700,4897,7
4584,4823,5
157,4752,4
2550,337,5
4441,7608,4
2203,2724,4
1452,6531,4
6572,7110,5
3472,5074,4
3463,5059,4
6962,7465,4
1817,6096,4
5724,6870,4
5443,6408,4
438,4990,4
6075,6855,4
6077,6833,4
3576,6874,5
3576,6825,6
4316,6893,4
5744,6874,4
184,6866,4
184,5443,4
2294,6839,4
6039,6874,5
1865,477,4
4481,5443,4
755,8370,4
3784,5978,5
8656,8684,7
8618,8699,4
3330,4468,6
1230,2326,5
2326,5442,4
2326,2776,4
2868,606,5
8901,8959,5
8948,8984,4
8956,8993,5
8914,8984,4
8983,8995,7
204,4202,4
4092,816,8
233,3295,4
4147,8084,9
1570,3124,4
7605,7820,6
366,5796,4
6146,7603,4
4158,6382,4
1917,4283,7
3637,4769,5
5246,6372,4
9061,9074,5
3275,4142,6
288,4255,4
286,4105,4
6524,7392,4
7392,8786,4
5095,7533,4
7403,8786,4
3590,5505,5
6796,7866,5
3216,8045,6
6304,745,5
9227,9291,4
6294,8073,4
4190,4682,4
1244,6810,4
8068,8403,5
1613,4700,4
2939,8402,5
1789,2939,4
5037,7033,4
2018,4139,4
2018,6293,4
1050,1413,4
5198,8945,4
283,7163,4
1752,6205,4
2732,7612,4
1042,4483,5
2124,3979,5
4200,815,4
9620,9696,4
9602,9613,4
9605,9631,4
9630,9640,4
9640,9659,4
9677,9693,5
9732,9746,4
4541,9540,8
7879,8724,4
2862,9252,4
7172,9127,4
3979,5027,4
7396,8563,4
1673,8518,4
3223,4165,5
5855,9050,4
3545,662,4
4223,7268,4
2532,6987,5
3590,6418,4
3278,5668,7
5652,9619,5
1982,9649,4
1982,4933,5
1982,4449,5
4553,5672,4
388,9628,4
4359,9761,7
3490,3859,4
10001,8127,4
2701,4467,5
5522,6668,4
392,6729,7
7191,7510,5
5037,9765,4
529,9714,4
392,9699,7
2336,5503,6
7568,8658,4
10371,10384,5
4278,8841,4
1055,5799,4
5799,8846,4
7538,8846,4
2609,9230,4
211,8441,4
3172,9388,4
1321,9522,4
10377,3418,4
10473,10490,4
10401,10442,4
10423,10469,4
1089,199,5
1078,7768,5
10363,9006,4
2926,5876,4
5775,9992,4
10377,2068,6
10368,9069,5
7662,905,5
7139,9336,4
8509,9058,4
8584,9522,8
173,4449,4
4613,6956,4
1340,6176,5
4580,8424,5
8225,8803,4
1637,9699,6
10741,10799,4
10710,10771,4
10726,10742,4
10809,10822,4
11070,11088,6
11119,11139,4
11106,11187,4
11176,11178,4
11141,11200,4
11138,11151,4
11148,11173,4
11120,11194,6
11157,11169,4
11296,4591,4
288,3029,4
11275,9752,6
11272,2097,4
10770,4820,4
11307,11353,4
11460,11463,4
11417,11434,4
4080,8515,4
2530,8197,4
6176,7591,4
11272,3245,4
556,8165,6
1246,556,6
10812,8589,4
10850,4541,4
556,8195,4
5459,8475,4
1464,5669,5
288,8475,5
10985,4496,4
5055,7998,5
8040,9513,7
11779,11798,5
5387,9910,4
8256,9906,4
2033,7064,4
1511,2262,4
11060,9259,4
2100,3589,5
10177,8803,4
2000,8353,6
1218,7671,4
2002,4732,4
10356,2957,4
3955,4110,4
10910,5882,4
5604,7230,4
11954,11957,7
11906,11957,5
6689,780,4
6292,7650,4
1033,2549,5
4526,9346,4
1064,4364,6
10017,1064,4
4337,6024,4
400,4217,4
400,728,4
10058,8266,5
4188,6024,4
7579,8266,5
1413,3117,4
10440,4567,4
4712,5292,4
1300,1434,4
10612,5873,4
5096,9951,6
11007,4337,4
10017,4789,5
2744,7579,5
1746,5162,4
47,5162,6
11067,5653,4
10536,4056,4
10899,1505,6
7162,9977,5
3112,8519,4
3223,3367,6
1079,3963,4
1673,4917,6
8684,9493,5
3531,5459,4
6013,8511,5
3611,9500,4
1056,10778,4
10234,11817,4
10785,8353,4
1411,2588,4
11194,5016,5
5748,6114,4
10022,2062,4
10328,6317,4
10328,2458,4
10089,4816,6
4737,4827,5
12255,7192,4
1074,1115,5
1563,9829,4
7446,9503,4
6929,8521,5
11090,3316,4
10016,10572,4
10758,7444,4
12318,6308,4
4124,7825,4
2489,5287,4
2489,3660,4
2171,6458,5
7853,9777,5
1340,9557,4
7859,9091,4
1096,4572,5
1021,11897,4
1032,8030,4
11633,4978,4
6050,7068,4
6050,9906,4
11690,7068,4
10043,9742,5
763,8988,4
3789,7301,4
10130,12358,4
12358,1410,4
4572,6978,4
4854,871,4
6394,9623,4
10432,11224,4
10112,11917,4
10097,9283,4
6743,8035,4
12526,5121,4
3356,8290,4
10371,11536,4
10767,7579,4
7629,7924,4
7347,7714,4
6497,7756,4
3519,9620,4
4746,8167,7
12739,12774,4
1812,7850,4
4791,8371,4
5044,5238,4
12881,12886,4
12809,12893,5
12520,9714,4
2472,559,4
7429,9055,6
696,8592,4
10244,7393,6
4816,9742,4
2684,2946,4
11798,4503,5
1637,3524,4
1988,6489,4
12840,8038,4
10004,1230,4
13417,13498,5
13477,13487,4
13431,13435,4
13557,13579,4
13525,13541,5
13471,8372,4
3529,5711,4
1770,8411,4
13605,13683,5
12006,5959,4
12097,7657,4
3309,6554,4
12371,9101,4
10548,13195,6
5054,7508,4
2333,9420,4
264,3105,4
10244,11756,4
13549,6019,4
3560,7725,5
12189,6616,5
13802,13898,6
13817,13866,4
13978,13997,6
10689,13637,4
5630,9612,4
8326,9919,4
10739,2575,4
1715,8030,4
10812,456,5
5240,6001,4
3615,4070,4
12539,9777,4
12539,7508,4
12570,5240,4
1064,4972,4
